entry_day,entry_time,expiry_choice,strike_method,trigger,action,risk,trades,weeks_completed,eligible_weeks,mean_weekly_net,median_weekly_net,profitable_week_rate,profit_factor,max_drawdown,weekly_q05,weekly_es05,execution_coverage,avg_capital_proxy,peak_capital_proxy,gross_pnl,costs,net_pnl,cost_share,gate,regime
THU,11:00,nearest_weekly,delta020,touch,add_short,no_stop,39,39,39,2523.3690096224022,5085.7360663325,0.8205128205128205,1.4798050004485592,-82317.8483124655,-42366.42530300079,-51585.27389183575,1.0,13166.045512820516,25729.437499999975,103471.55000000002,5060.158624726299,98411.39137527371,0.0489038641513179,False,stress
MON,09:20,nearest_weekly,delta020,touch,protective_next_strike,no_stop,43,43,43,2511.5851385490605,2467.4871760395,0.6744186046511628,3.970816276109241,-13570.952464711492,-3915.09105212405,-5549.2120429453325,1.0,12643.38604651162,34102.899999999994,114416.1,6417.939042390401,107998.16095760962,0.0560929715519966,False,stress
MON,09:20,nearest_weekly,delta020,touch,protective_next_strike,stop_2x_credit,43,43,43,2511.5851385490605,2467.4871760395,0.6744186046511628,3.970816276109241,-13570.952464711492,-3915.09105212405,-5549.2120429453325,1.0,12643.38604651162,34102.899999999994,114416.1,6417.939042390401,107998.16095760962,0.0560929715519966,False,stress
WED,11:00,nearest_weekly,sigma1,ninety_pct,add_short,stop_2x_credit,42,42,42,2506.0002331928454,3572.2757577315,0.6904761904761905,1.8541186035526105,-41705.8670432955,-13002.466631062323,-20458.560068166,1.0,13939.015476190476,35755.68749999998,110405.25,5153.240205900495,105252.00979409946,0.0466756807842063,False,stress
THU,11:00,second_nearest_weekly,sigma2,ninety_pct,add_short,no_stop,39,39,39,2501.6878378029364,1186.160373055,1.0,inf,0.0,594.45386864645,437.582572875,1.0,21717.36570512821,36987.43750000002,101505.25,3939.4243256855,97565.82567431452,0.0388100549053915,False,stress
MON,10:00,second_nearest_weekly,sigma2,ninety_pct,add_short,no_stop,43,43,43,2493.421920536174,1418.3314939,1.0,inf,0.0,528.21737414425,474.8991330726667,1.0,19765.39447674419,33465.25,111594.25,4377.107416944502,107217.14258305552,0.0392234135445554,False,stress
WED,11:00,second_nearest_weekly,sigma2,touch,add_short,no_stop,42,42,42,2490.17493547291,1177.4269838210002,1.0,inf,0.0,653.29020376075,520.5071363766667,1.0,22366.534821428573,36193.29999999998,108768.2,4180.852710137798,104587.3472898622,0.0384381897479024,False,stress
MON,09:20,second_nearest_weekly,sigma2,ninety_pct,add_short,no_stop,43,43,43,2487.665274396837,1336.7138636665,1.0,inf,0.0,605.7325709425,521.989763894,1.0,19742.14476744186,33903.35000000001,111320.5,4350.893200935999,106969.606799064,0.0390843842862365,False,stress
FRI,10:00,second_nearest_weekly,sigma2,touch,add_short,no_stop,41,41,41,2477.95682652232,953.98925221,1.0,inf,0.0,486.0940917425,420.8953176085,1.0,20523.59359756098,34838.04999999999,105699.35,4103.1201125849,101596.22988741512,0.0388187828268092,False,stress
TUE,11:00,second_nearest_weekly,sigma1,ninety_pct,add_short,stop_2x_credit,41,41,41,2473.7422895613176,6243.765588105,0.7317073170731707,1.4958332969212331,-99069.75166627098,-24192.370449122493,-30746.800508470664,1.0,21113.33567073171,39754.00000000002,106912.5,5489.066127986,101423.43387201402,0.0513416684483666,False,stress
WED,10:00,second_nearest_weekly,sigma2,touch,add_short,no_stop,42,42,42,2472.785326697681,1252.2111371,1.0,inf,0.0,556.2272952384,461.415312416,1.0,22438.56547619048,36890.10000000001,108037.1,4180.116278697401,103856.9837213026,0.0386914891152891,False,stress
THU,10:00,second_nearest_weekly,sigma2,ninety_pct,add_short,no_stop,39,39,39,2460.2328078637825,1403.35271191,1.0,inf,0.0,548.07967488445,416.1648377805,1.0,21960.86474358974,37392.87499999998,99942.75,3993.6704933125,95949.07950668751,0.0399595817937018,False,stress
WED,09:20,second_nearest_weekly,sigma1,touch,protective_next_strike,stop_2x_credit,42,42,42,2433.7330098947045,4409.47779992575,0.5952380952380952,2.024742418024545,-49967.0089273074,-11030.01558131613,-13222.533043547632,1.0,20891.217857142863,44026.93749999998,108132.1,5915.313584422398,102216.78641557762,0.0547045103574461,False,stress
TUE,10:00,nearest_weekly,delta020,ninety_pct,protective_next_strike,no_stop,41,41,41,2414.6829780746702,2526.608751786499,0.6585365853658537,2.844565205598597,-17571.570750579507,-4769.9679559325,-7635.314300908336,1.0,16705.685365853657,35765.60000000001,104917.25,5915.2478989385,99002.0021010615,0.0563801271853627,False,stress
TUE,10:00,nearest_weekly,delta020,ninety_pct,protective_next_strike,stop_2x_credit,41,41,41,2414.6829780746702,2526.608751786499,0.6585365853658537,2.844565205598597,-17571.570750579507,-4769.9679559325,-7635.314300908336,1.0,16705.685365853657,35765.60000000001,104917.25,5915.2478989385,99002.0021010615,0.0563801271853627,False,stress
TUE,09:20,second_nearest_weekly,sigma1,touch,protective_next_strike,stop_2x_credit,41,41,41,2410.358374037488,5186.300287928,0.6341463414634146,2.0072855027847245,-57435.35925182248,-13597.112173999996,-14333.48442175583,1.0,21391.71097560976,59379.93750000002,104673.50000000004,5848.806664462996,98824.69333553704,0.0558766704510978,False,stress
MON,09:20,nearest_weekly,delta020,ninety_pct,protective_next_strike,no_stop,43,43,43,2398.476554165551,1925.775900863,0.6744186046511628,3.7854264376197753,-15794.940663793492,-4481.847764833051,-5845.43812438483,1.0,12703.303197674411,34102.899999999994,109601.75,6467.258170881303,103134.4918291187,0.059006887854266,False,stress
MON,09:20,nearest_weekly,delta020,ninety_pct,protective_next_strike,stop_2x_credit,43,43,43,2398.476554165551,1925.775900863,0.6744186046511628,3.7854264376197753,-15794.940663793492,-4481.847764833051,-5845.43812438483,1.0,12703.303197674411,34102.899999999994,109601.75,6467.258170881303,103134.4918291187,0.059006887854266,False,stress
TUE,09:20,second_nearest_weekly,sigma2,touch,add_short,no_stop,41,41,41,2388.262489377829,1283.515484485,1.0,inf,0.0,642.1976720635,571.4549297038334,1.0,23125.86219512195,39831.35000000001,101994.0,4075.237935509002,97918.762064491,0.0399556634263682,False,stress
TUE,10:00,second_nearest_weekly,sigma2,touch,add_short,no_stop,41,41,41,2385.418347762488,1343.43758395,1.0,inf,0.0,593.138125196,532.550584919,1.0,23241.08536585365,40205.10000000001,101900.5,4098.347741737999,97802.15225826198,0.0402191131715546,False,stress
TUE,10:00,second_nearest_weekly,sigma2,ninety_pct,add_short,no_stop,41,41,41,2385.2600354325123,1343.43758395,1.0,inf,0.0,593.138125196,530.386983076,1.0,23241.08536585365,40205.10000000001,101894.0,4098.338547266999,97795.66145273298,0.0402215885848725,False,stress
TUE,11:00,second_nearest_weekly,sigma2,touch,add_short,no_stop,41,41,41,2367.780490507634,1332.1965259525,1.0,inf,0.0,583.4068494274999,557.3502088881665,1.0,23153.13932926829,40115.39999999999,101153.5,4074.499889186998,97079.000110813,0.0402803648829452,False,stress
TUE,11:00,second_nearest_weekly,sigma2,ninety_pct,add_short,no_stop,41,41,41,2366.016064625256,1332.1965259525,1.0,inf,0.0,583.4068494274999,533.2363884956666,1.0,23241.19451219512,40115.39999999999,101104.75,4098.091350364498,97006.65864963552,0.0405331238182627,False,stress
THU,10:00,second_nearest_weekly,delta020,ninety_pct,add_short,stop_2x_credit,39,39,39,2364.7672959050565,8359.788432695,0.6923076923076923,1.3016759098249664,-165372.07112028147,-33583.49003814445,-58140.50989646475,1.0,21621.914743589743,51607.56249999998,97884.3,5658.375459702802,92225.92454029716,0.0578067724824389,False,stress
FRI,09:20,second_nearest_weekly,sigma2,ninety_pct,add_short,no_stop,41,41,41,2358.394429920305,1171.181591065,1.0,inf,0.0,525.3631725415,451.9416290253334,1.0,20600.42957317073,34968.04999999999,100790.75,4096.578373267501,96694.1716267325,0.0406443882327247,False,stress
MON,11:00,second_nearest_weekly,sigma1,ninety_pct,add_short,stop_2x_credit,43,43,43,2353.1818909262697,4952.741964163,0.7209302325581395,1.5502506055953325,-95478.48074534247,-23382.110015978644,-27393.23617162499,1.0,18352.27877906976,38864.31250000002,106887.60000000002,5700.778690170404,101186.82130982964,0.0533343314862566,False,stress
WED,09:20,nearest_weekly,delta020,ninety_pct,add_short,stop_2x_credit,42,42,42,2346.560565596456,4988.55937765875,0.6428571428571429,1.4102846281110195,-93869.451170333,-24563.97062518357,-33113.3490374625,1.0,15578.142857142857,39384.31250000002,104258.35,5702.806244948896,98555.54375505113,0.054698796258994,False,stress
WED,09:20,second_nearest_weekly,sigma1,touch,protective_next_strike,no_stop,42,42,42,2340.4917721236693,4409.47779992575,0.5952380952380952,1.948254049316171,-52340.24019769138,-12505.344207167916,-14013.610133675633,1.0,20891.217857142863,44026.93749999998,104222.35000000002,5921.695570805898,98300.65442919414,0.056817904900493,False,stress
TUE,09:20,second_nearest_weekly,sigma2,ninety_pct,add_short,no_stop,41,41,41,2329.5059614359384,1283.515484485,1.0,inf,0.0,642.1976720635,547.3411093113333,1.0,23214.004573170736,39831.35000000001,99605.25,4095.5055811265015,95509.74441887348,0.0411173666159816,False,stress
THU,11:00,nearest_weekly,delta020,ninety_pct,add_short,no_stop,39,39,39,2323.2784629221724,5140.887667675,0.8205128205128205,1.4428597015753326,-83848.90236670949,-39677.53150755254,-52350.80091895775,1.0,13221.521474358977,25729.437499999975,95680.05000000002,5072.189946035301,90607.86005396472,0.0530119909640024,False,stress
WED,09:20,second_nearest_weekly,sigma1,ninety_pct,protective_next_strike,stop_2x_credit,42,42,42,2321.2197408671354,3884.4249844575,0.6428571428571429,2.1787510387250504,-46646.2165944689,-11383.25184154298,-12964.231821866966,1.0,21398.860119047626,44026.93749999998,103681.25,6190.0208835803005,97491.22911641968,0.0597024137303543,False,stress
WED,09:20,second_nearest_weekly,sigma1,ninety_pct,protective_next_strike,no_stop,42,42,42,2310.492219293505,3884.4249844575,0.6428571428571429,2.166946381117485,-47118.39673155339,-11156.690435259105,-13121.625200895129,1.0,21398.860119047626,44026.93749999998,103151.5,6110.826789672799,97040.6732103272,0.0592412789893777,False,stress
TUE,09:20,nearest_weekly,delta020,touch,protective_next_strike,no_stop,41,41,41,2294.571777772453,3269.3515047,0.5609756097560976,2.2920831229924548,-17407.787676074993,-7910.871203031002,-12377.274359807165,1.0,16722.118902439026,35560.850000000006,99944.1,5866.657111329403,94077.4428886706,0.0586993840689885,False,stress
TUE,09:20,nearest_weekly,delta020,touch,protective_next_strike,stop_2x_credit,41,41,41,2294.571777772453,3269.3515047,0.5609756097560976,2.2920831229924548,-17407.787676074993,-7910.871203031002,-12377.274359807165,1.0,16722.118902439026,35560.850000000006,99944.1,5866.657111329403,94077.4428886706,0.0586993840689885,False,stress
THU,09:20,second_nearest_weekly,sigma2,touch,add_short,no_stop,39,39,39,2223.951878121474,1290.5462219385,1.0,inf,0.0,572.73585734965,462.07177666275,1.0,21495.344871794878,30101.5,90640.25,3906.126753262504,86734.12324673748,0.0430948364911008,False,stress
MON,09:20,second_nearest_weekly,sigma1,touch,add_short,stop_2x_credit,43,43,43,2216.211065723233,5559.964714135,0.7441860465116279,1.5409644712534871,-80651.42712023298,-24337.35245682225,-28164.64835034833,1.0,17943.992732558138,36880.18749999999,100878.5,5581.424173901,95297.075826099,0.0553281836456826,False,stress
WED,09:20,nearest_weekly,delta020,touch,add_short,stop_2x_credit,42,42,42,2185.718415930322,4482.76050181875,0.6428571428571429,1.3825615232773665,-87533.42596503098,-23112.90403814337,-31925.406996965165,1.0,15396.290476190476,39384.31250000002,97468.25,5668.076530926499,91800.17346907352,0.0581530552864804,False,stress
THU,11:00,second_nearest_weekly,delta020,ninety_pct,protective_next_strike,no_stop,39,39,39,2178.807722256067,5578.037947185,0.6410256410256411,1.7591386716057416,-50017.52492554198,-13283.11132490819,-14966.004857372498,1.0,21209.32435897436,51601.06250000001,91140.60000000003,6167.098832013403,84973.50116798661,0.0676657695035297,False,stress
THU,09:20,second_nearest_weekly,sigma2,ninety_pct,add_short,no_stop,39,39,39,2167.490181743359,1395.863320915,1.0,inf,0.0,572.73585734965,425.901046074,1.0,21990.66057692308,36476.375000000015,88534.0,4001.882912009002,84532.11708799098,0.0452016503491201,False,stress
FRI,11:00,second_nearest_weekly,delta020,touch,add_short,stop_2x_credit,41,41,41,2155.914871351076,8764.215546425,0.6097560975609756,1.3401982226470983,-93290.5010205434,-22817.862587428,-25900.06939441033,1.0,19829.248780487804,35272.899999999994,94202.15000000002,5809.640274605899,88392.50972539409,0.0616720560476156,False,stress
MON,10:00,second_nearest_weekly,sigma1,touch,add_short,stop_2x_credit,43,43,43,2146.404571821375,5174.2610778925,0.7441860465116279,1.51804008054132,-84923.35658966548,-26069.359732615187,-29478.613496794656,1.0,17579.698837209307,37401.0,97739.35000000003,5443.953411680898,92295.39658831913,0.0556986864725506,False,stress
THU,11:00,second_nearest_weekly,delta020,ninety_pct,protective_next_strike,stop_2x_credit,39,39,39,2134.8310154764004,5578.037947185,0.6410256410256411,1.7325913292696653,-51732.61648994898,-13630.6121124265,-15713.555870152495,1.0,21209.32435897436,51601.06250000001,89470.1,6211.690396420402,83258.40960357961,0.0694275562050383,False,stress
THU,11:00,second_nearest_weekly,delta020,touch,add_short,no_stop,39,39,39,2134.458295488657,9218.2845093555,0.7948717948717948,1.2381840237721125,-206526.3360676515,-64905.060067015,-82007.16483509124,1.0,20722.832692307693,51601.06250000001,88763.10000000002,5519.226475942414,83243.87352405764,0.0621792893211527,False,stress
TUE,10:00,second_nearest_weekly,delta020,ninety_pct,add_short,stop_2x_credit,41,41,41,2130.472804130365,9558.886866574,0.6585365853658537,1.2658350337204578,-122361.958562216,-39759.102887867,-42337.49215980816,1.0,23492.225609756093,42423.87500000001,93514.0,6164.615030655003,87349.38496934499,0.065921840907832,False,stress
THU,10:00,second_nearest_weekly,delta020,touch,add_short,no_stop,39,39,39,2124.527498243257,9876.775208345,0.8461538461538461,1.220266518477364,-221585.7503883995,-69182.0753672467,-85672.390322908,1.0,21482.727243589743,51607.56249999998,88538.5,5681.927568512991,82856.572431487,0.064174653608464,False,stress
TUE,10:00,nearest_weekly,delta020,touch,protective_next_strike,stop_2x_credit,41,41,41,2099.2128573641367,2692.432433296999,0.5609756097560976,2.1226304553918145,-19884.312049145905,-10340.255018773,-12662.455609123332,1.0,16503.475914634146,35765.60000000001,91893.4,5825.6728480704,86067.72715192959,0.0633959876124988,False,stress
TUE,10:00,nearest_weekly,delta020,touch,protective_next_strike,no_stop,41,41,41,2093.397166736637,2692.432433296999,0.5609756097560976,2.116049220323501,-19884.312049145905,-10340.255018773,-12741.936714365833,1.0,16503.475914634146,35765.60000000001,91656.15,5826.866163797899,85829.28383620208,0.0635731062650776,False,stress
TUE,10:00,nearest_weekly,sigma1,touch,add_short,stop_2x_credit,41,41,41,2083.665518604956,3791.476389122,0.7073170731707317,1.642256624942676,-70345.21498695099,-16618.625833536,-17900.716524687832,1.0,15390.312804878042,32958.899999999994,90594.7,5164.4137371968,85430.28626280322,0.0570056939003804,False,stress
WED,10:00,second_nearest_weekly,delta020,ninety_pct,add_short,stop_2x_credit,42,42,42,2064.88346829041,9668.54749806725,0.6428571428571429,1.2865186697974038,-138881.682794224,-32716.802636130906,-37818.91935098233,1.0,22111.505654761902,41042.62500000001,92982.5,6257.394331802801,86725.10566819721,0.0672964733342596,False,stress
THU,10:00,second_nearest_weekly,delta020,touch,add_short,stop_2x_credit,39,39,39,2049.9188778360644,7806.917050621998,0.6923076923076923,1.2641155308274177,-163280.73080363148,-32637.779672569148,-59826.3174175475,1.0,21482.727243589743,51607.56249999998,85630.25,5683.413764393492,79946.83623560653,0.0663715657071361,False,stress
TUE,09:20,second_nearest_weekly,delta020,ninety_pct,protective_next_strike,no_stop,41,41,41,2036.6225494530888,1550.923936454,0.5853658536585366,1.951065500443276,-44024.90433534347,-8950.453425852993,-11462.727063258992,1.0,23651.161280487813,40197.625000000015,90208.10000000003,6706.5754724234,83501.52452757662,0.074345601696781,False,stress
TUE,09:20,second_nearest_weekly,delta020,ninety_pct,protective_next_strike,stop_2x_credit,41,41,41,2036.6225494530888,1550.923936454,0.5853658536585366,1.951065500443276,-44024.90433534347,-8950.453425852993,-11462.727063258992,1.0,23651.161280487813,40197.625000000015,90208.10000000003,6706.5754724234,83501.52452757662,0.074345601696781,False,stress
THU,09:20,second_nearest_weekly,delta020,touch,protective_next_strike,no_stop,39,39,39,2019.002446286416,4250.461725045,0.6410256410256411,1.6998367993740764,-68365.9328905504,-14850.877128804048,-16172.271367061005,1.0,21695.19423076923,51176.93749999998,84840.20000000003,6099.104594829797,78741.09540517021,0.0718893236323086,False,stress
TUE,09:20,second_nearest_weekly,sigma1,ninety_pct,protective_next_strike,no_stop,41,41,41,2018.2547192473287,4080.925735116,0.6097560975609756,1.934439624601293,-48947.1301491135,-10013.107542897,-10586.548697508666,1.0,22137.260670731703,59379.93750000002,88751.75000000001,6003.3065108594965,82748.44348914048,0.0676415564860354,False,stress
THU,09:20,nearest_weekly,delta020,ninety_pct,add_short,stop_2x_credit,39,39,39,2011.784280899525,5334.088413725,0.717948717948718,1.4754481147060836,-86330.3029119695,-21906.632817927297,-29825.75502651125,1.0,13612.08269230769,27081.43749999999,83571.75,5112.1630449185,78459.58695508148,0.0611709464611965,False,stress
THU,10:00,second_nearest_weekly,delta020,ninety_pct,add_short,no_stop,39,39,39,1983.5163321436924,9876.775208345,0.8205128205128205,1.2054361546136587,-212883.7581409955,-68545.64993198679,-86345.81139654174,1.0,21621.914743589743,51607.56249999998,83022.0,5664.863046395973,77357.136953604,0.0682332760761722,False,stress
TUE,11:00,second_nearest_weekly,sigma1,touch,add_short,stop_2x_credit,41,41,41,1982.3662677897228,6000.4836938925,0.7317073170731707,1.4031926384096551,-95728.74969855847,-24192.370449122493,-30200.491100638163,1.0,20754.039329268293,39754.00000000002,86690.10000000002,5413.083020621401,81277.01697937866,0.0624417669447999,False,stress
TUE,09:20,nearest_weekly,delta020,ninety_pct,protective_next_strike,no_stop,41,41,41,1976.1198046876368,665.4315461975009,0.5853658536585366,2.145320540945316,-21282.47826130549,-7910.871203031002,-12377.274359807165,1.0,16983.870121951222,35560.850000000006,87034.85,6013.938007806904,81020.9119921931,0.069098045298026,False,stress
TUE,09:20,nearest_weekly,delta020,ninety_pct,protective_next_strike,stop_2x_credit,41,41,41,1976.1198046876368,665.4315461975009,0.5853658536585366,2.145320540945316,-21282.47826130549,-7910.871203031002,-12377.274359807165,1.0,16983.870121951222,35560.850000000006,87034.85,6013.938007806904,81020.9119921931,0.069098045298026,False,stress
WED,10:00,nearest_weekly,sigma1,ninety_pct,add_short,stop_2x_credit,42,42,42,1974.3313751413975,3029.951837778,0.6904761904761905,1.5844540849352693,-56042.60241907649,-13861.398857718392,-21082.39131838783,1.0,14060.77529761905,35929.56249999999,88080.55,5158.632244061301,82921.91775593869,0.058567211990176,False,stress
FRI,10:00,second_nearest_weekly,sigma1,touch,protective_next_strike,no_stop,41,41,41,1966.8851467251363,3462.935235535,0.6585365853658537,1.838914198551168,-43508.45684591799,-11494.4336364885,-14502.818948639331,1.0,17747.299085365856,32641.04999999998,85977.6,5335.308984269399,80642.2910157306,0.062054639630199,False,stress
TUE,09:20,second_nearest_weekly,sigma1,ninety_pct,protective_next_strike,stop_2x_credit,41,41,41,1940.751182503732,4080.925735116,0.6097560975609756,1.86742941353152,-48947.1301491135,-10013.107542897,-11645.763699671166,1.0,22137.260670731703,59379.93750000002,85613.00000000001,6042.201517346997,79570.79848265299,0.0705757480446543,False,stress
WED,11:00,nearest_weekly,sigma1,touch,add_short,stop_2x_credit,42,42,42,1914.1876709382736,3032.92424929225,0.6904761904761905,1.5964084089920192,-55441.45515688699,-13977.724062069274,-22643.67645520183,1.0,13728.61279761905,35755.68749999998,85467.75,5071.867820592496,80395.88217940749,0.0593424750340625,False,stress
MON,09:20,second_nearest_weekly,sigma1,ninety_pct,add_short,stop_2x_credit,43,43,43,1907.4998157540729,5380.925803298,0.6976744186046512,1.39227674142661,-84132.08573405088,-26137.522826397097,-28815.058427778,1.0,18553.425,36880.18749999999,87870.85000000003,5848.357922574897,82022.49207742512,0.066556291677785,False,stress
THU,11:00,second_nearest_weekly,delta020,ninety_pct,add_short,no_stop,39,39,39,1907.1876673046536,9207.2981287,0.7948717948717948,1.208824665016356,-208363.24342019449,-66750.1099527226,-82756.85287369075,1.0,21209.32435897436,51601.06250000001,79987.75000000001,5607.430975118515,74380.31902488151,0.0701036218060704,False,stress
THU,09:20,nearest_weekly,delta020,touch,add_short,stop_2x_credit,39,39,39,1903.9675342558717,4354.165792435,0.717948717948718,1.4600943061842069,-88750.39027626147,-21906.632817927297,-29067.9534810005,1.0,13373.380448717948,27081.43749999999,79291.0,5036.266164020994,74254.73383597902,0.0635162397248236,False,stress
WED,10:00,nearest_weekly,sigma1,touch,add_short,stop_2x_credit,42,42,42,1903.6883817713144,3122.2976484992505,0.7142857142857143,1.6058620478922885,-53461.406963842,-16123.305857731126,-21440.52643695417,1.0,13658.307738095242,28856.74999999999,84969.0,5014.087965604804,79954.9120343952,0.0590107917664654,False,stress
THU,09:20,nearest_weekly,delta020,ninety_pct,add_short,no_stop,39,39,39,1884.7090531445504,6010.214969661,0.7948717948717948,1.3065844173097512,-87024.1616383145,-49949.0350532761,-53929.80414470575,1.0,13612.08269230769,27081.43749999999,78618.25,5114.5969273625005,73503.65307263748,0.0650561024617375,False,stress
TUE,10:00,second_nearest_weekly,delta020,ninety_pct,protective_next_strike,no_stop,41,41,41,1879.3300088976223,1143.8872421475,0.5853658536585366,1.9284497689233264,-47443.14729322549,-9706.284784863004,-10560.894647584328,1.0,23492.225609756093,42423.87500000001,83730.25000000003,6677.719635197504,77052.53036480251,0.0797527731637908,False,stress
TUE,10:00,second_nearest_weekly,delta020,ninety_pct,protective_next_strike,stop_2x_credit,41,41,41,1879.3300088976223,1143.8872421475,0.5853658536585366,1.9284497689233264,-47443.14729322549,-9706.284784863004,-10560.894647584328,1.0,23492.225609756093,42423.87500000001,83730.25000000003,6677.719635197504,77052.53036480251,0.0797527731637908,False,stress
FRI,09:20,second_nearest_weekly,sigma1,ninety_pct,add_short,stop_2x_credit,41,41,41,1862.3436690584344,4668.72718573,0.6585365853658537,1.4358426224407232,-67532.73854883,-16060.134993648491,-19732.589612585496,1.0,18398.45152439025,36222.54999999999,81615.70000000001,5259.609568604202,76356.0904313958,0.0644436005401436,False,stress
THU,09:20,second_nearest_weekly,delta020,touch,protective_next_strike,stop_2x_credit,39,39,39,1860.9990972315825,4250.461725045,0.6410256410256411,1.611574235642964,-74528.06350368887,-15210.370565256202,-21558.444890915496,1.0,21695.19423076923,51176.93749999998,78798.45000000004,6219.485207968297,72578.96479203172,0.0789290297965035,False,stress
WED,09:20,nearest_weekly,sigma2,ninety_pct,add_short,no_stop,42,42,42,1822.3869052996424,822.80496666775,1.0,inf,0.0,357.9652421912,304.0847544101667,1.0,15910.2875,30876.299999999985,80774.0,4233.749977415,76540.250022585,0.0524147618963404,False,stress
THU,11:00,second_nearest_weekly,delta020,touch,protective_next_strike,no_stop,39,39,39,1820.968940985222,5672.864076353,0.6153846153846154,1.5642344476597454,-64945.79153565747,-13934.766693918942,-17138.434079546743,1.0,20722.832692307693,51601.06250000001,77002.60000000003,5984.811301576399,71017.78869842364,0.0777221977124979,False,stress
THU,09:20,nearest_weekly,delta020,touch,add_short,no_stop,39,39,39,1815.826502557398,6010.214969661,0.7948717948717948,1.3013057868783415,-83833.930720811,-48409.4623872694,-52789.1988033465,1.0,13373.380448717948,27081.43749999999,75855.25,5038.016400261494,70817.23359973852,0.0664161860947197,False,stress
WED,09:20,nearest_weekly,sigma1,touch,add_short,stop_2x_credit,42,42,42,1807.7137861587173,3178.3348919725,0.6904761904761905,1.598741069467987,-31549.450737184503,-13338.66143318082,-14242.64367511816,1.0,13718.036904761906,28159.625000000025,81049.85000000003,5125.870981333901,75923.97901866611,0.0632434357538465,False,stress
WED,10:00,nearest_weekly,sigma2,ninety_pct,add_short,no_stop,42,42,42,1802.4383403315264,799.35316509375,1.0,inf,0.0,411.57010939712495,290.2945553055,1.0,15886.611904761903,30637.100000000013,79911.35,4208.9397060759,75702.41029392411,0.0526701113931362,False,stress
FRI,10:00,second_nearest_weekly,sigma1,touch,protective_next_strike,stop_2x_credit,41,41,41,1735.1114504986851,3462.935235535,0.6341463414634146,1.6937375762241134,-42639.0085167075,-11494.4336364885,-14213.0028389025,1.0,17747.299085365856,32641.04999999998,76529.84999999999,5390.280529553897,71139.5694704461,0.0704337004391606,False,stress
WED,09:20,nearest_weekly,sigma2,touch,add_short,no_stop,42,42,42,1730.6494512973095,768.2757027915,1.0,inf,0.0,287.3215076577501,267.3896832875,1.0,15682.013690476191,30876.299999999985,76844.5,4157.223045513,72687.27695448701,0.054099161885535,False,stress
THU,10:00,second_nearest_weekly,delta020,ninety_pct,protective_next_strike,no_stop,39,39,39,1729.1561288328487,4097.146323615,0.6153846153846154,1.5730552185058555,-76625.16512332538,-14610.930004051,-16458.126251051002,1.0,21621.914743589743,51607.56249999998,73629.85,6192.760975518901,67437.08902448112,0.0841066629297615,False,stress
MON,10:00,nearest_weekly,delta020,touch,protective_next_strike,no_stop,43,43,43,1714.385673269175,1224.592015279,0.6046511627906976,2.6695605676805942,-16716.528205175993,-3711.94837084835,-6053.5998473314985,1.0,12108.89796511628,31271.500000000004,80047.25000000001,6328.6660494254975,73718.58395057452,0.0790616298426928,False,stress
MON,10:00,nearest_weekly,delta020,touch,protective_next_strike,stop_2x_credit,43,43,43,1714.385673269175,1224.592015279,0.6046511627906976,2.6695605676805942,-16716.528205175993,-3711.94837084835,-6053.5998473314985,1.0,12108.89796511628,31271.500000000004,80047.25000000001,6328.6660494254975,73718.58395057452,0.0790616298426928,False,stress
FRI,11:00,second_nearest_weekly,sigma1,touch,protective_next_strike,no_stop,41,41,41,1713.9189300676758,3425.48828056,0.6097560975609756,1.683833710130244,-51525.83496923381,-10518.2400326615,-14343.964685875166,1.0,17740.333841463416,32334.89999999999,75591.45,5320.773867225303,70270.67613277468,0.0703885673211097,False,stress
THU,11:00,second_nearest_weekly,delta020,touch,add_short,stop_2x_credit,39,39,39,1711.1129699319777,8203.712763865,0.6923076923076923,1.2283297787764949,-111811.19235478649,-28448.96767935654,-57543.65543155024,1.0,20722.832692307693,51601.06250000001,72259.85000000003,5526.444172652895,66733.40582734716,0.0764801500785414,False,stress
FRI,09:20,second_nearest_weekly,sigma1,ninety_pct,protective_next_strike,no_stop,41,41,41,1709.9952483832706,3561.7086448875,0.5853658536585366,1.741542767912316,-54569.18807959051,-10287.091788516502,-13166.251849967335,1.0,18398.45152439025,36222.54999999999,75610.65,5500.844816285897,70109.8051837141,0.0727522487412275,False,stress
MON,09:20,nearest_weekly,sigma1,ninety_pct,protective_next_strike,no_stop,43,43,43,1704.0352645778144,2440.6194217075,0.6744186046511628,3.1235691258695564,-12643.339562860998,-3865.8160820637,-5584.637714089668,1.0,11192.023546511622,25663.624999999996,79178.50000000001,5904.983623153998,73273.51637684599,0.0745781193525262,False,stress
MON,11:00,nearest_weekly,delta020,ninety_pct,protective_next_strike,no_stop,43,43,43,1686.0210841915425,676.003660731,0.6046511627906976,3.0758302657793224,-16603.230681477387,-2840.32853827425,-5033.321505842666,1.0,11909.855232558142,30122.95000000002,79006.85,6507.943379763699,72498.90662023632,0.0823718877510456,False,stress
MON,11:00,nearest_weekly,delta020,ninety_pct,protective_next_strike,stop_2x_credit,43,43,43,1686.0210841915425,676.003660731,0.6046511627906976,3.0758302657793224,-16603.230681477387,-2840.32853827425,-5033.321505842666,1.0,11909.855232558142,30122.95000000002,79006.85,6507.943379763699,72498.90662023632,0.0823718877510456,False,stress
