entry_day,entry_time,expiry_choice,strike_method,trigger,action,risk,trades,weeks_completed,eligible_weeks,mean_weekly_net,median_weekly_net,profitable_week_rate,profit_factor,max_drawdown,weekly_q05,weekly_es05,execution_coverage,avg_capital_proxy,peak_capital_proxy,gross_pnl,costs,net_pnl,cost_share,gate,regime,fold,stage
WED,09:20,second_nearest_weekly,delta020,touch,add_short,no_stop,8,8,8,15194.857325315314,14069.33318527375,1.0,inf,0.0,8046.787581365998,7853.546748489999,1.0,23070.67343750001,26430.95000000002,122729.75,1170.8913974775023,121558.8586025225,0.0095404039972174,False,stress,3,oos
WED,09:20,second_nearest_weekly,delta020,ninety_pct,add_short,no_stop,8,8,8,14420.815431895877,14069.33318527375,1.0,inf,0.0,5619.037588668749,4415.840348764998,1.0,23070.67343750001,26430.95000000002,116525.5,1158.9765448330008,115366.523455167,0.0099461194745613,False,stress,3,oos
TUE,09:20,second_nearest_weekly,delta020,touch,add_short,no_stop,8,8,8,14116.733388147251,13613.585103449,1.0,inf,0.0,9100.581143640498,8960.346132654498,1.0,22801.390625000007,27526.20000000002,114049.0,1115.1328948220016,112933.867105178,0.0097776648179466,False,stress,3,oos
TUE,09:20,second_nearest_weekly,delta020,touch,add_short,stop_2x_credit,8,8,8,14116.733388147251,13613.585103449,1.0,inf,0.0,9100.581143640498,8960.346132654498,1.0,22801.390625000007,27526.20000000002,114049.0,1115.1328948220016,112933.867105178,0.0097776648179466,False,stress,3,oos
WED,10:00,second_nearest_weekly,delta020,ninety_pct,add_short,no_stop,8,8,8,13813.834811156688,14474.321490079998,1.0,inf,0.0,6079.01004092215,3978.171259478999,1.0,22536.39375,27407.899999999998,111660.25,1149.5715107465044,110510.67848925348,0.0102952618388952,False,stress,3,oos
WED,10:00,second_nearest_weekly,delta020,ninety_pct,add_short,stop_2x_credit,8,8,8,13813.834811156688,14474.321490079998,1.0,inf,0.0,6079.01004092215,3978.171259478999,1.0,22536.39375,27407.899999999998,111660.25,1149.5715107465044,110510.67848925348,0.0102952618388952,False,stress,3,oos
TUE,10:00,second_nearest_weekly,delta020,touch,add_short,no_stop,8,8,8,13813.402447564937,13503.297311406,0.875,498.7036897932273,-222.03415776650215,3201.288200752674,-222.0341577665018,1.0,22547.3421875,26604.5,111621.25,1114.0304194805026,110507.2195805195,0.0099804510295351,False,stress,3,oos
TUE,09:20,second_nearest_weekly,delta020,ninety_pct,add_short,no_stop,8,8,8,13570.971005463874,13613.585103449,1.0,inf,0.0,6517.738366751124,4986.741860516998,1.0,22801.390625000007,27526.20000000002,109674.5,1106.7319562890016,108567.768043711,0.010091059966437,False,stress,3,oos
TUE,10:00,second_nearest_weekly,delta020,ninety_pct,add_short,no_stop,8,8,8,13281.831508710624,13503.297311406,0.875,75.03474197078467,-1435.1998702394994,2412.730487645225,-1435.1998702395,1.0,22547.3421875,26604.5,107360.5,1105.847930315002,106254.652069685,0.0103003239582062,False,stress,3,oos
WED,09:20,second_nearest_weekly,sigma1,ninety_pct,add_short,no_stop,8,8,8,12967.187265938188,12639.97600771775,1.0,inf,0.0,10356.84878272865,10311.438859338,1.0,21747.98437500001,24763.70000000002,104789.75,1052.2518724944985,103737.49812750547,0.01004155342001,False,stress,3,oos
