entry_day,entry_time,expiry_choice,strike_method,trigger,action,risk,trades,weeks_completed,eligible_weeks,mean_weekly_net,median_weekly_net,profitable_week_rate,profit_factor,max_drawdown,weekly_q05,weekly_es05,execution_coverage,avg_capital_proxy,peak_capital_proxy,gross_pnl,costs,net_pnl,cost_share,gate,regime,fold,stage
TUE,10:00,second_nearest_weekly,delta020,touch,add_short,no_stop,20,20,20,9713.8910964335,13448.08265961575,0.9,3.199716446728491,-67380.3886497485,-23261.16019112692,-67380.3886497485,1.0,19701.176875,27407.8125,197007.5,2729.6780713300004,194277.82192867,0.013855706363108,True,stress,1,train
TUE,09:20,second_nearest_weekly,delta020,touch,add_short,stop_2x_credit,20,20,20,9702.28542124058,11222.077495344249,0.8,4.570382060398293,-38902.784495915,-16363.902717986502,-22881.93617014749,1.0,20021.5125,31952.81250000003,196750.6,2704.891575188403,194045.7084248116,0.0137478186861356,True,stress,1,train
TUE,11:00,second_nearest_weekly,delta020,touch,add_short,no_stop,20,20,20,9661.305166584554,12388.137137715548,0.9,3.3245288490823857,-61257.066294891,-23837.244332595048,-61257.066294891,1.0,19358.791875000003,26639.999999999985,195918.35,2692.246668308904,193226.10333169103,0.0137416769195376,True,stress,1,train
TUE,09:20,second_nearest_weekly,delta020,touch,add_short,no_stop,20,20,20,9205.11451006928,12910.643961814549,0.85,2.965651660982976,-54410.30913815799,-36815.70838936503,-54410.309138158,1.0,20021.5125,31952.81250000003,186811.6,2709.309798614407,184102.2902013856,0.01450289917015,True,stress,1,train
TUE,09:20,second_nearest_weekly,delta020,ninety_pct,add_short,no_stop,20,20,20,8698.459892321154,13341.5520552238,0.85,2.8187133342496904,-55922.66682641499,-38613.13726352838,-55922.666826415,1.0,20211.928125,31952.81250000003,176687.85,2718.6521535769034,173969.19784642308,0.0153867521370422,True,stress,1,train
TUE,11:00,second_nearest_weekly,delta020,ninety_pct,add_short,no_stop,20,20,20,8684.034507356326,11609.565014512,0.9,3.0503493135790607,-61653.00543215999,-24984.756338530624,-61653.00543216,1.0,19358.791875000003,26639.999999999985,176345.25,2664.5598528735,173680.69014712644,0.015109904309152,True,stress,1,train
TUE,10:00,second_nearest_weekly,delta020,ninety_pct,add_short,no_stop,20,20,20,8577.9501995852,12687.0357113405,0.9,2.9149148021849176,-67464.76912162549,-24393.094263792897,-67464.7691216255,1.0,19701.176875,27407.8125,174256.5,2697.4960082960024,171559.00399170403,0.0154800309216356,True,stress,1,train
TUE,09:20,second_nearest_weekly,delta020,ninety_pct,add_short,stop_2x_credit,20,20,20,7805.187979025903,11222.077495344249,0.75,3.3152617275416176,-38186.59355702,-15683.521326036253,-22881.93617014749,1.0,20211.928125,31952.81250000003,158830.35,2726.5904194819022,156103.75958051812,0.0171666839459958,True,stress,1,train
TUE,10:00,second_nearest_weekly,delta020,touch,add_short,stop_2x_credit,20,20,20,7529.908173154824,9984.318958678748,0.8,2.9606504067268866,-64047.688956705,-19045.82225668225,-28467.9073992475,1.0,19701.176875,27407.8125,153347.25,2749.086536903501,150598.1634630965,0.0179271981525818,True,stress,1,train
FRI,09:20,second_nearest_weekly,delta020,ninety_pct,add_short,no_stop,20,20,20,7255.964836179429,10047.14788495125,0.85,3.6492322917211664,-30625.823707483505,-23053.45107684907,-24152.044272265,1.0,16598.385625000003,23899.68750000003,147752.1,2632.803276411403,145119.29672358857,0.0178190582496722,True,stress,1,train
FRI,11:00,second_nearest_weekly,delta020,touch,add_short,no_stop,20,20,20,7184.125071063399,10165.9366903075,0.8,4.448573799518124,-17912.33898143249,-11711.0238933069,-15454.1245175425,1.0,16277.755,22357.50000000003,146210.5,2527.9985787319984,143682.50142126798,0.0172901301803358,True,stress,1,train
FRI,10:00,second_nearest_weekly,delta020,ninety_pct,add_short,no_stop,20,20,20,7177.23710471798,10167.440378094,0.85,3.7083213207199313,-35191.83264074588,-18044.66435471865,-22512.065370442997,1.0,17080.123750000006,28875.93749999998,146174.6,2629.857905640404,143544.7420943596,0.0179912098657386,True,stress,1,train
FRI,11:00,second_nearest_weekly,delta020,ninety_pct,add_short,no_stop,20,20,20,7118.016241375206,10951.3325251225,0.8,4.1332479944815805,-19230.62158437239,-13047.086310468932,-17128.003404925,1.0,16658.351875,24128.43749999997,144933.85,2573.525172495899,142360.32482750408,0.0177565501261154,True,stress,1,train
FRI,09:20,second_nearest_weekly,delta020,touch,add_short,no_stop,20,20,20,7033.938714154059,9716.87079124875,0.85,3.703476326674114,-29071.275783288,-22257.228955533967,-22964.9757995575,1.0,16067.38,22920.00000000003,143234.2,2555.4257169188013,140678.77428308118,0.0178408907713297,True,stress,1,train
FRI,10:00,second_nearest_weekly,delta020,touch,add_short,no_stop,20,20,20,6887.06277388045,9206.693871915,0.85,3.7977107774096863,-33097.89877709048,-16415.6968486695,-21736.41410972749,1.0,16653.570625000004,24536.24999999997,140315.5,2574.2445223909995,137741.255477609,0.0183461165900488,True,stress,1,train
TUE,09:20,second_nearest_weekly,sigma1,ninety_pct,add_short,no_stop,20,20,20,6536.652280585156,8085.76182719875,0.9,2.966778728874185,-40547.357180186,-26654.48883946268,-40547.357180186,1.0,18351.28875,28839.37499999997,133241.85,2508.804388296901,130733.04561170311,0.0188289519268675,True,stress,1,train
TUE,10:00,second_nearest_weekly,sigma1,touch,add_short,no_stop,20,20,20,6097.953880602824,7374.26968267375,0.9,3.1082064811406878,-49370.8908869335,-10523.397493152172,-49370.8908869335,1.0,17690.32,23850.0,124368.75,2409.672387943498,121959.07761205646,0.0193752239846705,True,stress,1,train
TUE,10:00,second_nearest_weekly,sigma1,ninety_pct,add_short,no_stop,20,20,20,6097.819258164875,7374.26968267375,0.9,2.972676335196092,-51220.77046269851,-12632.971701668796,-51220.7704626985,1.0,17870.769999999997,23850.0,124389.75,2433.364836702496,121956.38516329744,0.0195624224399719,True,stress,1,train
FRI,11:00,second_nearest_weekly,sigma1,touch,add_short,no_stop,20,20,20,5891.22963642403,7048.4811743912505,0.85,26.304254869736376,-3246.4303637643898,-1516.9516963113208,-1741.2857214053995,1.0,14874.881874999992,19190.249999999975,120112.1,2287.5072715194024,117824.59272848062,0.0190447696070537,True,stress,1,train
TUE,11:00,second_nearest_weekly,sigma1,ninety_pct,add_short,no_stop,20,20,20,5795.461561250051,7430.44011513625,0.9,2.908582484723424,-42838.611531923,-19139.2557986904,-42838.611531923,1.0,17708.461875,25461.56250000002,118312.0,2402.768774998998,115909.231225001,0.0203087495351189,True,stress,1,train
TUE,11:00,second_nearest_weekly,sigma1,touch,add_short,no_stop,20,20,20,5769.350861177854,7430.44011513625,0.9,3.0084482669590487,-41232.7862440484,-17468.77959128329,-41232.7862440484,1.0,17522.28375,25461.56250000002,117765.35,2378.332776442898,115387.0172235571,0.0201955225067721,True,stress,1,train
TUE,10:00,second_nearest_weekly,delta020,ninety_pct,add_short,stop_2x_credit,20,20,20,5688.091129786149,9775.8910732875,0.75,2.35781010922966,-55837.553642415005,-18522.18863968788,-21704.5122807925,1.0,19701.176875,27407.8125,116485.0,2723.177404277003,113761.822595723,0.023377923374486,True,stress,1,train
TUE,11:00,second_nearest_weekly,delta020,touch,add_short,stop_2x_credit,20,20,20,5679.635965717955,9080.108185021749,0.75,2.1910095913556376,-67383.765471345,-19349.542357925875,-35467.2492120025,1.0,19358.791875000003,26639.999999999985,116320.35,2727.630685640899,113592.71931435908,0.0234492991608166,True,stress,1,train
FRI,11:00,second_nearest_weekly,sigma1,ninety_pct,add_short,no_stop,20,20,20,5668.871952270855,7048.4811743912505,0.8,14.328530143719838,-4301.186262226896,-2864.9130567037546,-4173.470356585,1.0,15023.634999999991,19190.249999999975,115682.35,2304.910954582901,113377.43904541712,0.0199244824693041,True,stress,1,train
FRI,10:00,second_nearest_weekly,sigma1,touch,add_short,no_stop,20,20,20,5625.79229103775,6836.9058787825,0.85,6.749457990517401,-9856.840520769998,-8155.976560874949,-9856.84052077,1.0,14811.404375000002,19056.75000000001,114814.0,2298.154179245,112515.84582075504,0.0200163236124949,True,stress,1,train
