entry_day,entry_time,expiry_choice,strike_method,trigger,action,risk,trades,weeks_completed,eligible_weeks,mean_weekly_net,median_weekly_net,profitable_week_rate,profit_factor,max_drawdown,weekly_q05,weekly_es05,execution_coverage,avg_capital_proxy,peak_capital_proxy,gross_pnl,costs,net_pnl,cost_share,gate,regime
THU,10:00,second_nearest_weekly,delta020,ninety_pct,protective_next_strike,stop_2x_credit,39,39,39,1703.909359096234,4187.102673615,0.6153846153846154,1.5522905033642809,-79620.80878916988,-14532.985384051,-20522.144744634745,1.0,21621.914743589743,51607.56249999998,72724.85000000002,6272.3849952469,66452.46500475312,0.0862481668267022,False,base
WED,10:00,second_nearest_weekly,sigma1,ninety_pct,add_short,stop_2x_credit,42,42,42,1699.2335651537016,6030.81209920175,0.6904761904761905,1.330685955074686,-147941.2382051505,-25505.05398786212,-33251.679609101506,1.0,20298.93660714286,36116.43749999999,76905.74999999999,5537.940263544503,71367.8097364555,0.0720094435532389,False,base
FRI,11:00,second_nearest_weekly,delta020,touch,protective_next_strike,no_stop,41,41,41,1698.573279048146,1218.2154628799994,0.5609756097560976,1.5794925133883224,-57852.42509766451,-10297.891415946,-13270.762795252833,1.0,19829.248780487804,35272.899999999994,75758.99999999999,6117.495559026,69641.504440974,0.0807494232899853,False,base
FRI,11:00,second_nearest_weekly,delta020,touch,protective_next_strike,stop_2x_credit,41,41,41,1698.573279048146,1218.2154628799994,0.5609756097560976,1.5794925133883224,-57852.42509766451,-10297.891415946,-13270.762795252833,1.0,19829.248780487804,35272.899999999994,75758.99999999999,6117.495559026,69641.504440974,0.0807494232899853,False,base
FRI,10:00,second_nearest_weekly,sigma1,ninety_pct,protective_next_strike,no_stop,41,41,41,1693.4148354239292,3260.770479205,0.5853658536585366,1.77443942307348,-40971.6398622494,-8538.925752296,-11883.295719665164,1.0,18210.63506097561,32641.04999999998,75008.85,5578.841747618904,69430.0082523811,0.0743757802928441,False,base
MON,09:20,nearest_weekly,sigma1,touch,protective_next_strike,stop_2x_credit,43,43,43,1673.6584754237904,2404.499708955,0.7209302325581395,2.954424421927815,-13662.854723900493,-4429.983245561998,-6508.969014579666,1.0,11156.659011627902,25663.624999999996,77837.5,5870.185556777,71967.314443223,0.0754159056595728,False,base
MON,09:20,second_nearest_weekly,delta020,ninety_pct,protective_next_strike,no_stop,43,43,43,1658.401375193372,1150.9912728755,0.5813953488372093,1.7695439318449229,-36579.762620916,-14188.782842360197,-17790.98268487983,1.0,20830.54418604651,45274.12499999997,78252.0,6940.740866684998,71311.259133315,0.088697296767942,False,base
MON,09:20,second_nearest_weekly,delta020,ninety_pct,protective_next_strike,stop_2x_credit,43,43,43,1658.401375193372,1150.9912728755,0.5813953488372093,1.7695439318449229,-36579.762620916,-14188.782842360197,-17790.98268487983,1.0,20830.54418604651,45274.12499999997,78252.0,6940.740866684998,71311.259133315,0.088697296767942,False,base
FRI,09:20,second_nearest_weekly,sigma1,touch,protective_next_strike,no_stop,41,41,41,1655.4407750578805,3728.8643878975,0.6097560975609756,1.6161145468027236,-59495.07655371649,-12335.5868625835,-14891.9449432235,1.0,18033.04817073171,36222.54999999999,73240.15,5367.0782226269,67873.0717773731,0.0732805465666973,False,base
THU,10:00,second_nearest_weekly,delta020,touch,protective_next_strike,stop_2x_credit,39,39,39,1645.0251471852082,3756.245577434999,0.5897435897435898,1.536999164851102,-74723.09573360738,-14718.56636596785,-16649.93020086575,1.0,21482.727243589743,51607.56249999998,70401.85000000002,6245.8692597769,64155.98074022312,0.088717402451454,False,base
WED,09:20,second_nearest_weekly,delta020,touch,protective_next_strike,no_stop,42,42,42,1642.0725428021185,1298.560693396999,0.5476190476190477,1.5424709049537089,-69608.47495324853,-12763.260181227655,-14321.58103829884,1.0,23146.07410714286,75467.43750000003,75677.99999999997,6710.953202310998,68967.04679768899,0.0886777293574222,False,base
MON,10:00,second_nearest_weekly,sigma1,touch,protective_next_strike,stop_2x_credit,43,43,43,1623.7987950718627,4009.71655021,0.7441860465116279,1.6006975287837235,-53432.511124651406,-16414.603585332,-21144.26348672484,1.0,17579.698837209307,37401.0,75627.84999999999,5804.501811909898,69823.34818809011,0.076750850538656,False,base
TUE,11:00,second_nearest_weekly,delta020,ninety_pct,protective_next_strike,no_stop,41,41,41,1620.999730142365,1254.856337549,0.5853658536585366,1.720418826440473,-58897.14102536453,-10609.8436168375,-12647.09937773717,1.0,23417.41341463415,63362.00000000001,73143.99999999997,6683.011064162995,66460.98893583695,0.0913678642699742,False,base
TUE,11:00,second_nearest_weekly,delta020,ninety_pct,protective_next_strike,stop_2x_credit,41,41,41,1620.999730142365,1254.856337549,0.5853658536585366,1.720418826440473,-58897.14102536453,-10609.8436168375,-12647.09937773717,1.0,23417.41341463415,63362.00000000001,73143.99999999997,6683.011064162995,66460.98893583695,0.0913678642699742,False,base
FRI,09:20,nearest_weekly,delta020,touch,add_short,stop_2x_credit,41,41,41,1617.040475345549,3047.3298073525,0.7073170731707317,1.4197987999460733,-84153.395245845,-21513.86965581,-25176.332966277,1.0,12186.922865853658,40955.68749999998,71534.25,5235.590510832497,66298.65948916752,0.073189982572439,False,base
WED,09:20,second_nearest_weekly,delta020,touch,protective_next_strike,stop_2x_credit,42,42,42,1603.6233122227732,1298.560693396999,0.5476190476190477,1.52312419674072,-71223.34263758104,-12763.260181227655,-14859.870266409676,1.0,23146.07410714286,75467.43750000003,74121.24999999997,6769.070886643499,67352.17911335647,0.0913242948094305,False,base
