trade_date,expiry,spot_0930,atm,lot_size,entry_time,exit_time,gross_pnl_raw,slippage_cost,transaction_costs,total_costs,gross_pnl,net_pnl,legs,week
2021-07-15,2021-07-15,15886.5,15900,50,2021-07-15 09:30:00,2021-07-15 15:10:00,-340.0,79.99999999999999,141.9075437,221.90754369999996,-420.0,-561.9075437,"[{""side"":""CE"",""strike"":16100,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":0.95,""exit_price_raw"":0.1,""entry_price_exec"":1.15,""exit_price_exec"":0.0,""raw_pnl"":-85.0,""execution_pnl"":-114.99999999999999,""slippage_cost"":29.999999999999986,""transaction_costs"":47.25112141},{""side"":""PE"",""strike"":15700,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":3.35,""exit_price_raw"":0.1,""entry_price_exec"":3.5500000000000003,""exit_price_exec"":0.0,""raw_pnl"":-325.0,""execution_pnl"":-355.0,""slippage_cost"":30.0,""transaction_costs"":47.35780957},{""side"":""PE"",""strike"":15500,""action"":""SELL"",""qty_lots"":1,""quantity"":50,""entry_price_raw"":1.5,""exit_price_raw"":0.1,""entry_price_exec"":1.3,""exit_price_exec"":0.30000000000000004,""raw_pnl"":70.0,""execution_pnl"":50.0,""slippage_cost"":20.0,""transaction_costs"":47.298612719999994}]",2021-07-12/2021-07-18
2021-07-16,2021-07-22,15957.8,15950,50,2021-07-16 09:30:00,2021-07-16 15:10:00,-997.5000000000002,99.99999999999963,148.441240955,248.44124095499964,-1097.4999999999998,-1245.9412409549998,"[{""side"":""CE"",""strike"":16150,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":18.25,""exit_price_raw"":10.2,""entry_price_exec"":18.45,""exit_price_exec"":10.0,""raw_pnl"":-805.0000000000001,""execution_pnl"":-844.9999999999999,""slippage_cost"":39.99999999999977,""transaction_costs"":49.43469923},{""side"":""PE"",""strike"":15750,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":23.35,""exit_price_raw"":20.3,""entry_price_exec"":23.55,""exit_price_exec"":20.1,""raw_pnl"":-305.00000000000006,""execution_pnl"":-344.99999999999994,""slippage_cost"":39.999999999999886,""transaction_costs"":51.09009091},{""side"":""PE"",""strike"":15550,""action"":""SELL"",""qty_lots"":1,""quantity"":50,""entry_price_raw"":8.35,""exit_price_raw"":6.1,""entry_price_exec"":8.15,""exit_price_exec"":6.3,""raw_pnl"":112.5,""execution_pnl"":92.50000000000003,""slippage_cost"":19.99999999999997,""transaction_costs"":47.916450815000005}]",2021-07-12/2021-07-18
2021-07-19,2021-07-22,15826.5,15850,50,2021-07-19 09:30:00,2021-07-19 15:10:00,297.5000000000001,99.99999999999984,148.413994485,248.41399448499982,197.50000000000028,49.086005515000295,"[{""side"":""CE"",""strike"":16050,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":10.4,""exit_price_raw"":6.15,""entry_price_exec"":10.6,""exit_price_exec"":5.95,""raw_pnl"":-425.0,""execution_pnl"":-464.99999999999994,""slippage_cost"":39.99999999999994,""transaction_costs"":48.51285376999999},{""side"":""PE"",""strike"":15650,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":21.45,""exit_price_raw"":27.8,""entry_price_exec"":21.65,""exit_price_exec"":27.6,""raw_pnl"":635.0000000000001,""execution_pnl"":595.0000000000002,""slippage_cost"":39.999999999999886,""transaction_costs"":52.06652995},{""side"":""PE"",""strike"":15450,""action"":""SELL"",""qty_lots"":1,""quantity"":50,""entry_price_raw"":7.35,""exit_price_raw"":5.6,""entry_price_exec"":7.1499999999999995,""exit_price_exec"":5.8,""raw_pnl"":87.5,""execution_pnl"":67.49999999999999,""slippage_cost"":20.000000000000014,""transaction_costs"":47.834610765}]",2021-07-19/2021-07-25
2021-07-20,2021-07-22,15692.25,15700,50,2021-07-20 09:30:00,2021-07-20 15:10:00,-405.00000000000006,99.99999999999982,145.17545974,245.17545973999984,-504.9999999999999,-650.17545974,"[{""side"":""CE"",""strike"":15900,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":9.1,""exit_price_raw"":5.1,""entry_price_exec"":9.299999999999999,""exit_price_exec"":4.8999999999999995,""raw_pnl"":-400.0,""execution_pnl"":-439.99999999999994,""slippage_cost"":39.99999999999994,""transaction_costs"":48.30653828},{""side"":""PE"",""strike"":15500,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":11.75,""exit_price_raw"":11.45,""entry_price_exec"":11.95,""exit_price_exec"":11.25,""raw_pnl"":-30.00000000000007,""execution_pnl"":-69.99999999999993,""slippage_cost"":39.99999999999986,""transaction_costs"":49.32256888},{""side"":""PE"",""strike"":15300,""action"":""SELL"",""qty_lots"":1,""quantity"":50,""entry_price_raw"":3.95,""exit_price_raw"":3.45,""entry_price_exec"":3.75,""exit_price_exec"":3.6500000000000004,""raw_pnl"":25.0,""execution_pnl"":4.999999999999982,""slippage_cost"":20.000000000000018,""transaction_costs"":47.546352580000004}]",2021-07-19/2021-07-25
2021-07-22,2021-07-22,15757.4,15750,50,2021-07-22 09:30:00,2021-07-22 15:10:00,-307.5,80.0,141.846619645,221.846619645,-387.5,-529.346619645,"[{""side"":""CE"",""strike"":15950,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":1.55,""exit_price_raw"":0.05,""entry_price_exec"":1.75,""exit_price_exec"":0.0,""raw_pnl"":-150.0,""execution_pnl"":-175.0,""slippage_cost"":25.0,""transaction_costs"":47.277793450000004},{""side"":""PE"",""strike"":15550,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":2.2,""exit_price_raw"":0.15,""entry_price_exec"":2.4000000000000004,""exit_price_exec"":0.0,""raw_pnl"":-205.00000000000003,""execution_pnl"":-240.00000000000003,""slippage_cost"":35.0,""transaction_costs"":47.30668816000001},{""side"":""PE"",""strike"":15350,""action"":""SELL"",""qty_lots"":1,""quantity"":50,""entry_price_raw"":1.0,""exit_price_raw"":0.05,""entry_price_exec"":0.8,""exit_price_exec"":0.25,""raw_pnl"":47.5,""execution_pnl"":27.500000000000004,""slippage_cost"":19.999999999999996,""transaction_costs"":47.26213803499999}]",2021-07-19/2021-07-25
2021-07-23,2021-07-29,15852.4,15850,50,2021-07-23 09:30:00,2021-07-23 15:10:00,-410.0000000000004,99.9999999999997,148.96553346,248.96553345999968,-510.00000000000017,-658.9655334600002,"[{""side"":""CE"",""strike"":16050,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":15.15,""exit_price_raw"":13.45,""entry_price_exec"":15.35,""exit_price_exec"":13.25,""raw_pnl"":-170.0000000000001,""execution_pnl"":-209.99999999999997,""slippage_cost"":39.99999999999986,""transaction_costs"":49.75661724},{""side"":""PE"",""strike"":15650,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":24.1,""exit_price_raw"":21.65,""entry_price_exec"":24.3,""exit_price_exec"":21.45,""raw_pnl"":-245.00000000000028,""execution_pnl"":-285.0000000000001,""slippage_cost"":39.99999999999983,""transaction_costs"":51.31439304999999},{""side"":""PE"",""strike"":15450,""action"":""SELL"",""qty_lots"":1,""quantity"":50,""entry_price_raw"":7.6,""exit_price_raw"":7.5,""entry_price_exec"":7.3999999999999995,""exit_price_exec"":7.7,""raw_pnl"":4.999999999999982,""execution_pnl"":-15.000000000000036,""slippage_cost"":20.000000000000018,""transaction_costs"":47.89452317000001}]",2021-07-19/2021-07-25
2021-07-26,2021-07-29,15866.85,15850,50,2021-07-26 09:30:00,2021-07-26 15:10:00,-1095.0000000000002,99.9999999999999,147.22971212,247.22971211999987,-1195.0,-1342.22971212,"[{""side"":""CE"",""strike"":16050,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":13.1,""exit_price_raw"":6.6,""entry_price_exec"":13.299999999999999,""exit_price_exec"":6.3999999999999995,""raw_pnl"":-650.0,""execution_pnl"":-690.0,""slippage_cost"":40.0,""transaction_costs"":48.696531979999996},{""side"":""PE"",""strike"":15650,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":23.1,""exit_price_raw"":17.7,""entry_price_exec"":23.3,""exit_price_exec"":17.5,""raw_pnl"":-540.0000000000002,""execution_pnl"":-580.0000000000001,""slippage_cost"":39.999999999999886,""transaction_costs"":50.71119872},{""side"":""PE"",""strike"":15450,""action"":""SELL"",""qty_lots"":1,""quantity"":50,""entry_price_raw"":7.25,""exit_price_raw"":5.35,""entry_price_exec"":7.05,""exit_price_exec"":5.55,""raw_pnl"":95.00000000000001,""execution_pnl"":75.0,""slippage_cost"":20.000000000000014,""transaction_costs"":47.82198142}]",2021-07-26/2021-08-01
2021-07-27,2021-07-29,15868.4,15850,50,2021-07-27 09:30:00,2021-07-27 15:10:00,1294.9999999999998,99.99999999999984,147.1061052,247.10610519999983,1195.0,1047.8938948,"[{""side"":""CE"",""strike"":16050,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":6.85,""exit_price_raw"":3.5,""entry_price_exec"":7.05,""exit_price_exec"":3.3,""raw_pnl"":-334.99999999999994,""execution_pnl"":-375.0,""slippage_cost"":40.00000000000006,""transaction_costs"":47.980192689999996},{""side"":""PE"",""strike"":15650,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":11.0,""exit_price_raw"":27.4,""entry_price_exec"":11.2,""exit_price_exec"":27.2,""raw_pnl"":1639.9999999999998,""execution_pnl"":1600.0,""slippage_cost"":39.99999999999977,""transaction_costs"":51.54541055999999},{""side"":""PE"",""strike"":15450,""action"":""SELL"",""qty_lots"":1,""quantity"":50,""entry_price_raw"":4.15,""exit_price_raw"":4.35,""entry_price_exec"":3.95,""exit_price_exec"":4.55,""raw_pnl"":-9.999999999999964,""execution_pnl"":-29.999999999999982,""slippage_cost"":20.000000000000018,""transaction_costs"":47.58050195}]",2021-07-26/2021-08-01
2021-07-28,2021-07-29,15686.25,15700,50,2021-07-28 09:30:00,2021-07-28 15:10:00,-847.5,100.00000000000001,144.01039872500002,244.01039872500002,-947.5,-1091.510398725,"[{""side"":""CE"",""strike"":15900,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":6.75,""exit_price_raw"":3.85,""entry_price_exec"":6.95,""exit_price_exec"":3.65,""raw_pnl"":-290.0,""execution_pnl"":-330.0,""slippage_cost"":40.0,""transaction_costs"":48.025256039999995},{""side"":""PE"",""strike"":15500,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":12.05,""exit_price_raw"":5.65,""entry_price_exec"":12.25,""exit_price_exec"":5.45,""raw_pnl"":-640.0,""execution_pnl"":-680.0,""slippage_cost"":40.0,""transaction_costs"":48.51547518000001},{""side"":""PE"",""strike"":15300,""action"":""SELL"",""qty_lots"":1,""quantity"":50,""entry_price_raw"":3.4,""exit_price_raw"":1.75,""entry_price_exec"":3.1999999999999997,""exit_price_exec"":1.95,""raw_pnl"":82.5,""execution_pnl"":62.499999999999986,""slippage_cost"":20.000000000000014,""transaction_costs"":47.469667505000004}]",2021-07-26/2021-08-01
2021-07-29,2021-07-29,15748.85,15750,50,2021-07-29 09:30:00,2021-07-29 15:10:00,-365.0,85.0,141.90228904,226.90228904,-450.0,-591.90228904,"[{""side"":""CE"",""strike"":15950,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":1.4,""exit_price_raw"":0.05,""entry_price_exec"":1.5999999999999999,""exit_price_exec"":0.0,""raw_pnl"":-135.0,""execution_pnl"":-160.0,""slippage_cost"":25.0,""transaction_costs"":47.271125440000006},{""side"":""PE"",""strike"":15550,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":3.1,""exit_price_raw"":0.2,""entry_price_exec"":3.3000000000000003,""exit_price_exec"":0.0,""raw_pnl"":-290.0,""execution_pnl"":-330.0,""slippage_cost"":40.0,""transaction_costs"":47.34669622},{""side"":""PE"",""strike"":15350,""action"":""SELL"",""qty_lots"":1,""quantity"":50,""entry_price_raw"":1.3,""exit_price_raw"":0.1,""entry_price_exec"":1.1,""exit_price_exec"":0.30000000000000004,""raw_pnl"":60.0,""execution_pnl"":40.0,""slippage_cost"":20.0,""transaction_costs"":47.284467379999995}]",2021-07-26/2021-08-01
2021-07-30,2021-08-05,15782.2,15800,50,2021-07-30 09:30:00,2021-07-30 15:10:00,-572.5,100.00000000000037,151.13851707499998,251.13851707500035,-672.5000000000003,-823.6385170750003,"[{""side"":""CE"",""strike"":16000,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":14.2,""exit_price_raw"":9.7,""entry_price_exec"":14.399999999999999,""exit_price_exec"":9.5,""raw_pnl"":-450.0,""execution_pnl"":-489.9999999999999,""slippage_cost"":39.999999999999886,""transaction_costs"":49.183936259999996},{""side"":""PE"",""strike"":15600,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":36.5,""exit_price_raw"":33.75,""entry_price_exec"":36.7,""exit_price_exec"":33.55,""raw_pnl"":-275.0,""execution_pnl"":-315.00000000000057,""slippage_cost"":40.00000000000057,""transaction_costs"":53.577201349999996},{""side"":""PE"",""strike"":15400,""action"":""SELL"",""qty_lots"":1,""quantity"":50,""entry_price_raw"":13.5,""exit_price_raw"":10.45,""entry_price_exec"":13.3,""exit_price_exec"":10.649999999999999,""raw_pnl"":152.50000000000003,""execution_pnl"":132.5000000000001,""slippage_cost"":19.999999999999915,""transaction_costs"":48.377379465}]",2021-07-26/2021-08-01
2021-08-02,2021-08-05,15865.0,15850,50,2021-08-02 09:30:00,2021-08-02 15:10:00,-362.49999999999983,99.9999999999997,146.392847265,246.39284726499972,-462.49999999999955,-608.8928472649995,"[{""side"":""CE"",""strike"":16050,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":8.7,""exit_price_raw"":8.65,""entry_price_exec"":8.899999999999999,""exit_price_exec"":8.450000000000001,""raw_pnl"":-4.999999999999893,""execution_pnl"":-44.99999999999975,""slippage_cost"":39.99999999999986,""transaction_costs"":48.79091649},{""side"":""PE"",""strike"":15650,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":17.7,""exit_price_raw"":13.5,""entry_price_exec"":17.9,""exit_price_exec"":13.3,""raw_pnl"":-419.99999999999994,""execution_pnl"":-459.9999999999998,""slippage_cost"":39.99999999999983,""transaction_costs"":49.87704608},{""side"":""PE"",""strike"":15450,""action"":""SELL"",""qty_lots"":1,""quantity"":50,""entry_price_raw"":6.05,""exit_price_raw"":4.8,""entry_price_exec"":5.85,""exit_price_exec"":5.0,""raw_pnl"":62.5,""execution_pnl"":42.499999999999986,""slippage_cost"":20.000000000000014,""transaction_costs"":47.724884695}]",2021-08-02/2021-08-08
