week,net_pnl,gross_pnl,transaction_costs,slippage_cost,total_friction,trading_days,positive
2021-11-01/2021-11-07,-2462.1573140450037,-1922.5000000000036,539.657314045,300.0000000000031,839.6573140450032,3,False
2021-11-08/2021-11-14,-1006.3227377050006,-237.50000000000034,768.822737705,489.99999999999955,1258.8227377049996,5,False
2021-11-15/2021-11-21,-6108.758468540001,-5515.000000000001,593.75846854,400.0000000000005,993.7584685400005,4,False
2021-11-22/2021-11-28,2273.2019160049977,3077.4999999999973,804.298083995,500.0000000000025,1304.2980839950023,5,True
2021-11-29/2021-12-05,-5098.887149100001,-4285.000000000002,813.8871491,495.0,1308.8871491,5,False
2021-12-06/2021-12-12,-5734.892482995001,-4947.500000000002,787.392482995,490.0000000000015,1277.3924829950015,5,False
2021-12-13/2021-12-19,524.2691000399998,1309.9999999999998,785.73089996,500.00000000000125,1285.7308999600014,5,True
2021-12-20/2021-12-26,-11428.459641615005,-10642.500000000004,785.959641615,485.0000000000035,1270.9596416150034,5,False
2021-12-27/2022-01-02,-4633.924792040001,-3865.0000000000014,768.9247920399999,480.0000000000001,1248.92479204,5,False
2022-01-03/2022-01-09,334.16670631999796,1104.9999999999984,770.83329368,490.00000000000114,1260.8332936800011,5,True
2022-01-10/2022-01-16,-4622.3680249200015,-3855.000000000002,767.3680249199999,475.0000000000004,1242.3680249200004,5,False
2022-01-17/2022-01-23,368.6789933549985,1152.499999999999,783.821006645,495.0000000000023,1278.8210066450024,5,True
2022-01-24/2022-01-30,480.4582322500082,1200.000000000008,719.54176775,399.99999999999227,1119.5417677499922,4,True
2022-01-31/2022-02-06,-18853.374788815,-18007.5,845.874788815,489.99999999999625,1335.8747888149962,5,False
2022-02-07/2022-02-13,-5624.1829502400005,-4835.000000000001,789.18295024,480.000000000001,1269.182950240001,5,False
2022-02-14/2022-02-20,2238.4346978150024,3102.5000000000023,864.065302185,485.0000000000017,1349.0653021850017,5,True
2022-02-21/2022-02-27,8231.431436750005,9125.000000000005,893.5685632499999,494.99999999999676,1388.5685632499967,5,True
2022-02-28/2022-03-06,6679.468340395009,7452.500000000011,773.031659605,394.99999999999136,1168.0316596049913,4,True
2022-03-07/2022-03-13,1238.17277206001,2160.00000000001,921.8272279400001,494.9999999999919,1416.8272279399919,5,True
2022-03-14/2022-03-20,2168.5729296149966,2867.499999999997,698.927070385,384.9999999999977,1083.9270703849977,4,True
2022-03-21/2022-03-27,-27.14591580500155,832.4999999999986,859.6459158050001,495.0000000000015,1354.6459158050016,5,False
2022-03-28/2022-04-03,-772.7725757099997,25.0,797.77257571,480.00000000000085,1277.7725757100009,5,False
2022-04-04/2022-04-10,-2021.2507411750032,-1242.5000000000032,778.750741175,475.00000000000375,1253.750741175004,5,False
2022-04-11/2022-04-17,-5182.63945411,-4740.0,442.63945411000003,295.0000000000003,737.6394541100003,3,False
2022-04-18/2022-04-24,-2626.5402630950002,-1837.5000000000007,789.040263095,485.0000000000023,1274.0402630950023,5,False
2022-04-25/2022-05-01,-4241.234368355003,-3447.5000000000036,793.734368355,485.0000000000029,1278.734368355003,5,False
2022-05-02/2022-05-08,7109.953584245001,7782.500000000003,672.546415755,394.99999999999744,1067.5464157549973,4,True
2022-05-09/2022-05-15,-8016.956381025002,-7192.500000000002,824.456381025,490.0000000000023,1314.4563810250024,5,False
2022-05-16/2022-05-22,1537.2039373200012,2370.000000000002,832.79606268,495.00000000000034,1327.7960626800004,5,True
2022-05-23/2022-05-29,-10711.839109545004,-9887.500000000004,824.339109545,490.00000000000387,1314.3391095450038,5,False
2022-05-30/2022-06-05,-4675.854082610004,-3875.0000000000036,800.85408261,490.00000000000273,1290.8540826100027,5,False
2022-06-06/2022-06-12,-8216.185481785,-7427.500000000001,788.685481785,495.0000000000039,1283.685481785004,5,False
2022-06-13/2022-06-19,18584.329980224997,19452.499999999993,868.170019775,490.0000000000037,1358.1700197750038,5,True
2022-06-20/2022-06-26,-5800.320405995004,-4992.500000000005,807.820405995,475.0000000000034,1282.8204059950035,5,False
2022-06-27/2022-07-03,-6470.091733770003,-5675.000000000004,795.09173377,485.00000000000165,1280.0917337700016,5,False
2022-07-04/2022-07-10,-7681.354662885004,-6902.500000000004,778.8546628849999,475.00000000000165,1253.8546628850015,5,False
2022-07-11/2022-07-17,-2193.0579046950033,-1422.5000000000034,770.5579046949999,480.0000000000041,1250.5579046950043,5,False
2022-07-18/2022-07-24,-1260.7834319050023,-502.5000000000023,758.283431905,475.0000000000016,1233.2834319050016,5,False
2022-07-25/2022-07-31,-952.2603560250006,-182.50000000000136,769.760356025,495.00000000000193,1264.7603560250018,5,False
2022-08-01/2022-08-07,-5724.258614035003,-4947.500000000003,776.758614035,485.00000000000307,1261.7586140350031,5,False
2022-08-08/2022-08-14,-3675.050981165001,-3062.500000000001,612.5509811649999,380.0000000000016,992.5509811650015,4,False
2022-08-15/2022-08-21,-401.7721504250003,202.49999999999955,604.2721504250001,385.0000000000011,989.2721504250011,4,False
2022-08-22/2022-08-28,-4986.697682025001,-4217.500000000001,769.197682025,500.000000000002,1269.197682025002,5,False
2022-08-29/2022-09-04,7799.859276879998,8450.0,650.14072312,395.0000000000005,1045.1407231200005,4,True
2022-09-05/2022-09-11,-7214.632149280002,-6435.000000000002,779.63214928,485.00000000000216,1264.632149280002,5,False
2022-09-12/2022-09-18,1874.1508267149984,2667.4999999999986,793.349173285,495.0000000000022,1288.349173285002,5,True
2022-09-19/2022-09-25,-76.13570780000009,750.0,826.1357078000001,495.0000000000036,1321.1357078000037,5,False
2022-09-26/2022-10-02,-3304.598373570003,-2485.000000000002,819.5983735699999,490.00000000000006,1309.5983735700001,5,False
2022-10-03/2022-10-09,-4760.058566885004,-4127.500000000005,632.558566885,385.00000000000205,1017.558566885002,4,False
2022-10-10/2022-10-16,-1110.5547353200025,-320.00000000000205,790.55473532,485.00000000000244,1275.5547353200025,5,False
2022-10-17/2022-10-23,301.50751631999833,1069.9999999999982,768.49248368,485.00000000000193,1253.492483680002,5,True
2022-10-24/2022-10-30,-1565.3087504750015,-1112.5000000000014,452.808750475,280.00000000000085,732.8087504750009,3,False
2022-10-31/2022-11-06,-1380.3016290600003,-620.0000000000005,760.30162906,485.0000000000007,1245.3016290600006,5,False
2022-11-07/2022-11-13,-3262.7812599750005,-2667.5000000000005,595.281259975,370.0000000000004,965.2812599750005,4,False
2022-11-14/2022-11-20,-3349.9503826150008,-2607.500000000001,742.450382615,470.0000000000008,1212.4503826150008,5,False
2022-11-21/2022-11-27,-1676.1591393150009,-937.5000000000009,738.659139315,500.00000000000034,1238.6591393150004,5,False
2022-11-28/2022-12-04,-3584.502440249999,-2844.999999999999,739.5024402500001,490.0000000000001,1229.50244025,5,False
2022-12-05/2022-12-11,-3826.448940855,-3082.5,743.948940855,480.0000000000003,1223.9489408550003,5,False
2022-12-12/2022-12-18,1486.3185414749987,2237.499999999999,751.1814585249999,500.00000000000057,1251.1814585250006,5,True
2022-12-19/2022-12-25,3653.2443614799986,4424.999999999999,771.75563852,489.99999999999835,1261.7556385199982,5,True
2022-12-26/2023-01-01,-3623.4877675400007,-2865.000000000001,758.48776754,500.00000000000125,1258.4877675400012,5,False
2023-01-02/2023-01-08,966.5581282149988,1722.4999999999986,755.941871785,480.0000000000007,1235.9418717850008,5,True
2023-01-09/2023-01-15,-2594.2296612550017,-1837.5000000000014,756.729661255,485.0000000000008,1241.7296612550008,5,False
2023-01-16/2023-01-22,-3801.9723095550007,-3057.500000000001,744.472309555,480.00000000000097,1224.472309555001,5,False
2023-01-23/2023-01-29,-6626.467923124999,-6007.499999999999,618.967923125,395.0000000000008,1013.9679231250008,4,False
2023-01-30/2023-02-05,-12976.927070145006,-12157.500000000005,819.427070145,500.0000000000049,1319.427070145005,5,False
2023-02-06/2023-02-12,-6405.047585664999,-5657.499999999999,747.547585665,480.0000000000003,1227.5475856650003,5,False
2023-02-13/2023-02-19,808.822121285,1552.5,743.677878715,485.0000000000007,1228.6778787150006,5,True
2023-02-20/2023-02-26,-710.9227066450014,37.49999999999841,748.422706645,500.00000000000125,1248.4227066450012,5,False
2023-02-27/2023-03-05,-2200.8992017699984,-1459.9999999999986,740.89920177,474.999999999999,1215.8992017699989,5,False
2023-03-06/2023-03-12,-3878.0984720400006,-3290.000000000001,588.0984720399999,395.00000000000057,983.0984720400005,4,False
2023-03-13/2023-03-19,10795.313524984998,11587.499999999998,792.186475015,480.0000000000017,1272.1864750150016,5,True
2023-03-20/2023-03-26,-6551.815743360002,-5795.000000000002,756.81574336,480.0000000000015,1236.8157433600015,5,False
2023-03-27/2023-04-02,-3360.845141080001,-2765.000000000001,595.8451410800001,390.0000000000008,985.8451410800009,4,False
2023-04-03/2023-04-09,-3572.2929149250003,-3137.5000000000005,434.792914925,280.00000000000006,714.7929149250001,3,False
2023-04-10/2023-04-16,-3123.8909093849998,-2547.5,576.390909385,380.0,956.390909385,4,False
2023-04-17/2023-04-23,-5043.08125857,-4315.0,728.08125857,469.99999999999943,1198.0812585699996,5,False
2023-04-24/2023-04-30,-946.2509316250002,-217.5,728.750931625,485.0000000000005,1213.7509316250005,5,False
2023-05-01/2023-05-07,-1696.5079298900002,-1115.0000000000002,581.50792989,385.0,966.50792989,4,False
2023-05-08/2023-05-14,-3414.349853705,-2682.5,731.849853705,475.0000000000001,1206.849853705,5,False
2023-05-15/2023-05-21,-3170.305259304999,-2437.4999999999986,732.8052593049999,489.99999999999903,1222.805259304999,5,False
2023-05-22/2023-05-28,-234.81322938999938,500.0000000000009,734.8132293900001,480.00000000000017,1214.8132293900003,5,False
2023-05-29/2023-06-04,-4839.719062339998,-4109.999999999999,729.7190623399999,479.9999999999993,1209.7190623399993,5,False
2023-06-05/2023-06-11,-3475.8425364199993,-2749.9999999999995,725.84253642,489.9999999999997,1215.8425364199998,5,False
2023-06-12/2023-06-18,-2186.8260570099997,-1459.9999999999995,726.82605701,484.9999999999999,1211.8260570099999,5,False
2023-06-19/2023-06-25,-2882.534707759999,-2154.999999999999,727.53470776,474.99999999999955,1202.5347077599995,5,False
2023-06-26/2023-07-02,-2880.249332524999,-2297.4999999999986,582.749332525,379.9999999999992,962.7493325249993,4,False
2023-07-03/2023-07-09,-3248.837629990001,-2510.000000000001,738.83762999,474.99999999999966,1213.8376299899996,5,False
2023-07-10/2023-07-16,-4258.996465619999,-3529.9999999999995,728.99646562,479.9999999999994,1208.9964656199993,5,False
2023-07-17/2023-07-23,-2082.698948270001,-1335.0000000000007,747.6989482700001,495.0000000000008,1242.698948270001,5,False
2023-07-24/2023-07-30,-5841.657486580001,-5100.0,741.6574865800001,484.9999999999997,1226.6574865799998,5,False
2023-07-31/2023-08-06,-2266.0588961149997,-1527.5,738.558896115,489.99999999999966,1228.5588961149997,5,False
2023-08-07/2023-08-13,-3304.528025919999,-2569.999999999999,734.5280259200001,484.99999999999926,1219.5280259199994,5,False
2023-08-14/2023-08-20,-1221.150703845,-632.4999999999999,588.6507038450001,369.9999999999999,958.650703845,4,False
2023-08-21/2023-08-27,-3053.790121845,-2322.5,731.290121845,485.00000000000006,1216.2901218450002,5,False
2023-08-28/2023-09-03,-1333.99157385,-600.0,733.9915738499999,484.99999999999966,1218.9915738499997,5,False
2023-09-04/2023-09-10,-2939.2934029149988,-2212.499999999999,726.793402915,484.9999999999993,1211.7934029149994,5,False
2023-09-11/2023-09-17,-3713.6771723700003,-2975.0,738.67717237,475.00000000000017,1213.6771723700003,5,False
2023-09-18/2023-09-24,-3158.707941559999,-2569.9999999999995,588.7079415599999,374.99999999999966,963.7079415599997,4,False
2023-09-25/2023-10-01,-2536.5786199149998,-1797.4999999999995,739.078619915,495.00000000000006,1234.078619915,5,False
2023-10-02/2023-10-08,-3848.7743209299997,-3264.9999999999995,583.77432093,374.99999999999943,958.7743209299995,4,False
2023-10-09/2023-10-15,-2250.83312274,-1510.0,740.8331227399999,475.00000000000006,1215.83312274,5,False
2023-10-16/2023-10-22,-1394.784446565,-657.5,737.2844465649999,469.9999999999998,1207.2844465649996,5,False
2023-10-23/2023-10-29,7918.723469404999,8537.5,618.7765305949999,390.0000000000013,1008.7765305950013,4,True
2023-10-30/2023-11-05,-1885.9065692499998,-1139.9999999999998,745.90656925,469.9999999999998,1215.9065692499996,5,False
2023-11-06/2023-11-12,-2546.6833258250003,-1817.5000000000005,729.183325825,475.0000000000001,1204.183325825,5,False
2023-11-13/2023-11-19,-2388.31120809,-1805.0,583.31120809,390.00000000000017,973.3112080900002,4,False
2023-11-20/2023-11-26,-3864.2159266399995,-3134.9999999999995,729.21592664,474.9999999999992,1204.2159266399992,5,False
2023-11-27/2023-12-03,-262.60957547500044,332.49999999999955,595.109575475,385.0000000000006,980.1095754750006,4,False
2023-12-04/2023-12-10,-1115.4401142750012,-357.50000000000136,757.940114275,470.00000000000074,1227.9401142750007,5,False
2023-12-11/2023-12-17,3140.810664310001,3900.0000000000014,759.18933569,469.9999999999968,1229.1893356899968,5,True
2023-12-18/2023-12-24,10742.404430340004,11535.000000000004,792.59556966,489.9999999999976,1282.5955696599976,5,True
2023-12-25/2023-12-31,-4891.176031520002,-4275.000000000002,616.17603152,395.0000000000018,1011.1760315200019,4,False
2024-01-01/2024-01-07,-3915.605885160001,-3155.0000000000014,760.60588516,470.0000000000017,1230.6058851600017,5,False
2024-01-08/2024-01-14,4035.4582591999965,4804.999999999996,769.5417408,480.0000000000022,1249.5417408000021,5,True
2024-01-15/2024-01-21,-6059.593478160006,-5110.000000000006,949.59347816,575.0000000000023,1524.5934781600022,6,False
2024-01-22/2024-01-28,15690.161132480001,16190.0,499.83886752,294.9999999999952,794.8388675199952,3,True
2024-01-29/2024-02-04,-10141.134223389996,-9279.999999999996,861.13422339,484.9999999999987,1346.1342233899986,5,False
2024-02-05/2024-02-11,-3509.0946012800023,-2690.0000000000027,819.09460128,490.00000000000375,1309.0946012800036,5,False
2024-02-12/2024-02-18,6758.861776159996,7579.999999999995,821.13822384,475.0000000000031,1296.138223840003,5,True
2024-02-19/2024-02-25,-7521.971386150004,-6725.000000000004,796.97138615,495.0000000000028,1291.9713861500027,5,False
2024-02-26/2024-03-03,4937.126508199999,5754.999999999998,817.8734918,500.00000000000233,1317.8734918000023,5,True
2024-03-04/2024-03-10,-6714.910462455002,-6102.500000000002,612.410462455,370.0000000000017,982.4104624550017,4,False
2024-03-11/2024-03-17,2666.0948360899965,3469.9999999999945,803.90516391,495.00000000000273,1298.9051639100028,5,True
2024-03-18/2024-03-24,-4158.6478996800015,-3370.000000000002,788.64789968,480.00000000000057,1268.6478996800006,5,False
2024-03-25/2024-03-31,-6521.068650575,-6077.5,443.568650575,300.00000000000017,743.5686505750002,3,False
2024-04-01/2024-04-07,-10583.550778465004,-9822.500000000002,761.0507784649999,490.0000000000017,1251.0507784650017,5,False
2024-04-08/2024-04-14,-3968.9611112349994,-3362.499999999999,606.461111235,390.0000000000002,996.4611112350003,4,False
2024-04-15/2024-04-21,7459.755276894995,8112.499999999995,652.7447231049999,390.0000000000035,1042.7447231050035,4,True
2024-04-22/2024-04-28,-2230.9204969250036,-1467.5000000000032,763.420496925,450.0000000000024,1213.4204969250025,5,False
2024-04-29/2024-05-05,1645.6517295875,2246.25,600.5982704124999,187.49999999999986,788.0982704124998,4,True
2024-05-06/2024-05-12,-792.8246380800028,-35.00000000000273,757.82463808,245.00000000000267,1002.8246380800026,5,False
2024-05-13/2024-05-19,-4515.836757177502,-3768.7500000000014,747.0867571775001,250.00000000000196,997.086757177502,5,False
2024-05-20/2024-05-26,3456.4145103250007,4065.0000000000005,608.585489675,200.00000000000182,808.5854896750018,4,True
2024-05-27/2024-06-02,-4312.474538355001,-3502.500000000001,809.974538355,249.99999999999895,1059.974538354999,5,False
2024-06-03/2024-06-09,8985.706739195008,9912.500000000007,926.793260805,247.49999999999346,1174.2932608049935,5,True
2024-06-10/2024-06-16,-6463.730412972501,-5706.25,757.4804129725001,237.50000000000142,994.9804129725014,5,False
2024-06-17/2024-06-23,-3658.2260865550006,-3070.000000000001,588.2260865549999,190.00000000000068,778.2260865550006,4,False
2024-06-24/2024-06-30,712.9572561924988,1466.2499999999989,753.2927438075001,250.0000000000012,1003.2927438075012,5,True
2024-07-01/2024-07-07,-3138.901269415001,-2395.000000000001,743.9012694150001,237.5000000000016,981.4012694150017,5,False
2024-07-08/2024-07-14,-2444.9315153475004,-1711.2500000000007,733.6815153475,237.50000000000077,971.1815153475007,5,False
2024-07-15/2024-07-21,190.4477942450012,805.0000000000011,614.5522057549999,197.49999999999903,812.052205754999,4,True
2024-07-22/2024-07-28,-4105.970526887497,-3323.7499999999964,782.2205268875,247.4999999999979,1029.720526887498,5,False
2024-07-29/2024-08-04,-3256.513256995001,-2510.000000000001,746.5132569949999,245.00000000000017,991.5132569950001,5,False
2024-08-05/2024-08-11,-4874.046084857502,-4098.750000000002,775.2960848575,250.00000000000156,1025.2960848575015,5,False
2024-08-12/2024-08-18,-2092.2807399600015,-1492.5000000000018,599.78073996,195.00000000000207,794.780739960002,4,False
2024-08-19/2024-08-25,-3752.9334007250013,-3017.5000000000014,735.433400725,242.50000000000068,977.9334007250006,5,False
2024-08-26/2024-09-01,-3179.991006812501,-2446.250000000001,733.7410068125,250.0000000000004,983.7410068125004,5,False
2024-09-02/2024-09-08,-845.3307184124988,-101.24999999999909,744.0807184124999,239.999999999998,984.080718412498,5,False
2024-09-09/2024-09-15,5335.160061149998,6087.499999999998,752.33993885,250.00000000000193,1002.3399388500019,5,True
2024-09-16/2024-09-22,1783.3651839199988,2534.999999999999,751.6348160800001,247.50000000000145,999.1348160800014,5,True
2024-09-23/2024-09-29,-6479.263933107501,-5736.250000000001,743.0139331075,250.00000000000122,993.0139331075012,5,False
2024-09-30/2024-10-06,2599.921320017502,3218.7500000000027,618.8286799825,199.99999999999918,818.8286799824991,4,True
2024-10-07/2024-10-13,-7002.260777192502,-6231.250000000003,771.0107771925001,242.5000000000022,1013.5107771925022,5,False
2024-10-14/2024-10-20,637.1447665425007,1388.750000000001,751.6052334575,247.49999999999903,999.1052334574991,5,True
2024-10-21/2024-10-27,1462.7286242874982,2226.2499999999986,763.5213757125,240.0000000000013,1003.5213757125013,5,True
2024-10-28/2024-11-03,-1361.1229706875013,-766.2500000000011,594.8729706874999,195.00000000000003,789.8729706875,4,False
2024-11-04/2024-11-10,-7339.228261575001,-6562.500000000002,776.728261575,247.50000000000048,1024.2282615750005,5,False
2024-11-11/2024-11-17,105.1487387950001,707.5000000000002,602.351261205,190.00000000000023,792.3512612050002,4,True
2024-11-18/2024-11-24,20519.9116770975,21251.25,731.3383229025,592.500000000001,1323.838322902501,4,True
2024-11-25/2024-12-01,9169.718012804995,10072.499999999993,902.781987195,750.0000000000064,1652.7819871950064,5,True
2024-12-02/2024-12-08,-11722.271783309998,-10792.499999999998,929.7717833099999,749.9999999999984,1679.7717833099985,5,False
2024-12-09/2024-12-15,-3023.187806617505,-2148.7500000000055,874.4378066175,727.5000000000094,1601.9378066175093,5,False
2024-12-16/2024-12-22,-15709.845645705,-14797.5,912.345645705,750.0000000000051,1662.3456457050052,5,False
2024-12-23/2024-12-29,-21992.2269915825,-21341.250000000004,650.9769915825,585.0000000000023,1235.9769915825023,4,False
2024-12-30/2025-01-05,28059.997781654994,28987.49999999999,927.5022183450001,750.0000000000072,1677.5022183450071,5,True
2025-01-06/2025-01-12,-4562.443882417501,-3656.250000000002,906.1938824174999,727.5000000000039,1633.6938824175038,5,False
2025-01-13/2025-01-19,-19128.750669345,-18292.5,836.250669345,727.5000000000034,1563.7506693450036,5,False
2025-01-20/2025-01-26,-7972.211228579998,-7079.999999999998,892.2112285800001,727.4999999999982,1619.7112285799983,5,False
2025-01-27/2025-02-02,-46514.43051891,-45330.0,1184.43051891,899.9999999999968,2084.430518909997,6,False
2025-02-03/2025-02-09,-17495.024678190002,-16657.500000000004,837.52467819,720.0000000000052,1557.5246781900053,5,False
2025-02-10/2025-02-16,-18378.88434999751,-17516.250000000007,862.6343499975,727.5000000000055,1590.1343499975055,5,False
2025-02-17/2025-02-23,-17381.479727842507,-16526.250000000007,855.2297278425,727.5000000000061,1582.7297278425062,5,False
2025-02-24/2025-03-02,-9557.2853814225,-8913.75,643.5353814225,577.5000000000011,1221.035381422501,4,False
2025-03-03/2025-03-09,-8293.689381195007,-7477.500000000006,816.189381195,742.500000000005,1558.689381195005,5,False
2025-03-10/2025-03-16,-5437.732921829999,-4800.0,637.73292183,570.0000000000008,1207.7329218300008,4,False
2025-03-17/2025-03-23,4723.147039064995,5542.4999999999945,819.352960935,742.5000000000034,1561.8529609350035,5,True
2025-03-24/2025-03-30,-12767.1703351875,-11928.75,838.4203351875,750.0000000000043,1588.4203351875044,5,False
2025-03-31/2025-04-06,-3865.4079768300044,-3202.5000000000045,662.90797683,570.0000000000018,1232.9079768300016,4,False
2025-04-07/2025-04-13,11703.952404022511,12588.750000000013,884.7975959775,592.4999999999867,1477.2975959774867,4,True
2025-04-14/2025-04-20,43266.675752024996,43807.5,540.8242479749999,435.0000000000014,975.8242479750014,3,True
2025-04-21/2025-04-27,-11192.307762367498,-10331.249999999998,861.0577623675,742.5000000000005,1603.5577623675003,5,False
2025-04-28/2025-05-04,-5211.06429369,-4522.5,688.5642936900001,585.0000000000003,1273.5642936900003,4,False
2025-05-05/2025-05-11,-19741.625840669996,-18854.999999999996,886.62584067,749.9999999999965,1636.6258406699965,5,False
2025-05-12/2025-05-18,52448.2544338125,53448.74999999999,1000.4955661875,750.0000000000028,1750.4955661875028,5,True
2025-05-19/2025-05-25,-3112.9728415650034,-2197.5000000000027,915.472841565,742.5,1657.972841565,5,False
2025-05-26/2025-06-01,-31119.5962469175,-30153.75,965.8462469174999,750.0,1715.8462469175,5,False
2025-06-02/2025-06-08,-2678.799293947506,-1743.7500000000055,935.0492939475,727.5000000000032,1662.5492939475032,5,False
2025-06-09/2025-06-15,-10407.35186373,-9547.500000000002,859.85186373,750.0000000000025,1609.8518637300024,5,False
2025-06-16/2025-06-22,9925.83177858,10800.0,874.16822142,750.0000000000005,1624.1682214200005,5,True
2025-06-23/2025-06-29,-8086.726225117502,-7241.250000000002,845.4762251175,750.0000000000043,1595.4762251175043,5,False
2025-06-30/2025-07-06,-10443.847721452503,-9626.250000000004,817.5977214525,735.000000000003,1552.5977214525028,5,False
2025-07-07/2025-07-13,-6831.220472767502,-6033.750000000002,797.4704727674999,735.0000000000027,1532.4704727675025,5,False
2025-07-14/2025-07-20,-6592.113701760005,-5805.000000000005,787.11370176,735.0000000000025,1522.1137017600026,5,False
2025-07-21/2025-07-27,875.5122449474986,1668.7499999999984,793.2377550525,735.0000000000005,1528.2377550525005,5,True
2025-07-28/2025-08-03,-7262.8185334200025,-6450.000000000003,812.81853342,750.000000000003,1562.818533420003,5,False
2025-08-04/2025-08-10,-11664.453132142502,-10856.250000000002,808.2031321425,727.5000000000018,1535.7031321425018,5,False
2025-08-11/2025-08-17,-3007.0461004275003,-2381.2500000000005,625.7961004275,585.0000000000002,1210.7961004275003,4,False
2025-08-18/2025-08-24,-7538.119392810002,-6750.000000000002,788.11939281,720.0000000000031,1508.119392810003,5,False
2025-08-25/2025-08-31,-8204.232297757502,-7593.750000000002,610.4822977575,600.0000000000006,1210.4822977575006,4,False
2025-09-01/2025-09-07,100.82637048749666,888.7499999999967,787.9236295125,735.0000000000014,1522.9236295125013,5,True
2025-09-08/2025-09-14,-6089.477970735001,-5317.500000000001,771.977970735,720.0000000000019,1491.977970735002,5,False
2025-09-15/2025-09-21,-4081.7525126024984,-3318.7499999999986,763.0025126025,735.0000000000005,1498.0025126025005,5,False
2025-09-22/2025-09-28,-3372.5980979700025,-2752.5000000000023,620.09809797,562.5000000000009,1182.598097970001,4,False
2025-09-29/2025-10-05,-944.2995108450032,-322.5000000000032,621.799510845,585.000000000002,1206.799510845002,4,False
2025-10-06/2025-10-12,3661.0405468124954,4286.249999999996,625.2094531875,585.0000000000028,1210.2094531875027,4,True
2025-10-13/2025-10-19,-4041.85245051,-3750.0,291.85245051,284.99999999999966,576.8524505099997,2,False
2025-10-20/2025-10-26,-11400.076205325006,-10882.500000000005,517.576205325,450.00000000000443,967.5762053250044,3,False
2025-10-27/2025-11-02,-9570.397494240005,-8745.000000000004,825.39749424,750.0000000000043,1575.3974942400043,5,False
2025-11-03/2025-11-09,-6205.641496117503,-5576.250000000003,629.3914961175001,585.0000000000018,1214.391496117502,4,False
2025-11-10/2025-11-16,-5302.833951210005,-4477.500000000005,825.33395121,720.0000000000036,1545.3339512100038,5,False
2025-11-17/2025-11-23,-2098.0388929500014,-1275.0000000000014,823.03889295,727.5000000000018,1550.5388929500018,5,False
2025-11-24/2025-11-30,1518.7463646525011,2328.7500000000005,810.0036353475,749.9999999999995,1560.0036353474995,5,True
2025-12-01/2025-12-07,-5864.100078015003,-5070.000000000004,794.100078015,735.0000000000038,1529.1000780150036,5,False
2025-12-08/2025-12-14,-1735.9676807100022,-937.5000000000018,798.46768071,742.5000000000028,1540.967680710003,5,False
2025-12-15/2025-12-21,-8919.168074977502,-8141.250000000002,777.9180749775,712.5000000000018,1490.4180749775019,5,False
2025-12-22/2025-12-28,-7079.9213421075,-6483.75,596.1713421075,569.9999999999993,1166.1713421074992,4,False
2025-12-29/2026-01-04,2975.644495129498,3733.749999999998,758.1055048705,660.0000000000006,1418.1055048705005,5,True
2026-01-05/2026-01-11,590.9802460179994,1358.4999999999995,767.5197539820001,617.5000000000005,1385.0197539820006,5,True
2026-01-12/2026-01-18,465.04081349399644,1104.999999999996,639.959186506,494.0000000000025,1133.9591865060024,4,True
