expiry,entry_date,entry_offset,trigger,adjustment,cell_id,lot,net_pnl,adjustments,brokerage_cost
2022-07-21,2022-07-19,-2,WING_60,ONE_STRIKE_INSIDE,ID30_02_WING_60_ONE_STRIKE_INSIDE,50,-5066.231350599998,2,356.23135060000004
2022-07-21,2022-07-19,-2,RISK_60,RECENTER_BOTH,ID30_02_RISK_60_RECENTER_BOTH,50,-4455.200266090005,2,640.2002660900002
2022-07-21,2022-07-19,-2,RISK_60,ONE_STRIKE_INSIDE,ID30_02_RISK_60_ONE_STRIKE_INSIDE,50,-709.4999089650019,2,336.9999089650001
2022-07-28,2022-07-22,-4,WING_60,RECENTER_BOTH,ID30_04_WING_60_RECENTER_BOTH,50,-3954.7900912100013,2,664.7900912100001
2022-07-28,2022-07-22,-4,WING_60,ONE_STRIKE_INSIDE,ID30_04_WING_60_ONE_STRIKE_INSIDE,50,2781.116674605,2,351.383325395
2022-07-28,2022-07-22,-4,RISK_60,RECENTER_BOTH,ID30_04_RISK_60_RECENTER_BOTH,50,-3126.403030035,2,658.9030300349999
2022-07-28,2022-07-22,-4,RISK_60,ONE_STRIKE_INSIDE,ID30_04_RISK_60_ONE_STRIKE_INSIDE,50,2505.25810127,2,344.74189873
2022-07-28,2022-07-25,-3,WING_60,RECENTER_BOTH,ID30_03_WING_60_RECENTER_BOTH,50,-4386.619215295002,2,659.119215295
2022-07-28,2022-07-25,-3,WING_60,ONE_STRIKE_INSIDE,ID30_03_WING_60_ONE_STRIKE_INSIDE,50,693.2875944350019,2,349.212405565
2022-07-28,2022-07-25,-3,RISK_60,RECENTER_BOTH,ID30_03_RISK_60_RECENTER_BOTH,50,-3717.6014813900033,2,652.6014813899998
2022-07-28,2022-07-25,-3,RISK_60,ONE_STRIKE_INSIDE,ID30_03_RISK_60_ONE_STRIKE_INSIDE,50,242.57365093500005,2,339.92634906499995
2022-07-28,2022-07-26,-2,WING_60,RECENTER_BOTH,ID30_02_WING_60_RECENTER_BOTH,50,-5617.419632250002,2,632.4196322499998
2022-07-28,2022-07-26,-2,WING_60,ONE_STRIKE_INSIDE,ID30_02_WING_60_ONE_STRIKE_INSIDE,50,160.98311338999997,2,349.01688661000003
2022-07-28,2022-07-26,-2,RISK_60,RECENTER_BOTH,ID30_02_RISK_60_RECENTER_BOTH,50,-4381.759747100001,2,646.7597470999999
2022-07-28,2022-07-26,-2,RISK_60,ONE_STRIKE_INSIDE,ID30_02_RISK_60_ONE_STRIKE_INSIDE,50,-513.008298745,2,340.508298745
2022-08-04,2022-07-29,-4,WING_60,RECENTER_BOTH,ID30_04_WING_60_RECENTER_BOTH,50,-3855.4407936850002,2,672.940793685
2022-08-04,2022-07-29,-4,WING_60,ONE_STRIKE_INSIDE,ID30_04_WING_60_ONE_STRIKE_INSIDE,50,504.4181694700003,2,355.58183052999993
2022-08-04,2022-07-29,-4,RISK_60,RECENTER_BOTH,ID30_04_RISK_60_RECENTER_BOTH,50,-3509.5902789550023,2,672.0902789549999
2022-08-04,2022-07-29,-4,RISK_60,ONE_STRIKE_INSIDE,ID30_04_RISK_60_ONE_STRIKE_INSIDE,50,144.83245368500025,2,347.667546315
2022-08-04,2022-08-01,-3,WING_60,RECENTER_BOTH,ID30_03_WING_60_RECENTER_BOTH,50,-1309.60293565,2,634.6029356500001
2022-08-04,2022-08-01,-3,WING_60,ONE_STRIKE_INSIDE,ID30_03_WING_60_ONE_STRIKE_INSIDE,50,-832.29803139,2,347.29803138999995
2022-08-04,2022-08-01,-3,RISK_60,RECENTER_BOTH,ID30_03_RISK_60_RECENTER_BOTH,50,-2648.27048658,2,648.27048658
2022-08-04,2022-08-01,-3,RISK_60,ONE_STRIKE_INSIDE,ID30_03_RISK_60_ONE_STRIKE_INSIDE,50,2926.864997945,2,335.635002055
2022-08-04,2022-08-02,-2,WING_60,RECENTER_BOTH,ID30_02_WING_60_RECENTER_BOTH,50,3277.403383925,2,635.096616075
2022-08-04,2022-08-02,-2,WING_60,ONE_STRIKE_INSIDE,ID30_02_WING_60_ONE_STRIKE_INSIDE,50,4874.544867375,2,342.955132625
2022-08-04,2022-08-02,-2,RISK_60,RECENTER_BOTH,ID30_02_RISK_60_RECENTER_BOTH,50,1758.5455960899983,2,636.4544039099999
2022-08-04,2022-08-02,-2,RISK_60,ONE_STRIKE_INSIDE,ID30_02_RISK_60_ONE_STRIKE_INSIDE,50,4183.639912779999,2,331.3600872199999
2022-08-11,2022-08-04,-4,WING_60,RECENTER_BOTH,ID30_04_WING_60_RECENTER_BOTH,50,-3300.1940514949983,2,742.6940514949999
2022-08-11,2022-08-04,-4,WING_60,ONE_STRIKE_INSIDE,ID30_04_WING_60_ONE_STRIKE_INSIDE,50,2484.1775999000038,2,370.82240010000004
2022-08-11,2022-08-04,-4,RISK_60,RECENTER_BOTH,ID30_04_RISK_60_RECENTER_BOTH,50,-2846.7134339600007,2,701.71343396
2022-08-11,2022-08-04,-4,RISK_60,ONE_STRIKE_INSIDE,ID30_04_RISK_60_ONE_STRIKE_INSIDE,50,2102.862025785,2,359.63797421500004
2022-08-11,2022-08-05,-3,WING_60,RECENTER_BOTH,ID30_03_WING_60_RECENTER_BOTH,50,-3246.880635380002,2,671.8806353799998
2022-08-11,2022-08-05,-3,WING_60,ONE_STRIKE_INSIDE,ID30_03_WING_60_ONE_STRIKE_INSIDE,50,2524.5598876900017,2,360.44011231
2022-08-11,2022-08-05,-3,RISK_60,RECENTER_BOTH,ID30_03_RISK_60_RECENTER_BOTH,50,-3022.3668800700034,2,687.36688007
2022-08-11,2022-08-05,-3,RISK_60,ONE_STRIKE_INSIDE,ID30_03_RISK_60_ONE_STRIKE_INSIDE,50,2000.9843957799999,2,354.01560422000006
2022-08-11,2022-08-08,-2,WING_60,RECENTER_BOTH,ID30_02_WING_60_RECENTER_BOTH,50,3333.141776385,1,414.35822361500004
2022-08-11,2022-08-08,-2,WING_60,ONE_STRIKE_INSIDE,ID30_02_WING_60_ONE_STRIKE_INSIDE,50,771.6314117300054,2,368.36858827000003
2022-08-11,2022-08-08,-2,RISK_60,RECENTER_BOTH,ID30_02_RISK_60_RECENTER_BOTH,50,-3635.9969943800015,2,660.9969943799999
2022-08-11,2022-08-08,-2,RISK_60,ONE_STRIKE_INSIDE,ID30_02_RISK_60_ONE_STRIKE_INSIDE,50,-29.925980285000037,2,342.42598028500004
2022-08-18,2022-08-11,-4,WING_60,RECENTER_BOTH,ID30_04_WING_60_RECENTER_BOTH,50,1009.6445393599981,1,425.35546064000005
2022-08-18,2022-08-11,-4,WING_60,ONE_STRIKE_INSIDE,ID30_04_WING_60_ONE_STRIKE_INSIDE,50,-3633.56330544,2,358.56330544
2022-08-18,2022-08-11,-4,RISK_60,RECENTER_BOTH,ID30_04_RISK_60_RECENTER_BOTH,50,-3297.76599895,2,677.7659989499999
2022-08-18,2022-08-11,-4,RISK_60,ONE_STRIKE_INSIDE,ID30_04_RISK_60_ONE_STRIKE_INSIDE,50,-79.34666292999998,2,349.34666293
2022-08-18,2022-08-12,-3,WING_60,RECENTER_BOTH,ID30_03_WING_60_RECENTER_BOTH,50,-1061.1251289450006,2,628.625128945
2022-08-18,2022-08-12,-3,WING_60,ONE_STRIKE_INSIDE,ID30_03_WING_60_ONE_STRIKE_INSIDE,50,-4226.256311910001,2,361.25631191
2022-08-18,2022-08-12,-3,RISK_60,RECENTER_BOTH,ID30_03_RISK_60_RECENTER_BOTH,50,-3700.9223106000036,2,665.9223106
2022-08-18,2022-08-12,-3,RISK_60,ONE_STRIKE_INSIDE,ID30_03_RISK_60_ONE_STRIKE_INSIDE,50,-256.075044105001,2,348.5750441050001
2022-08-18,2022-08-16,-2,WING_60,RECENTER_BOTH,ID30_02_WING_60_RECENTER_BOTH,50,660.53752779,0,204.46247221
2022-08-18,2022-08-16,-2,WING_60,ONE_STRIKE_INSIDE,ID30_02_WING_60_ONE_STRIKE_INSIDE,50,660.53752779,0,204.46247221
2022-08-18,2022-08-16,-2,RISK_60,RECENTER_BOTH,ID30_02_RISK_60_RECENTER_BOTH,50,-2573.4204067400037,2,623.4204067400001
2022-08-18,2022-08-16,-2,RISK_60,ONE_STRIKE_INSIDE,ID30_02_RISK_60_ONE_STRIKE_INSIDE,50,3502.5136623199983,2,327.4863376799999
2022-08-25,2022-08-19,-4,WING_60,RECENTER_BOTH,ID30_04_WING_60_RECENTER_BOTH,50,-2832.9012300500017,2,667.9012300499999
2022-08-25,2022-08-19,-4,WING_60,ONE_STRIKE_INSIDE,ID30_04_WING_60_ONE_STRIKE_INSIDE,50,-5041.03365912,2,376.03365912000004
2022-08-25,2022-08-19,-4,RISK_60,RECENTER_BOTH,ID30_04_RISK_60_RECENTER_BOTH,50,-3757.3543391049984,2,669.8543391050001
2022-08-25,2022-08-19,-4,RISK_60,ONE_STRIKE_INSIDE,ID30_04_RISK_60_ONE_STRIKE_INSIDE,50,-5472.75323375,2,362.75323375000005
2022-08-25,2022-08-22,-3,WING_60,RECENTER_BOTH,ID30_03_WING_60_RECENTER_BOTH,50,2679.70550174,2,645.29449826
2022-08-25,2022-08-22,-3,WING_60,ONE_STRIKE_INSIDE,ID30_03_WING_60_ONE_STRIKE_INSIDE,50,-1858.12549234,2,348.12549234
2022-08-25,2022-08-22,-3,RISK_60,RECENTER_BOTH,ID30_03_RISK_60_RECENTER_BOTH,50,3634.74892277,2,645.2510772300001
2022-08-25,2022-08-22,-3,RISK_60,ONE_STRIKE_INSIDE,ID30_03_RISK_60_ONE_STRIKE_INSIDE,50,-2143.69504293,2,343.69504293
2022-08-25,2022-08-23,-2,WING_60,RECENTER_BOTH,ID30_02_WING_60_RECENTER_BOTH,50,2011.4081502299991,2,633.5918497700001
2022-08-25,2022-08-23,-2,WING_60,ONE_STRIKE_INSIDE,ID30_02_WING_60_ONE_STRIKE_INSIDE,50,4026.225931285,2,341.27406871500006
2022-08-25,2022-08-23,-2,RISK_60,RECENTER_BOTH,ID30_02_RISK_60_RECENTER_BOTH,50,2390.0798585350003,2,632.4201414649999
2022-08-25,2022-08-23,-2,RISK_60,ONE_STRIKE_INSIDE,ID30_02_RISK_60_ONE_STRIKE_INSIDE,50,3534.5407692,2,330.45923080000006
2022-09-01,2022-08-25,-4,WING_60,RECENTER_BOTH,ID30_04_WING_60_RECENTER_BOTH,50,-1268.7266392699962,2,698.7266392699999
2022-09-01,2022-08-25,-4,WING_60,ONE_STRIKE_INSIDE,ID30_04_WING_60_ONE_STRIKE_INSIDE,50,-3985.4803592699964,2,360.48035927
2022-09-01,2022-08-25,-4,RISK_60,RECENTER_BOTH,ID30_04_RISK_60_RECENTER_BOTH,50,-1336.5839832950037,2,674.0839832949999
2022-09-01,2022-08-25,-4,RISK_60,ONE_STRIKE_INSIDE,ID30_04_RISK_60_ONE_STRIKE_INSIDE,50,-4613.847570274998,2,351.347570275
2022-09-01,2022-08-26,-3,WING_60,RECENTER_BOTH,ID30_03_WING_60_RECENTER_BOTH,50,-2267.7450034549965,2,695.245003455
2022-09-01,2022-08-26,-3,WING_60,ONE_STRIKE_INSIDE,ID30_03_WING_60_ONE_STRIKE_INSIDE,50,-2632.464114844998,2,354.96411484500004
2022-09-01,2022-08-26,-3,RISK_60,RECENTER_BOTH,ID30_03_RISK_60_RECENTER_BOTH,50,-1532.3054100450038,2,664.8054100450001
2022-09-01,2022-08-26,-3,RISK_60,ONE_STRIKE_INSIDE,ID30_03_RISK_60_ONE_STRIKE_INSIDE,50,-3236.239167674998,2,343.739167675
2022-09-01,2022-08-29,-2,WING_60,RECENTER_BOTH,ID30_02_WING_60_RECENTER_BOTH,50,2675.723771845,2,636.776228155
2022-09-01,2022-08-29,-2,WING_60,ONE_STRIKE_INSIDE,ID30_02_WING_60_ONE_STRIKE_INSIDE,50,-3319.7810617449945,2,357.281061745
2022-09-01,2022-08-29,-2,RISK_60,RECENTER_BOTH,ID30_02_RISK_60_RECENTER_BOTH,50,-3446.686699185001,2,669.186699185
2022-09-01,2022-08-29,-2,RISK_60,ONE_STRIKE_INSIDE,ID30_02_RISK_60_ONE_STRIKE_INSIDE,50,288.4554685400001,2,346.5445314599999
2022-09-08,2022-09-02,-4,WING_60,RECENTER_BOTH,ID30_04_WING_60_RECENTER_BOTH,50,-1347.238444015001,2,659.7384440150001
