day,expiry,bucket,feature,threshold,side,friction,raw_gross,execution_gross,slippage_cost,transaction_costs,net_pnl,null_seed
2022-03-14,2022-03-24,1,JOINT,0.4,PUT,stress,-1284.9999999999995,-1364.9999999999995,80.0,136.24556482,-1501.2455648199996,303
2022-03-21,2022-03-31,1,JOINT,0.4,PUT,stress,1017.4999999999995,937.5000000000027,79.99999999999682,146.692474845,790.8075251550027,303
2022-03-23,2022-03-31,1,JOINT,0.4,CALL,stress,-717.4999999999998,-797.5000000000007,80.00000000000091,125.94967690500002,-923.4496769050007,303
2022-04-04,2022-04-13,1,JOINT,0.4,CALL,stress,1405.0000000000005,1325.000000000001,79.99999999999955,132.84677278,1192.1532272200009,303
2022-04-12,2022-04-21,1,JOINT,0.4,PUT,stress,155.0000000000004,74.99999999999926,80.00000000000114,116.04339282999999,-41.04339283000073,303
2022-04-18,2022-04-28,1,JOINT,0.4,CALL,stress,-404.9999999999998,-485.0000000000009,80.00000000000114,128.03234629000002,-613.032346290001,303
2022-05-17,2022-05-26,1,JOINT,0.4,CALL,stress,1822.5,1742.5000000000027,79.99999999999727,143.420535885,1599.0794641150028,303
2022-05-23,2022-06-02,1,JOINT,0.4,CALL,stress,-537.4999999999998,-617.5,80.00000000000023,130.433672725,-747.933672725,303
2022-06-07,2022-06-16,1,JOINT,0.4,PUT,stress,104.9999999999983,24.999999999997158,80.00000000000114,126.7599082,-101.75990820000284,303
2022-06-13,2022-06-23,1,JOINT,0.4,PUT,stress,109.99999999999801,29.99999999999818,79.99999999999983,133.51539771,-103.51539771000182,303
2022-06-15,2022-06-23,1,JOINT,0.4,PUT,stress,92.49999999999972,12.499999999998579,80.00000000000114,126.37506059500001,-113.87506059500143,303
2022-06-16,2022-06-23,1,JOINT,0.4,PUT,stress,3969.999999999998,3890.0,79.99999999999818,151.72870543,3738.27129457,303
2022-07-12,2022-07-21,1,JOINT,0.4,CALL,stress,-409.9999999999992,-489.9999999999999,80.00000000000068,114.36112382000002,-604.3611238199999,303
2022-07-18,2022-07-28,1,JOINT,0.4,CALL,stress,877.5000000000005,797.4999999999995,80.00000000000091,123.32115746499998,674.1788425349996,303
2022-07-19,2022-07-28,1,JOINT,0.4,PUT,stress,-865.0000000000011,-945.0000000000018,80.00000000000068,114.30311726999999,-1059.3031172700018,303
2022-07-20,2022-07-28,1,JOINT,0.4,PUT,stress,64.99999999999915,-15.00000000000199,80.00000000000114,116.21818332000001,-131.218183320002,303
2022-07-27,2022-08-04,1,JOINT,0.4,PUT,stress,-1732.500000000001,-1812.5000000000014,80.00000000000045,114.075258075,-1926.5752580750013,303
2022-08-02,2022-08-11,1,JOINT,0.4,CALL,stress,424.9999999999993,344.9999999999982,80.00000000000114,125.0095635,219.99043649999817,303
