day,expiry,bucket,feature,threshold,side,friction,raw_gross,execution_gross,slippage_cost,transaction_costs,net_pnl
2023-04-28,2023-05-04,0,OI_CHANGE_IMB,0.2,CALL,stress,2842.5,2762.4999999999995,80.00000000000045,113.342862625,2649.1571373749994
2023-05-02,2023-05-04,0,OI_CHANGE_IMB,0.2,PUT,stress,-82.50000000000006,-162.49999999999997,79.99999999999991,99.73339921499999,-262.23339921499996
2023-05-04,2023-05-04,0,OI_CHANGE_IMB,0.2,PUT,stress,-1270.0,-1335.0,65.0,95.09570163,-1430.09570163
2023-05-05,2023-05-11,0,OI_CHANGE_IMB,0.2,CALL,stress,-1452.4999999999998,-1532.5,80.00000000000034,103.502826395,-1636.002826395
2023-05-08,2023-05-11,0,OI_CHANGE_IMB,0.2,PUT,stress,-1472.5000000000002,-1552.5000000000005,80.00000000000017,100.922964885,-1653.4229648850005
2023-05-11,2023-05-11,0,OI_CHANGE_IMB,0.2,CALL,stress,-2252.5,-2332.5,80.0,95.81798449499999,-2428.317984495
2023-05-12,2023-05-18,0,OI_CHANGE_IMB,0.2,CALL,stress,1417.4999999999995,1337.499999999999,80.00000000000023,111.917405765,1225.582594234999
2023-05-16,2023-05-18,0,OI_CHANGE_IMB,0.2,CALL,stress,-1657.4999999999998,-1737.4999999999998,80.0,98.21660167499999,-1835.7166016749998
2023-05-17,2023-05-18,0,OI_CHANGE_IMB,0.2,PUT,stress,1747.5,1667.4999999999998,80.00000000000026,101.583016905,1565.9169830949998
2023-05-18,2023-05-18,0,OI_CHANGE_IMB,0.2,PUT,stress,6767.5,6687.499999999999,80.00000000000091,107.70796688499999,6579.792033114999
2023-05-24,2023-05-25,0,OI_CHANGE_IMB,0.2,PUT,stress,407.49999999999994,327.5,79.99999999999991,99.190240655,228.309759345
2023-05-25,2023-05-25,0,OI_CHANGE_IMB,0.2,CALL,stress,1574.9999999999998,1494.9999999999995,80.00000000000023,100.29328404,1394.7067159599997
2023-05-29,2023-06-01,0,OI_CHANGE_IMB,0.2,CALL,stress,-620.0,-700.0000000000002,80.00000000000023,100.76244014,-800.7624401400002
2023-06-01,2023-06-01,0,OI_CHANGE_IMB,0.2,CALL,stress,-2157.5,-2237.5,80.0,95.901240855,-2333.401240855
2023-06-06,2023-06-08,0,OI_CHANGE_IMB,0.2,CALL,stress,-477.5000000000003,-557.5000000000006,80.00000000000026,100.531777925,-658.0317779250006
2023-06-07,2023-06-08,0,OI_CHANGE_IMB,0.2,PUT,stress,-1125.0000000000002,-1205.0,79.9999999999998,96.93880924000001,-1301.93880924
2023-06-08,2023-06-08,0,OI_CHANGE_IMB,0.2,PUT,stress,4037.4999999999995,3957.5,79.99999999999955,103.469827795,3854.030172205
2023-06-12,2023-06-15,0,OI_CHANGE_IMB,0.2,PUT,stress,-457.50000000000034,-537.5000000000005,80.00000000000014,101.415239885,-638.9152398850005
2023-06-13,2023-06-15,0,OI_CHANGE_IMB,0.2,PUT,stress,-679.9999999999999,-759.9999999999998,79.99999999999994,99.83169216,-859.8316921599998
2023-06-15,2023-06-15,0,OI_CHANGE_IMB,0.2,CALL,stress,-1252.5,-1332.5,80.0,95.04346592500002,-1427.543465925
2023-06-16,2023-06-22,0,OI_CHANGE_IMB,0.2,PUT,stress,-864.9999999999998,-944.9999999999995,79.99999999999972,100.17420047000002,-1045.1742004699995
2023-06-19,2023-06-22,0,OI_CHANGE_IMB,0.2,CALL,stress,-1394.9999999999998,-1475.0,80.00000000000023,100.04728523,-1575.04728523
2023-06-20,2023-06-22,0,OI_CHANGE_IMB,0.2,CALL,stress,3199.9999999999995,3119.999999999999,80.00000000000045,106.98394994,3013.016050059999
2023-06-21,2023-06-22,0,OI_CHANGE_IMB,0.2,PUT,stress,-450.0000000000001,-529.9999999999999,79.99999999999979,98.33050066999999,-628.3305006699999
2023-06-22,2023-06-22,0,OI_CHANGE_IMB,0.2,PUT,stress,2622.5,2542.4999999999995,80.00000000000044,100.673510615,2441.8264893849996
2023-06-23,2023-06-28,0,OI_CHANGE_IMB,0.2,PUT,stress,-194.99999999999977,-274.9999999999996,79.99999999999983,101.04292785999999,-376.0429278599996
2023-06-26,2023-06-28,0,OI_CHANGE_IMB,0.2,PUT,stress,-277.4999999999999,-357.5000000000001,80.00000000000026,100.991296185,-458.4912961850001
2023-06-27,2023-06-28,0,OI_CHANGE_IMB,0.2,PUT,stress,-1817.5,-1897.4999999999995,79.9999999999996,97.767188075,-1995.2671880749995
2023-06-28,2023-06-28,0,OI_CHANGE_IMB,0.2,PUT,stress,-1240.0000000000002,-1307.5,67.49999999999977,95.10206762499999,-1402.602067625
2023-07-05,2023-07-06,0,OI_CHANGE_IMB,0.2,PUT,stress,72.49999999999986,-7.500000000000028,79.99999999999989,100.56149675500001,-108.06149675500004
2023-07-06,2023-07-06,0,OI_CHANGE_IMB,0.2,PUT,stress,-1880.0,-1950.0,70.0,95.61541655,-2045.61541655
