mode,null_seed,feature,threshold,bucket,friction,trades,weeks,total_net,mean_weekly_net,median_weekly_net,positive_week_rate,worst_trade,worst_week,total_slippage,total_transaction_costs,raw_gross
NULL,202,JOINT,0.4,1,base,103,86,-19776.521578617707,-229.9595532397407,-258.22477415749773,0.37209302325581395,-4672.158769887499,-6087.056900462496,4259.999999999893,12618.771578617818,-2897.749999999997
NULL,303,VOL_IMB,0.2,0,base,367,208,-68477.97372772657,-329.22102753714705,-518.5541246412492,0.3942307692307692,-5007.758190012501,-8126.674847452501,15433.249999999935,40348.72372772662,-12696.000000000025
NULL,303,VOL_IMB,0.2,1,base,271,167,-48420.529244943944,-289.94328889187994,-282.60181621749837,0.40718562874251496,-4081.418117255001,-4599.363899009998,10967.999999999807,32469.529244944137,-4983.000000000006
NULL,303,VOL_IMB,0.4,0,base,83,72,12568.362508519218,174.5605903961003,29.628202622500957,0.5138888888888888,-4155.034985628001,-4155.034985628001,3574.2499999999714,9436.3874914808,25578.999999999985
NULL,303,VOL_IMB,0.4,1,base,84,73,-14745.752877750896,-201.99661476371094,-201.21411396499937,0.410958904109589,-2068.9061799442184,-2582.6530199749996,3607.999999999939,10154.50287775095,-983.2500000000067
NULL,303,OI_CHANGE_IMB,0.2,0,base,468,230,-55988.080685546825,-243.426437763247,-648.3371319675002,0.3826086956521739,-4702.987781675001,-9166.346562598424,19667.74999999993,51219.0806855469,14898.75
NULL,303,OI_CHANGE_IMB,0.2,1,base,401,207,-79334.54499753426,-383.25867148567283,-451.89869873999834,0.3864734299516908,-3684.80108375,-5112.869019475002,16227.999999999669,48511.7949975346,-14594.750000000002
NULL,303,OI_CHANGE_IMB,0.4,0,base,246,166,-35708.47185038393,-215.11127620713214,-423.2830914749993,0.42771084337349397,-4139.430294818501,-6559.8754338034705,10552.999999999967,26973.471850383965,1818.0
NULL,303,OI_CHANGE_IMB,0.4,1,base,256,164,-59710.56800258765,-364.088829284071,-319.1561245499981,0.4024390243902439,-3684.80108375,-3972.422199400001,10275.999999999785,31007.318002587854,-18427.250000000007
NULL,303,JOINT,0.2,0,base,324,196,-33039.804507310415,-168.5704311597471,-629.1421807325,0.40816326530612246,-4828.47192815,-7174.666022495,13875.499999999953,35521.30450731046,16356.999999999989
NULL,303,JOINT,0.2,1,base,274,172,-52365.39741911116,-304.4499849948324,-282.8841605562492,0.42441860465116277,-2964.8531685349994,-5112.869019475002,11059.999999999778,33093.64741911138,-8211.75000000001
NULL,303,JOINT,0.4,0,base,80,69,-3811.969678814743,-55.24593737412663,-391.9107445699999,0.43478260869565216,-4018.10367708332,-4283.91798976,3350.999999999982,8716.219678814756,8255.250000000004
NULL,303,JOINT,0.4,1,base,110,94,-19734.125150796954,-209.93750160422292,-255.48796462999923,0.40425531914893614,-2964.8531685349994,-2964.8531685349994,4355.9999999999245,13183.125150797016,-2195.0000000000127
NULL,404,VOL_IMB,0.2,0,base,363,211,-6972.066762442522,-33.04297043811623,-386.20406423000054,0.4265402843601896,-5752.371964475,-9804.499606665002,15620.999999999953,39665.06676244257,48314.0
NULL,404,VOL_IMB,0.2,1,base,275,176,-58224.1237365845,-330.8188848669574,-446.537191715002,0.35795454545454547,-4181.733136054998,-4181.733136054998,11119.999999999767,33301.873736584734,-13802.25
NULL,404,VOL_IMB,0.4,0,base,90,78,-21801.471375873072,-279.50604328042397,-440.41114455368853,0.4230769230769231,-5752.371964475,-5752.371964475,3781.749999999988,9831.221375873081,-8188.4999999999945
NULL,404,VOL_IMB,0.4,1,base,89,79,-20899.836798648153,-264.55489618541964,-405.44542448500056,0.3291139240506329,-2107.2876903979995,-2365.475940969996,3555.99999999993,10779.58679864823,-6564.249999999994
NULL,404,OI_CHANGE_IMB,0.2,0,base,483,234,-71515.28380240966,-305.6208709504686,-568.6505084927708,0.37606837606837606,-5007.758190012501,-9306.274633692497,20530.49999999993,52812.03380240973,1827.249999999991
NULL,404,OI_CHANGE_IMB,0.2,1,base,403,208,-72499.53133788149,-348.5554391244302,-399.3766856137456,0.3798076923076923,-4164.540397729997,-4638.735708659999,16539.999999999658,48910.281337881825,-7049.250000000002
NULL,404,OI_CHANGE_IMB,0.4,0,base,249,169,-58943.46631597524,-348.7779071951198,-554.3831917999989,0.38461538461538464,-5007.758190012501,-6835.490878724999,10370.49999999997,27098.216315975267,-21474.750000000007
NULL,404,OI_CHANGE_IMB,0.4,1,base,260,169,-47751.76376591663,-282.5548151829387,-255.72798451000068,0.40236686390532544,-4164.540397729997,-4164.540397729997,10887.999999999745,31988.263765916876,-4875.500000000007
NULL,404,JOINT,0.2,0,base,329,201,-10616.286277831576,-52.81734466582873,-534.1849378125002,0.4079601990049751,-5268.14100665,-6835.490878724999,13985.999999999949,35999.53627783162,39369.24999999999
NULL,404,JOINT,0.2,1,base,292,182,-63941.24474441548,-351.3255205737114,-254.55002922250011,0.3791208791208791,-4164.540397729997,-4164.540397729997,11887.99999999975,35380.994744415715,-16672.250000000007
NULL,404,JOINT,0.4,0,base,83,68,-35088.92472713905,-516.0135989285154,-513.9045601687503,0.38235294117647056,-5007.758190012501,-7093.4846640774995,3491.4999999999955,8946.174727139045,-22651.250000000007
NULL,404,JOINT,0.4,1,base,110,97,-19630.65799507342,-202.37791747498372,-191.32453062499886,0.3917525773195876,-2616.2260001899995,-2616.2260001899995,4535.9999999999,13478.907995073525,-1615.7499999999973
NULL,505,VOL_IMB,0.2,0,base,373,211,-44147.74068194964,-209.23099849265225,-437.1770391585123,0.41706161137440756,-5268.14100665,-7822.139666282501,15597.499999999933,40649.4906819497,12099.249999999982
