entry_day,entry_time,expiry_choice,strike_method,trigger,action,risk,trades,weeks_completed,eligible_weeks,mean_weekly_net,median_weekly_net,profitable_week_rate,profit_factor,max_drawdown,weekly_q05,weekly_es05,execution_coverage,avg_capital_proxy,peak_capital_proxy,gross_pnl,costs,net_pnl,cost_share,gate,regime,fold,stage
FRI,10:00,nearest_weekly,delta020,touch,add_short,no_stop,11,11,11,14579.776215357364,10751.55643001,0.7272727272727273,17.331040781994243,-8036.818014340002,-4020.665128722751,-6257.736914675,1.0,18026.139772727274,43215.25000000002,161973.5,1595.9616310689978,160377.53836893098,0.0098532267998715,False,stress,1,oos
FRI,10:00,nearest_weekly,delta020,ninety_pct,add_short,no_stop,11,11,11,14394.591423254546,10751.55643001,0.7272727272727273,17.279632780529294,-8036.818014340002,-4018.40900717,-6257.736914675,1.0,18026.139772727274,43215.25000000002,159932.5,1591.9943441999987,158340.5056558,0.0099541640642145,False,stress,1,oos
FRI,09:20,nearest_weekly,delta020,ninety_pct,add_short,no_stop,11,11,11,14372.920161307044,10881.624608699996,0.9090909090909092,6.945587339529109,-26591.506060846,-12066.389900993,-26591.506060846,1.0,18208.78977272727,40955.68749999998,159714.75,1612.628225622499,158102.1217743775,0.0100969273384111,False,stress,1,oos
TUE,10:00,nearest_weekly,sigma1,touch,add_short,no_stop,10,10,10,14351.412462506,16010.6799556505,0.9,501.2505700956092,-286.88447990699933,-56.13634335105164,-286.88447990700183,1.0,21825.748749999995,32958.899999999994,144989.0,1474.87537494,143514.12462506,0.0101723260036278,False,stress,1,oos
FRI,11:00,nearest_weekly,delta020,touch,add_short,no_stop,11,11,11,13761.52765026,9800.6590382865,0.7272727272727273,9.476973824474143,-14901.253067731,-6075.6961911155,-6300.3084058385,1.0,17691.256818181817,42474.24999999999,152984.0,1607.1958471399985,151376.80415286002,0.0105056466502379,False,stress,1,oos
TUE,10:00,nearest_weekly,sigma1,ninety_pct,add_short,no_stop,10,10,10,13523.187301128102,16010.6799556505,0.9,472.38093024453104,-286.88447990699933,-56.13634335105164,-286.88447990700183,1.0,21825.748749999995,32958.899999999994,136695.0,1463.1269887189972,135231.87301128102,0.0107035881979516,False,stress,1,oos
FRI,09:20,nearest_weekly,delta020,touch,add_short,no_stop,11,11,11,13484.96497094441,9537.782967536998,0.9090909090909092,6.68795339698201,-26078.732424055,-11810.0030825975,-26078.732424055,1.0,17845.98636363636,40955.68749999998,149919.25,1584.6353196114992,148334.6146803885,0.0105699256073619,False,stress,1,oos
FRI,10:00,nearest_weekly,sigma1,touch,add_short,no_stop,11,11,11,12886.309100411956,9895.431161318,0.9090909090909092,54.36893042062472,-2656.0284979920034,-302.22067911975046,-2656.028497992002,1.0,16110.707954545454,31750.54999999998,143211.25,1461.8498954685,141749.40010453152,0.0102076470631217,False,stress,1,oos
FRI,10:00,nearest_weekly,sigma1,ninety_pct,add_short,no_stop,11,11,11,12477.388533375864,9895.431161318,0.9090909090909092,52.675376966361085,-2656.0284979920034,-359.0152274985003,-2656.028497992002,1.0,16110.707954545454,31750.54999999998,138706.75,1455.4761328655063,137251.2738671345,0.0104931889245873,False,stress,1,oos
FRI,11:00,nearest_weekly,delta020,ninety_pct,add_short,no_stop,11,11,11,12453.147536543407,9800.6590382865,0.7272727272727273,5.695952561408159,-26214.627318078004,-11732.383316289004,-17164.458226739505,1.0,17691.256818181817,42474.24999999999,138570.25,1585.6270980225008,136984.6229019775,0.0114427671020475,False,stress,1,oos
