Epoch,Timestamp,Open,High,Low,Close,Volume
1788925500,2026-09-09T09:15:00,23522.05,23536.5,23493.3,23494.95,5183019
1788925560,2026-09-09T09:16:00,23495.5,23496.75,23477.55,23483.7,3077772
1788925620,2026-09-09T09:17:00,23484,23489.85,23480.9,23485.95,2282056
1788925680,2026-09-09T09:18:00,23486.85,23504.25,23485.05,23501.5,2571464
1788925740,2026-09-09T09:19:00,23503.65,23504.65,23497.6,23500.45,1860021
1788925800,2026-09-09T09:20:00,23500.35,23506.1,23495.85,23506.1,2067647
1788925860,2026-09-09T09:21:00,23506.9,23515,23503.2,23507.25,2097667
1788925920,2026-09-09T09:22:00,23508.7,23509.95,23498.8,23502.45,1984494
1788925980,2026-09-09T09:23:00,23501.55,23503.2,23493.8,23500.85,1344203
1788926040,2026-09-09T09:24:00,23502.5,23512.5,23497.95,23512.4,1809800
1788926100,2026-09-09T09:25:00,23511.8,23515.5,23508.05,23514.95,2228566
1788926160,2026-09-09T09:26:00,23515.95,23521.75,23511.65,23512.85,1863047
1788926220,2026-09-09T09:27:00,23513.55,23513.55,23503.95,23512.7,1373505
1788926280,2026-09-09T09:28:00,23513.8,23513.8,23507.25,23509.05,1394946
1788926340,2026-09-09T09:29:00,23511.1,23511.25,23506.2,23509.4,1176677
1788926400,2026-09-09T09:30:00,23510.85,23517.8,23509,23510.45,1185851
1788926460,2026-09-09T09:31:00,23511.55,23517.9,23508.5,23509.5,787913
1788926520,2026-09-09T09:32:00,23511.55,23516,23506.2,23510.7,1150110
1788926580,2026-09-09T09:33:00,23511.8,23515.65,23509.9,23511.6,1081978
1788926640,2026-09-09T09:34:00,23512.55,23518.2,23511,23515.9,2149195
1788926700,2026-09-09T09:35:00,23515.1,23516.5,23508.15,23509.85,1097969
1788926760,2026-09-09T09:36:00,23511.1,23513.35,23506.6,23512.55,2109057
1788926820,2026-09-09T09:37:00,23513.15,23521.3,23513.15,23519.4,1027396
1788926880,2026-09-09T09:38:00,23521.4,23526.2,23518.95,23525.15,800487
1788926940,2026-09-09T09:39:00,23526.65,23531.25,23523.05,23526.25,709665
1788927000,2026-09-09T09:40:00,23527.6,23533.45,23524.9,23532.3,888038
1788927060,2026-09-09T09:41:00,23532.55,23532.55,23525,23525.4,1694537
1788927120,2026-09-09T09:42:00,23526.85,23527.9,23524.35,23527.15,1818960
1788927180,2026-09-09T09:43:00,23527.8,23531.9,23526.2,23529.9,2012131
1788927240,2026-09-09T09:44:00,23530.6,23532.05,23524.8,23525.45,1929961
1788927300,2026-09-09T09:45:00,23526.6,23527.75,23519.15,23521.85,1352809
1788927360,2026-09-09T09:46:00,23522.7,23522.7,23513.35,23515.05,1179332
1788927420,2026-09-09T09:47:00,23515.7,23519.5,23509.95,23510.85,1416265
1788927480,2026-09-09T09:48:00,23512.05,23512.05,23504.65,23506.95,803894
1788927540,2026-09-09T09:49:00,23507.85,23507.85,23497.5,23498.55,1159770
1788927600,2026-09-09T09:50:00,23498.6,23500.25,23488.4,23490.1,1205527
1788927660,2026-09-09T09:51:00,23491.15,23495.45,23490.45,23491.4,1181960
1788927720,2026-09-09T09:52:00,23491.75,23500.9,23490.05,23498.35,773414
1788927780,2026-09-09T09:53:00,23498.8,23499.15,23494.75,23494.9,997246
1788927840,2026-09-09T09:54:00,23496.55,23498.45,23494.7,23497.4,1246805
1788927900,2026-09-09T09:55:00,23498,23498.8,23494.1,23496.05,791361
1788927960,2026-09-09T09:56:00,23497.4,23498.65,23492.5,23492.5,2921621
1788928020,2026-09-09T09:57:00,23494.05,23495.5,23491.1,23494.3,1108025
1788928080,2026-09-09T09:58:00,23494.85,23495.55,23487.35,23489.35,943414
1788928140,2026-09-09T09:59:00,23491.55,23493.5,23484.4,23488.85,983630
1788928200,2026-09-09T10:00:00,23491,23491,23472.85,23473.75,1491632
1788928260,2026-09-09T10:01:00,23474.55,23476.55,23468.45,23474.1,1164909
1788928320,2026-09-09T10:02:00,23475.4,23481.6,23474.4,23479.35,798868
1788928380,2026-09-09T10:03:00,23480.25,23482.25,23476.45,23480.4,747399
1788928440,2026-09-09T10:04:00,23481.4,23483.9,23474.95,23479.8,2381751
1788928500,2026-09-09T10:05:00,23480.5,23480.95,23477.35,23479.15,641385
1788928560,2026-09-09T10:06:00,23479.65,23481.35,23473.75,23474.45,710267
1788928620,2026-09-09T10:07:00,23475.8,23475.9,23467.85,23472.45,1531909
1788928680,2026-09-09T10:08:00,23473.7,23475.35,23470.3,23472.15,944443
1788928740,2026-09-09T10:09:00,23474.55,23478.35,23472.45,23475.8,840798
1788928800,2026-09-09T10:10:00,23477.7,23477.7,23469.8,23470.1,895502
1788928860,2026-09-09T10:11:00,23470.35,23474.9,23466.65,23474.05,680002
1788928920,2026-09-09T10:12:00,23475.2,23480.35,23473.1,23480.35,524171
1788928980,2026-09-09T10:13:00,23481,23486.6,23479.8,23486.45,1220859
1788929040,2026-09-09T10:14:00,23486.85,23487.2,23481.65,23484.85,879140
1788929100,2026-09-09T10:15:00,23486,23490.4,23484.7,23487.1,644117
1788929160,2026-09-09T10:16:00,23488.25,23496.25,23485.6,23495.85,746666
1788929220,2026-09-09T10:17:00,23496.95,23503.55,23496,23501.95,707270
1788929280,2026-09-09T10:18:00,23502.7,23512.95,23502.5,23511.65,778412
1788929340,2026-09-09T10:19:00,23512.6,23519.85,23509.4,23516.8,1337816
1788929400,2026-09-09T10:20:00,23518.25,23527.4,23515.55,23522.9,1352011
1788929460,2026-09-09T10:21:00,23524.5,23526.45,23521.5,23522.85,1112921
1788929520,2026-09-09T10:22:00,23523.45,23526.85,23521,23522,1412467
1788929580,2026-09-09T10:23:00,23523.25,23532.9,23521.6,23531.95,1534228
1788929640,2026-09-09T10:24:00,23533.75,23549.3,23533.6,23537.8,1733061
1788929700,2026-09-09T10:25:00,23538.7,23541,23533.8,23534.4,1048654
1788929760,2026-09-09T10:26:00,23535.1,23539.3,23533.4,23535.45,842103
1788929820,2026-09-09T10:27:00,23536.55,23538,23533.1,23537.6,1011679
1788929880,2026-09-09T10:28:00,23538.55,23540.5,23537.25,23539.5,1123934
1788929940,2026-09-09T10:29:00,23541.2,23541.65,23538.2,23539.65,1222367
1788930000,2026-09-09T10:30:00,23540.1,23545.45,23538.35,23539.3,1769054
1788930060,2026-09-09T10:31:00,23539.9,23539.9,23532.65,23533.6,948490
1788930120,2026-09-09T10:32:00,23534.75,23534.75,23528.8,23532.3,1049930
1788930180,2026-09-09T10:33:00,23534.05,23535.9,23532.05,23534,606105
1788930240,2026-09-09T10:34:00,23534.6,23534.95,23525.5,23525.8,443463
1788930300,2026-09-09T10:35:00,23527.2,23527.2,23519.05,23519.4,620962
1788930360,2026-09-09T10:36:00,23520.95,23523.55,23518.05,23522.6,487576
1788930420,2026-09-09T10:37:00,23523.5,23524.35,23514.4,23515.95,552559
1788930480,2026-09-09T10:38:00,23516.4,23518.2,23509.55,23510.1,1026869
1788930540,2026-09-09T10:39:00,23511.2,23512.05,23505.85,23512.05,926416
1788930600,2026-09-09T10:40:00,23512.1,23512.35,23504.6,23505.55,725649
1788930660,2026-09-09T10:41:00,23507.35,23507.35,23502.55,23504.45,793585
1788930720,2026-09-09T10:42:00,23506,23506.1,23501.6,23502.15,974420
1788930780,2026-09-09T10:43:00,23503.6,23508.45,23501.7,23505.3,1162062
1788930840,2026-09-09T10:44:00,23506.9,23510.5,23504.5,23509.75,685917
1788930900,2026-09-09T10:45:00,23510.65,23514.65,23507.85,23513.9,1751560
1788930960,2026-09-09T10:46:00,23514.4,23519.75,23514.4,23516.5,704675
1788931020,2026-09-09T10:47:00,23516.4,23522.45,23515.7,23517.7,714126
1788931080,2026-09-09T10:48:00,23519.05,23525.2,23515.75,23521.85,673378
1788931140,2026-09-09T10:49:00,23522.95,23525.05,23518.35,23518.35,567402
1788931200,2026-09-09T10:50:00,23519.2,23523.7,23518,23520.6,683424
1788931260,2026-09-09T10:51:00,23522.8,23522.8,23514.6,23515.9,640853
1788931320,2026-09-09T10:52:00,23516.7,23518.5,23514.35,23516.7,1427330
1788931380,2026-09-09T10:53:00,23517.5,23521.4,23515.85,23519.5,399067
1788931440,2026-09-09T10:54:00,23520.95,23525.25,23517.4,23525.25,511885
1788931500,2026-09-09T10:55:00,23525.35,23530.35,23523.95,23529.15,620148
1788931560,2026-09-09T10:56:00,23530.1,23532.05,23526.5,23527.6,601356
1788931620,2026-09-09T10:57:00,23529,23531.5,23527.55,23530.5,567680
1788931680,2026-09-09T10:58:00,23532.2,23532.25,23524.7,23528.65,945346
1788931740,2026-09-09T10:59:00,23529.6,23537.15,23527.8,23535.6,559197
1788931800,2026-09-09T11:00:00,23536.65,23540.1,23533.15,23540.1,669191
1788931860,2026-09-09T11:01:00,23541.3,23543.7,23533.5,23536.9,704039
1788931920,2026-09-09T11:02:00,23537.7,23541.65,23536.15,23536.7,656758
1788931980,2026-09-09T11:03:00,23537.85,23541.45,23534.7,23539.55,1341417
1788932040,2026-09-09T11:04:00,23540.2,23540.2,23534.65,23536.95,531467
1788932100,2026-09-09T11:05:00,23537.3,23537.3,23532.4,23534,2165281
1788932160,2026-09-09T11:06:00,23535.05,23535.5,23527.5,23530.2,1302799
1788932220,2026-09-09T11:07:00,23531.7,23535.75,23531.15,23532.5,1146254
1788932280,2026-09-09T11:08:00,23533.45,23534.05,23530.5,23532.45,635155
1788932340,2026-09-09T11:09:00,23532.9,23535.6,23529.8,23531.6,795588
1788932400,2026-09-09T11:10:00,23531.5,23533.2,23527.5,23528.55,555697
1788932460,2026-09-09T11:11:00,23529.4,23530.45,23524.9,23528.75,575056
1788932520,2026-09-09T11:12:00,23530.85,23530.85,23524.8,23527.45,882426
1788932580,2026-09-09T11:13:00,23528,23528.8,23524,23527.25,794844
1788932640,2026-09-09T11:14:00,23528.05,23530.4,23524.95,23524.95,722586
1788932700,2026-09-09T11:15:00,23527,23530.95,23525.45,23527.9,589269
1788932760,2026-09-09T11:16:00,23528.6,23529.3,23523.1,23524.6,789797
1788932820,2026-09-09T11:17:00,23525.7,23529.4,23521.15,23522.6,1207095
1788932880,2026-09-09T11:18:00,23524.05,23524.3,23518.6,23520.05,1585740
1788932940,2026-09-09T11:19:00,23521.6,23528.8,23518,23526.95,882922
1788933000,2026-09-09T11:20:00,23527.7,23531.4,23524.7,23526.6,708482
1788933060,2026-09-09T11:21:00,23526.55,23527.3,23520.4,23520.65,822533
1788933120,2026-09-09T11:22:00,23521.15,23521.3,23515.35,23516.35,595818
1788933180,2026-09-09T11:23:00,23517.3,23518.1,23514.05,23516.15,551591
1788933240,2026-09-09T11:24:00,23517.7,23518.6,23514.8,23517.05,421514
1788933300,2026-09-09T11:25:00,23518.45,23522.8,23516.4,23520.35,574839
1788933360,2026-09-09T11:26:00,23522.2,23522.3,23515.5,23517.4,535844
1788933420,2026-09-09T11:27:00,23518.5,23518.8,23512.6,23516.3,680062
1788933480,2026-09-09T11:28:00,23516.15,23518.5,23513.55,23517.7,448568
1788933540,2026-09-09T11:29:00,23517.8,23519.45,23514.3,23517.1,429687
1788933600,2026-09-09T11:30:00,23517.75,23520.2,23516.6,23518.05,477568
1788933660,2026-09-09T11:31:00,23518.7,23519.65,23516.6,23519.05,895151
1788933720,2026-09-09T11:32:00,23520.05,23520.05,23515.4,23516.75,661031
1788933780,2026-09-09T11:33:00,23517.85,23520.5,23515.9,23517.25,646891
1788933840,2026-09-09T11:34:00,23517.85,23517.9,23514.65,23515.85,516443
1788933900,2026-09-09T11:35:00,23515.85,23519.1,23513.2,23518.1,711817
1788933960,2026-09-09T11:36:00,23518.9,23520.1,23515.25,23517,593279
1788934020,2026-09-09T11:37:00,23517.55,23517.65,23513.15,23513.7,541810
1788934080,2026-09-09T11:38:00,23515.05,23518.8,23513.55,23517.8,442972
1788934140,2026-09-09T11:39:00,23518.6,23519.95,23515.55,23517.2,601912
1788934200,2026-09-09T11:40:00,23518.25,23521.15,23516.6,23518.85,943006
1788934260,2026-09-09T11:41:00,23520.1,23523.8,23518.2,23522,552823
1788934320,2026-09-09T11:42:00,23522.9,23525.8,23521.4,23524.75,510693
1788934380,2026-09-09T11:43:00,23525.95,23529,23524,23527.25,641627
1788934440,2026-09-09T11:44:00,23528.75,23531.45,23526.6,23528.75,889614
1788934500,2026-09-09T11:45:00,23530.45,23532.35,23526.6,23529.1,678077
1788934560,2026-09-09T11:46:00,23529.7,23529.7,23522.45,23523.45,845592
1788934620,2026-09-09T11:47:00,23524.4,23527.3,23522,23525.15,1257471
1788934680,2026-09-09T11:48:00,23524.25,23524.75,23519.45,23522.55,504095
1788934740,2026-09-09T11:49:00,23523.25,23523.8,23515.45,23517,1174315
1788934800,2026-09-09T11:50:00,23518.15,23518.15,23512.85,23513.95,576905
1788934860,2026-09-09T11:51:00,23514.75,23515.15,23508.75,23509,561219
1788934920,2026-09-09T11:52:00,23510.4,23511.4,23504.95,23505.3,545988
1788934980,2026-09-09T11:53:00,23505.85,23507,23503.25,23506.15,474223
1788935040,2026-09-09T11:54:00,23507.35,23507.45,23502.2,23502.3,449076
1788935100,2026-09-09T11:55:00,23503.3,23503.5,23496.75,23499.85,556758
1788935160,2026-09-09T11:56:00,23501.35,23503.85,23499.65,23500.3,413203
1788935220,2026-09-09T11:57:00,23500.95,23501.8,23496.35,23498.8,667095
1788935280,2026-09-09T11:58:00,23499.65,23499.95,23495.25,23496.35,481713
1788935340,2026-09-09T11:59:00,23496.5,23496.6,23486.95,23488.5,957432
1788935400,2026-09-09T12:00:00,23490.3,23491.7,23485.85,23486.2,1014021
1788935460,2026-09-09T12:01:00,23487.3,23488.25,23479.4,23483.1,901500
1788935520,2026-09-09T12:02:00,23482.05,23483.9,23478,23479.9,921535
1788935580,2026-09-09T12:03:00,23480.35,23483.65,23477.15,23481.75,701556
1788935640,2026-09-09T12:04:00,23482.6,23485.25,23480.1,23481.15,382496
1788935700,2026-09-09T12:05:00,23481.9,23484.3,23477.45,23478.15,430594
1788935760,2026-09-09T12:06:00,23478.7,23478.7,23474.05,23475.2,615732
1788935820,2026-09-09T12:07:00,23476.1,23476.5,23470.85,23471.9,761607
1788935880,2026-09-09T12:08:00,23472.7,23476.9,23471.05,23476.2,520570
1788935940,2026-09-09T12:09:00,23476.8,23479.85,23473.3,23474.95,1623144
1788936000,2026-09-09T12:10:00,23476.3,23476.85,23473.95,23474.3,3097043
1788936060,2026-09-09T12:11:00,23475.2,23476.2,23472.8,23474.45,517498
1788936120,2026-09-09T12:12:00,23476,23483.2,23474.6,23483.2,1344609
1788936180,2026-09-09T12:13:00,23484.7,23487.7,23482.4,23486.2,574075
1788936240,2026-09-09T12:14:00,23487.65,23490.35,23485.35,23487.8,674432
1788936300,2026-09-09T12:15:00,23488.85,23489.45,23482.8,23484.8,637303
1788936360,2026-09-09T12:16:00,23485.65,23485.65,23479.45,23480.95,564634
1788936420,2026-09-09T12:17:00,23482.2,23486,23480.75,23485.15,424471
1788936480,2026-09-09T12:18:00,23485.65,23485.95,23481.65,23482.1,411210
1788936540,2026-09-09T12:19:00,23482.4,23483.15,23477.35,23479.2,473760
1788936600,2026-09-09T12:20:00,23480.5,23481.4,23477.4,23480.5,490598
1788936660,2026-09-09T12:21:00,23481.2,23481.45,23477.4,23477.4,404866
1788936720,2026-09-09T12:22:00,23479.3,23480.4,23477.05,23478.9,413590
