entry_day,entry_time,expiry_choice,strike_method,trigger,action,risk,trades,weeks_completed,eligible_weeks,mean_weekly_net,median_weekly_net,profitable_week_rate,profit_factor,max_drawdown,weekly_q05,weekly_es05,execution_coverage,avg_capital_proxy,peak_capital_proxy,gross_pnl,costs,net_pnl,cost_share,gate,regime,fold,stage
WED,09:20,second_nearest_weekly,delta020,ninety_pct,add_short,no_stop,12,12,12,18998.693200425085,12859.47287395825,0.9166666666666666,14.689348896298664,-16654.138931819005,-6704.415314735749,-16654.138931819,1.0,31196.086458333342,75467.43750000003,229820.5,1836.181594898993,227984.31840510105,0.0079896336266738,False,base,2,oos
WED,09:20,second_nearest_weekly,delta020,touch,add_short,no_stop,12,12,12,17582.599947599083,12859.47287395825,0.9166666666666666,15.195176390042567,-14863.584190414986,-5839.791462704525,-14863.584190415,1.0,30387.94687500001,75467.43750000003,212771.0,1779.8006288109927,210991.199371189,0.008364864708118,False,base,2,oos
WED,11:00,second_nearest_weekly,delta020,touch,add_short,no_stop,12,12,12,16907.644551459834,12327.49646528025,0.75,8.795192244049602,-25141.986752036,-12212.882427737197,-16152.102858825996,1.0,29855.285416666666,61545.25000000002,204737.0,1845.2653824819968,202891.734617518,0.0090128573852405,False,base,2,oos
FRI,10:00,second_nearest_weekly,delta020,ninety_pct,add_short,no_stop,10,10,10,16363.17517946225,12948.672382509,0.9,105.78373829772777,-1561.6139913779916,3144.8620953399004,-1561.6139913780005,1.0,25767.235,44852.437500000015,165005.75,1373.9982053774995,163631.75179462248,0.0083269716684267,False,base,2,oos
WED,10:00,second_nearest_weekly,delta020,touch,add_short,no_stop,12,12,12,16319.02280409196,13807.0159038665,0.8333333333333334,32.09187694336491,-6298.374138229483,-2953.545707024222,-5105.60069002,1.0,27184.719791666677,41042.62500000001,197603.25,1774.9763508965025,195828.2736491035,0.0089825261016531,False,base,2,oos
FRI,10:00,second_nearest_weekly,delta020,touch,add_short,no_stop,10,10,10,15715.9285866459,12948.672382509,0.9,259.50736597791325,-607.9489660650142,3669.377859262049,-607.9489660650004,1.0,24870.18625,39959.56249999999,158496.0,1336.7141335410015,157159.285866459,0.0084337404952869,False,base,2,oos
FRI,11:00,second_nearest_weekly,delta020,ninety_pct,add_short,no_stop,10,10,10,15521.472579910149,12363.177809764751,0.9,75.8337311559315,-2074.1278485190123,2765.1801524389257,-2074.1278485190005,1.0,24791.731250000004,44091.12499999999,156575.25,1360.5242008984992,155214.7257991015,0.0086892673069243,False,base,2,oos
WED,11:00,second_nearest_weekly,delta020,ninety_pct,add_short,no_stop,12,12,12,15229.27985854096,12327.49646528025,0.75,7.545029675105098,-27036.341768303988,-13160.059935871195,-17099.280366959996,1.0,29855.285416666666,61545.25000000002,184564.25,1812.8916975084996,182751.3583024915,0.0098225506700701,False,base,2,oos
FRI,11:00,second_nearest_weekly,delta020,touch,add_short,no_stop,10,10,10,14884.6112145802,12363.177809764751,0.9,133.84341886498828,-1120.462823206006,3289.6959163610754,-1120.4628232060004,1.0,23909.90875000001,35272.899999999994,150169.5,1323.3878541980023,148846.112145802,0.0088126274256623,False,base,2,oos
FRI,09:20,second_nearest_weekly,delta020,touch,add_short,no_stop,10,10,10,14868.776699027498,13110.8641646445,0.9,22.878565723259957,-6796.04727617951,58.64414743557609,-6796.0472761795,1.0,24948.8525,40421.54999999998,150033.0,1345.2330097249987,148687.766990275,0.0089662474903854,False,base,2,oos
WED,10:00,second_nearest_weekly,delta020,ninety_pct,add_short,no_stop,12,12,12,14816.081324290291,13807.0159038665,0.8333333333333334,21.423666019866733,-8705.243011638493,-4228.018456838772,-5598.651995624,1.0,27184.719791666677,41042.62500000001,179533.25,1740.274108516502,177792.9758914835,0.0096933248215386,False,base,2,oos
FRI,09:20,second_nearest_weekly,delta020,ninety_pct,add_short,no_stop,10,10,10,14750.397072541897,13110.8641646445,0.9,14.95261148001495,-10571.782274357509,-2018.010101562324,-10571.782274357498,1.0,26640.03875,50526.93749999998,148895.5,1391.5292745809984,147503.97072541897,0.0093456771667444,False,base,2,oos
MON,10:00,second_nearest_weekly,delta020,ninety_pct,add_short,no_stop,11,11,11,14503.619694960043,17118.4929141665,0.8181818181818182,4.86217470707328,-29897.658744368004,-20654.142904563003,-29897.658744368,1.0,28616.04318181818,40735.49999999999,161398.25,1858.4333554395023,159539.8166445605,0.0115145818212991,False,base,2,oos
WED,09:20,second_nearest_weekly,sigma1,ninety_pct,add_short,no_stop,12,12,12,14166.90554563821,10428.2719584675,1.0,inf,0.0,5024.35916652785,4057.224585011999,1.0,26923.27083333333,44026.93749999998,171577.25,1574.383452341498,170002.8665476585,0.0091759452511419,False,base,2,oos
WED,09:20,second_nearest_weekly,delta020,ninety_pct,add_short,stop_2x_credit,12,12,12,13886.037156489709,11051.077460312,0.75,4.175490676758876,-35041.34030947249,-18080.337472557723,-19823.46902234949,1.0,31196.086458333342,75467.43750000003,168496.25,1863.804122123494,166632.4458778765,0.0110613982336312,False,base,2,oos
WED,09:20,second_nearest_weekly,sigma1,touch,add_short,no_stop,12,12,12,13594.459839298,10428.2719584675,1.0,inf,0.0,5057.932067929174,4131.831032570499,1.0,26307.85625,44026.93749999998,164671.0,1537.4819284239984,163133.518071576,0.0093366890856556,False,base,2,oos
WED,11:00,second_nearest_weekly,sigma1,ninety_pct,add_short,no_stop,12,12,12,13556.863907168545,10737.5191187455,0.9166666666666666,103.51483532960248,-1586.915360718005,796.3783081765996,-1586.9153607180003,1.0,25682.35312500001,39479.70000000002,164284.25,1601.8831139774957,162682.36688602253,0.0097506797759218,False,base,2,oos
MON,10:00,second_nearest_weekly,delta020,ninety_pct,add_short,stop_2x_credit,11,11,11,13223.725264735956,17118.4929141665,0.8181818181818182,3.626259787197776,-37858.03451276501,-27693.562270795504,-37858.03451276501,1.0,28616.04318181818,40735.49999999999,147325.75,1864.772087904504,145460.9779120955,0.012657475613764,False,base,2,oos
WED,11:00,second_nearest_weekly,sigma1,touch,add_short,no_stop,12,12,12,13125.66158488825,9931.44510925475,0.9166666666666666,105.15063856867378,-1512.3089131595043,829.9512095779244,-1512.3089131595004,1.0,25322.022916666672,39479.70000000002,159074.5,1566.5609813410035,157507.939018659,0.0098479704876708,False,base,2,oos
FRI,09:20,second_nearest_weekly,sigma1,ninety_pct,add_short,no_stop,10,10,10,12806.77436300855,9352.96983870875,1.0,inf,0.0,6907.824613943651,6373.577574253,1.0,23658.878750000003,36222.54999999999,129333.75,1266.006369914502,128067.7436300855,0.0097886775100428,False,base,2,oos
MON,09:20,second_nearest_weekly,delta020,ninety_pct,add_short,stop_2x_credit,11,11,11,12635.366857602134,13766.1033997235,0.8181818181818182,6.895262190450051,-20413.308034501504,-11788.197958250004,-20413.3080345015,1.0,26980.90909090909,41721.06250000001,140754.25,1765.2145663764995,138989.03543362347,0.0125411102426853,False,base,2,oos
TUE,11:00,nearest_weekly,delta020,touch,add_short,no_stop,10,10,10,12587.6308412916,8871.271688167999,0.9,43.72847346838573,-2945.958472072496,-954.25470309615,-2945.9584720725,1.0,21131.51625,36208.9,127309.0,1432.6915870840046,125876.30841291598,0.0112536551782199,False,base,2,oos
FRI,11:00,second_nearest_weekly,sigma1,ninety_pct,add_short,no_stop,10,10,10,12406.8638361232,9146.9911682755,1.0,inf,0.0,6019.68351213855,5958.376474797,1.0,22354.13375,34422.37499999999,125313.5,1244.8616387679997,124068.638361232,0.0099339786915854,False,base,2,oos
MON,09:20,second_nearest_weekly,delta020,ninety_pct,add_short,no_stop,11,11,11,12373.180631364545,13766.1033997235,0.8181818181818182,6.143715081319932,-23297.356523115,-13230.222202556752,-23297.356523115,1.0,26980.90909090909,41721.06250000001,137871.5,1766.5130549899975,136104.98694501,0.0128127499518754,False,base,2,oos
MON,09:20,second_nearest_weekly,delta020,touch,add_short,stop_2x_credit,11,11,11,12152.721349008229,13659.051660949,0.8181818181818182,7.001169102042878,-19112.560840112,-11137.824361055253,-19112.560840112,1.0,26643.145454545454,41721.06250000001,135411.25,1731.3151609095005,133679.9348390905,0.01278560799719,False,base,2,oos
WED,09:20,second_nearest_weekly,delta020,touch,add_short,stop_2x_credit,12,12,12,12078.142502448458,11051.077460312,0.75,3.927949695177946,-31249.38651834697,-17257.906264823872,-17929.114006081494,1.0,30387.94687500001,75467.43750000003,146747.25,1809.539970618492,144937.7100293815,0.0123309974845763,False,base,2,oos
WED,10:00,second_nearest_weekly,sigma1,ninety_pct,add_short,no_stop,12,12,12,11910.58681517654,10713.726567004,1.0,inf,0.0,5424.575364408025,4858.7423129565,1.0,25120.509374999998,35637.87499999998,144472.25,1545.2082178815035,142927.04178211847,0.0106955364637949,False,base,2,oos
MON,09:20,second_nearest_weekly,delta020,touch,add_short,no_stop,11,11,11,11890.535122770638,13659.051660949,0.8181818181818182,6.198627203459623,-21996.6093287255,-12579.848605362004,-21996.6093287255,1.0,26643.145454545454,41721.06250000001,132528.5,1732.6136495229985,130795.886350477,0.0130735173907725,False,base,2,oos
TUE,11:00,nearest_weekly,delta020,ninety_pct,add_short,no_stop,10,10,10,11774.9242279808,8871.271688167999,0.9,37.996037035323816,-3182.7528491060075,-1084.4916104645754,-3182.752849106001,1.0,21131.51625,36208.9,119171.0,1421.7577201919978,117749.242279808,0.0119304001828632,False,base,2,oos
FRI,09:20,second_nearest_weekly,sigma1,touch,add_short,no_stop,10,10,10,11679.9866211962,10211.30950740575,1.0,inf,0.0,6907.824613943651,6373.577574253,1.0,22968.4,36222.54999999999,118020.5,1220.6337880379997,116799.86621196198,0.0103425573357001,False,base,2,oos
FRI,10:00,second_nearest_weekly,sigma1,touch,add_short,no_stop,10,10,10,11107.6421837405,9254.035201729,1.0,inf,0.0,6406.177348077475,6334.652471179,1.0,21844.273750000004,32641.04999999998,112274.5,1198.0781625949976,111076.421837405,0.0106709730401382,False,base,2,oos
TUE,09:20,nearest_weekly,delta020,ninety_pct,add_short,no_stop,10,10,10,11000.6998770639,8076.54698108,0.8,10.06989401388511,-10985.68062991,-6556.531449443271,-10985.680629909995,1.0,22473.78250000001,35560.850000000006,111449.0,1442.0012293610057,110006.998770639,0.0129386645852453,False,base,2,oos
MON,09:20,second_nearest_weekly,sigma1,ninety_pct,add_short,no_stop,11,11,11,10946.2878473185,10548.2871736185,0.9090909090909092,16.67593974107285,-7681.145010082997,-1425.534906681249,-7681.145010083,1.0,24129.078409090904,36880.18749999999,121943.25,1534.083679496499,120409.16632050351,0.0125803082950183,False,base,2,oos
FRI,10:00,second_nearest_weekly,sigma1,ninety_pct,add_short,no_stop,10,10,10,10945.4542542655,9254.035201729,1.0,inf,0.0,6406.177348077475,6334.652471179,1.0,21844.273750000004,32641.04999999998,110649.5,1194.957457345,109454.542542655,0.010799483570599,False,base,2,oos
FRI,11:00,second_nearest_weekly,sigma1,touch,add_short,no_stop,10,10,10,10932.6695493754,9146.9911682755,1.0,inf,0.0,6019.68351213855,5958.376474797,1.0,21665.68625000001,32334.89999999999,110519.5,1192.8045062460003,109326.695493754,0.0107927063210202,False,base,2,oos
WED,09:20,second_nearest_weekly,sigma1,touch,add_short,stop_2x_credit,12,12,12,10914.982621720124,9627.0674395215,0.9166666666666666,11.739375679516222,-12196.220280334004,-3215.792058236525,-12196.220280334,1.0,26307.85625,44026.93749999998,132531.75,1551.9585393584985,130979.79146064149,0.011710088634297,False,base,2,oos
TUE,10:00,nearest_weekly,delta020,ninety_pct,add_short,no_stop,10,10,10,10865.026708421849,7843.26357083125,0.9,9.961408552349605,-12124.239894824495,-5444.275303010349,-12124.239894824495,1.0,21636.615,35765.60000000001,110061.25,1410.9829157814993,108650.2670842185,0.0128199790187872,False,base,2,oos
FRI,10:00,second_nearest_weekly,delta020,ninety_pct,add_short,stop_2x_credit,10,10,10,10718.958977225298,11675.497136130249,0.8,4.0133730827518965,-19569.932072091997,-17964.07698770942,-19569.932072092,1.0,25767.235,44852.437500000015,108589.0,1399.410227747001,107189.589772253,0.0128872190345891,False,base,2,oos
WED,10:00,second_nearest_weekly,sigma1,touch,add_short,no_stop,12,12,12,10354.1637442585,9542.7297161945,1.0,inf,0.0,4657.30490454855,4411.1036276055,1.0,23309.40624999999,33132.937500000015,125664.5,1414.5350688980016,124249.964931102,0.0112564413091843,False,base,2,oos
MON,11:00,second_nearest_weekly,delta020,touch,add_short,no_stop,11,11,11,10267.733299124682,12179.897744137,0.8181818181818182,3.996436650272368,-21633.3083667015,-18846.56334718525,-21633.3083667015,1.0,24347.286363636365,34249.31250000002,114643.75,1698.6837096285008,112945.0662903715,0.0148170633778858,False,base,2,oos
TUE,09:20,second_nearest_weekly,delta020,touch,add_short,stop_2x_credit,10,10,10,10150.8619410145,12078.81329550375,0.8,3.377524563337268,-42695.08756101349,-22341.32537845972,-31285.359760036496,1.0,29437.703750000008,40197.625000000015,103077.0,1568.3805898550015,101508.619410145,0.0152156212332043,False,base,2,oos
TUE,10:00,nearest_weekly,sigma1,touch,add_short,no_stop,10,10,10,10124.377970391848,7755.418733379999,1.0,inf,0.0,3628.6064181588,3057.3850204245,1.0,19644.82,32958.899999999994,102508.25,1264.470296081499,101243.77970391848,0.0123353027300875,False,base,2,oos
FRI,11:00,second_nearest_weekly,delta020,ninety_pct,add_short,stop_2x_credit,10,10,10,10037.2284020698,11253.81237215575,0.8,3.887057008717749,-19097.799442142496,-17554.61399942215,-19097.7994421425,1.0,24791.731250000004,44091.12499999999,101757.5,1385.215979302,100372.284020698,0.0136129128496867,False,base,2,oos
TUE,10:00,nearest_weekly,delta020,touch,add_short,no_stop,10,10,10,10035.0727936577,7843.26357083125,0.9,10.919654314522669,-10116.353327923993,-4303.445407083198,-10116.353327923996,1.0,21085.43125,35765.60000000001,101718.5,1367.7720634230018,100350.727936577,0.0134466401237041,False,base,2,oos
FRI,09:20,second_nearest_weekly,delta020,ninety_pct,add_short,stop_2x_credit,10,10,10,9906.366138679,11922.02664159275,0.8,3.466297446000257,-21564.981755757995,-20231.6284468054,-21564.981755758,1.0,26640.03875,50526.93749999998,100477.0,1413.338613209995,99063.66138679,0.0140662899291379,False,base,2,oos
FRI,09:20,second_nearest_weekly,delta020,touch,add_short,stop_2x_credit,10,10,10,9899.564404610352,11922.02664159275,0.8,3.7147716945592895,-18676.303640083992,-18277.1280429572,-18676.303640084,1.0,24948.8525,40421.54999999998,100363.25,1367.6059538964982,98995.64404610352,0.0136265610559293,False,base,2,oos
TUE,10:00,nearest_weekly,sigma1,ninety_pct,add_short,no_stop,10,10,10,9867.7966659624,7164.58856185175,1.0,inf,0.0,3505.5057796872748,2833.565677749,1.0,19644.82,32958.899999999994,99937.5,1259.5333403759985,98677.96665962398,0.0126032104102663,False,base,2,oos
THU,11:00,second_nearest_weekly,sigma1,touch,add_short,no_stop,10,10,10,9821.948139166096,9484.338208923,0.9,5.190779421504785,-23437.04392735452,-9857.31912735506,-23437.04392735452,1.0,23888.32875,36737.99999999999,99599.5,1380.0186083390035,98219.48139166096,0.0138556780740767,False,base,2,oos
FRI,10:00,second_nearest_weekly,delta020,touch,add_short,stop_2x_credit,10,10,10,9797.28883036275,11675.497136130249,0.8,3.71539093098711,-19823.338394995502,-18218.5962625332,-19823.3383949955,1.0,24870.18625,39959.56249999999,99336.25,1363.3616963725017,97972.8883036275,0.0137247147579307,False,base,2,oos
MON,11:00,second_nearest_weekly,delta020,ninety_pct,add_short,no_stop,11,11,11,9792.76033313427,12149.763995032,0.8181818181818182,3.7624945388031175,-22934.055561091,-19496.93694438,-22934.055561091,1.0,24872.17613636364,34249.31250000002,109434.0,1713.6363355230014,107720.363664477,0.0156590852525083,False,base,2,oos
THU,11:00,second_nearest_weekly,sigma1,ninety_pct,add_short,no_stop,10,10,10,9761.084350106648,9484.338208923,0.9,5.164810366171653,-23437.04392735452,-9857.31912735506,-23437.04392735452,1.0,23888.32875,36737.99999999999,98978.75,1367.906498933502,97610.84350106648,0.0138202038208555,False,base,2,oos
THU,09:20,second_nearest_weekly,sigma1,touch,add_short,no_stop,10,10,10,9696.7122870793,8644.208586903,0.9,5.183667003266874,-23177.543240194515,-9300.044869073408,-23177.543240194515,1.0,23803.714999999997,36573.06250000002,98345.0,1377.8771292070014,96967.12287079298,0.0140106475083329,False,base,2,oos
WED,10:00,nearest_weekly,delta020,ninety_pct,add_short,no_stop,12,12,12,9686.504793038916,7878.21545154175,0.8333333333333334,3.913070178526901,-26557.341610883494,-19290.50390255688,-26557.3416108835,1.0,19317.228125,38467.000000000015,117877.5,1639.4424835329992,116238.05751646702,0.0139080187782485,False,base,2,oos
THU,09:20,second_nearest_weekly,sigma1,ninety_pct,add_short,no_stop,10,10,10,9635.848498019848,8644.208586903,0.9,5.1574071928854615,-23177.543240194515,-9300.044869073408,-23177.543240194515,1.0,23803.714999999997,36573.06250000002,97724.25,1365.7650198015,96358.4849801985,0.0139757022417823,False,base,2,oos
THU,10:00,second_nearest_weekly,sigma1,touch,add_short,no_stop,10,10,10,9546.3701628665,9375.67614883525,0.9,5.327769152659727,-22058.408907969515,-9026.085298429558,-22058.408907969515,1.0,24145.566250000003,35975.87500000002,96856.5,1392.7983713350022,95463.701628665,0.0143800196304326,False,base,2,oos
