week,net_pnl,gross_pnl,costs,trading_days,positive
2022-10-31/2022-11-06,-895.2804110499998,-134.99999999999977,760.28041105,5,False
2022-11-07/2022-11-13,-2892.738823955,-2297.5,595.238823955,4,False
2022-11-14/2022-11-20,-2879.907946595,-2137.5,742.407946595,5,False
2022-11-21/2022-11-27,-1176.1591393150009,-437.50000000000074,738.659139315,5,False
2022-11-28/2022-12-04,-3094.4882949099992,-2355.0,739.48829491,5,False
2022-12-05/2022-12-11,-3346.4206501749995,-2602.4999999999995,743.920650175,5,False
2022-12-12/2022-12-18,1986.318541475,2737.5,751.1814585249999,5,True
2022-12-19/2022-12-25,4143.258506819998,4914.999999999998,771.7414931799999,5,True
2022-12-26/2023-01-01,-3123.487767539999,-2364.999999999999,758.48776754,5,False
2023-01-02/2023-01-08,1446.5864188950009,2202.500000000001,755.913581105,5,True
2023-01-09/2023-01-15,-2109.208443244999,-1352.4999999999993,756.7084432449999,5,False
2023-01-16/2023-01-22,-3321.9440188750004,-2577.5,744.444018875,5,False
2023-01-23/2023-01-29,-6231.460850454998,-5612.499999999998,618.960850455,4,False
2023-01-30/2023-02-05,-12476.927070145,-11657.5,819.427070145,5,False
2023-02-06/2023-02-12,-5925.019294984999,-5177.499999999999,747.519294985,5,False
2023-02-13/2023-02-19,1293.8433392950008,2037.5000000000011,743.656660705,5,True
2023-02-20/2023-02-26,-210.9227066450003,537.4999999999998,748.422706645,5,False
2023-02-27/2023-03-05,-1725.8638384199999,-985.0,740.86383842,5,False
2023-03-06/2023-03-12,-3483.09139937,-2895.0,588.09139937,4,False
2023-03-13/2023-03-19,11275.341815665,12067.5,792.158184335,5,True
2023-03-20/2023-03-26,-6071.78745268,-5314.999999999999,756.78745268,5,False
2023-03-27/2023-04-02,-2970.8309957400006,-2375.0000000000005,595.83099574,4,False
2023-04-03/2023-04-09,-3292.2646242449996,-2857.4999999999995,434.76462424500005,3,False
2023-04-10/2023-04-16,-2743.8626187050004,-2167.5,576.3626187049999,4,False
2023-04-17/2023-04-23,-4573.03882255,-3845.0000000000005,728.0388225500001,5,False
2023-04-24/2023-04-30,-461.22971361500004,267.5,728.729713615,5,False
2023-05-01/2023-05-07,-1311.48671188,-730.0,581.48671188,4,False
2023-05-08/2023-05-14,-2939.314490355,-2207.5,731.814490355,5,False
2023-05-15/2023-05-21,-2680.291113965,-1947.5,732.791113965,5,False
