expiry,entry_date,entry_offset,trigger,adjustment,cell_id,lot,net_pnl,adjustments,brokerage_cost
2021-10-21,2021-10-14,-4,RISK_60,RECENTER_BOTH,ID30_04_RISK_60_RECENTER_BOTH,50,7493.35484204,0,116.64515796
2021-10-21,2021-10-14,-4,RISK_60,ONE_STRIKE_INSIDE,ID30_04_RISK_60_ONE_STRIKE_INSIDE,50,7493.35484204,0,116.64515796
2021-10-21,2021-10-18,-3,WING_60,RECENTER_BOTH,ID30_03_WING_60_RECENTER_BOTH,50,-4478.19474083,2,653.19474083
2021-10-21,2021-10-18,-3,RISK_60,RECENTER_BOTH,ID30_03_RISK_60_RECENTER_BOTH,50,7015.125355935,0,112.374644065
2021-10-21,2021-10-18,-3,RISK_60,ONE_STRIKE_INSIDE,ID30_03_RISK_60_ONE_STRIKE_INSIDE,50,7015.125355935,0,112.374644065
2021-10-21,2021-10-19,-2,WING_60,RECENTER_BOTH,ID30_02_WING_60_RECENTER_BOTH,50,-4339.38671855,2,639.38671855
2021-10-21,2021-10-19,-2,RISK_60,RECENTER_BOTH,ID30_02_RISK_60_RECENTER_BOTH,50,6443.476340805,0,109.023659195
2021-10-21,2021-10-19,-2,RISK_60,ONE_STRIKE_INSIDE,ID30_02_RISK_60_ONE_STRIKE_INSIDE,50,6443.476340805,0,109.023659195
2021-10-28,2021-10-22,-4,WING_60,RECENTER_BOTH,ID30_04_WING_60_RECENTER_BOTH,50,-2026.1515239749979,2,673.6515239749998
2021-10-28,2021-10-22,-4,RISK_60,RECENTER_BOTH,ID30_04_RISK_60_RECENTER_BOTH,50,7412.71972989,0,117.28027011
2021-10-28,2021-10-22,-4,RISK_60,ONE_STRIKE_INSIDE,ID30_04_RISK_60_ONE_STRIKE_INSIDE,50,7412.71972989,0,117.28027011
2021-10-28,2021-10-25,-3,WING_60,RECENTER_BOTH,ID30_03_WING_60_RECENTER_BOTH,50,-2068.3636704499963,2,673.36367045
2021-10-28,2021-10-25,-3,RISK_60,RECENTER_BOTH,ID30_03_RISK_60_RECENTER_BOTH,50,7492.592624160002,0,117.40737583999999
2021-10-28,2021-10-25,-3,RISK_60,ONE_STRIKE_INSIDE,ID30_03_RISK_60_ONE_STRIKE_INSIDE,50,7492.592624160002,0,117.40737583999999
2021-10-28,2021-10-26,-2,WING_60,RECENTER_BOTH,ID30_02_WING_60_RECENTER_BOTH,50,-4723.376019755,2,660.876019755
2021-10-28,2021-10-26,-2,RISK_60,RECENTER_BOTH,ID30_02_RISK_60_RECENTER_BOTH,50,6803.04678383,0,111.95321616999999
2021-10-28,2021-10-26,-2,RISK_60,ONE_STRIKE_INSIDE,ID30_02_RISK_60_ONE_STRIKE_INSIDE,50,6803.04678383,0,111.95321616999999
2021-11-11,2021-11-08,-3,WING_60,RECENTER_BOTH,ID30_03_WING_60_RECENTER_BOTH,50,2139.554625780001,2,630.44537422
2021-11-11,2021-11-08,-3,RISK_60,RECENTER_BOTH,ID30_03_RISK_60_RECENTER_BOTH,50,7276.1014186,0,113.8985814
2021-11-11,2021-11-08,-3,RISK_60,ONE_STRIKE_INSIDE,ID30_03_RISK_60_ONE_STRIKE_INSIDE,50,7276.1014186,0,113.8985814
2021-11-11,2021-11-09,-2,WING_60,RECENTER_BOTH,ID30_02_WING_60_RECENTER_BOTH,50,2121.918699845001,2,620.581300155
2021-11-11,2021-11-09,-2,RISK_60,RECENTER_BOTH,ID30_02_RISK_60_RECENTER_BOTH,50,6587.592673555,0,109.907326445
2021-11-11,2021-11-09,-2,RISK_60,ONE_STRIKE_INSIDE,ID30_02_RISK_60_ONE_STRIKE_INSIDE,50,6587.592673555,0,109.907326445
2021-11-18,2021-11-12,-4,WING_60,RECENTER_BOTH,ID30_04_WING_60_RECENTER_BOTH,50,-3953.019785565,2,660.5197855649999
2021-11-18,2021-11-12,-4,RISK_60,RECENTER_BOTH,ID30_04_RISK_60_RECENTER_BOTH,50,7156.05272219,0,113.94727781
2021-11-18,2021-11-12,-4,RISK_60,ONE_STRIKE_INSIDE,ID30_04_RISK_60_ONE_STRIKE_INSIDE,50,7156.05272219,0,113.94727781
2021-11-18,2021-11-15,-3,WING_60,RECENTER_BOTH,ID30_03_WING_60_RECENTER_BOTH,50,-1057.1491682199971,2,632.1491682199999
2021-11-18,2021-11-15,-3,RISK_60,RECENTER_BOTH,ID30_03_RISK_60_RECENTER_BOTH,50,6674.79693804,0,110.20306195999999
2021-11-18,2021-11-15,-3,RISK_60,ONE_STRIKE_INSIDE,ID30_03_RISK_60_ONE_STRIKE_INSIDE,50,6674.79693804,0,110.20306195999999
2021-11-18,2021-11-16,-2,WING_60,RECENTER_BOTH,ID30_02_WING_60_RECENTER_BOTH,50,-1549.292455009999,2,629.2924550099999
2021-11-18,2021-11-16,-2,RISK_60,RECENTER_BOTH,ID30_02_RISK_60_RECENTER_BOTH,50,6562.813943705,0,109.68605629500001
2021-11-18,2021-11-16,-2,RISK_60,ONE_STRIKE_INSIDE,ID30_02_RISK_60_ONE_STRIKE_INSIDE,50,6562.813943705,0,109.68605629500001
2021-11-25,2021-11-18,-4,WING_60,RECENTER_BOTH,ID30_04_WING_60_RECENTER_BOTH,50,562.850600920007,2,667.1493990800003
2021-11-25,2021-11-18,-4,RISK_60,RECENTER_BOTH,ID30_04_RISK_60_RECENTER_BOTH,50,7463.49487913,0,116.50512087
2021-11-25,2021-11-18,-4,RISK_60,ONE_STRIKE_INSIDE,ID30_04_RISK_60_ONE_STRIKE_INSIDE,50,7463.49487913,0,116.50512087
2021-11-25,2021-11-22,-3,WING_60,RECENTER_BOTH,ID30_03_WING_60_RECENTER_BOTH,50,2787.6844074099995,2,657.31559259
2021-11-25,2021-11-22,-3,RISK_60,RECENTER_BOTH,ID30_03_RISK_60_RECENTER_BOTH,50,7312.502647825,0,114.997352175
2021-11-25,2021-11-22,-3,RISK_60,ONE_STRIKE_INSIDE,ID30_03_RISK_60_ONE_STRIKE_INSIDE,50,7312.502647825,0,114.997352175
2021-11-25,2021-11-23,-2,WING_60,RECENTER_BOTH,ID30_02_WING_60_RECENTER_BOTH,50,-1796.3029277449991,2,628.802927745
