variant_id,entry_date,adjust_date,exit_date,near_expiry,far_expiry,entry_ts,reason,exit_ts,net_pnl,active_legs
10:00:00|p25|DIAGONAL_PREMIUM|adj09:30:00|stop1.5,2025-09-03,2025-09-04,2025-09-08,2025-09-09,2025-09-16,2025-09-03 10:00:00,STOP_PRE_ADJUST,2025-09-04 09:29:00,-12519.448521995004,4
10:00:00|p25|DIAGONAL_PREMIUM|adj10:00:00|stop0.5,2025-09-03,2025-09-04,2025-09-08,2025-09-09,2025-09-16,2025-09-03 10:00:00,STOP_PRE_ADJUST,2025-09-04 09:16:00,-10845.933150185001,4
10:00:00|p25|DIAGONAL_PREMIUM|adj10:00:00|stop1,2025-09-03,2025-09-04,2025-09-08,2025-09-09,2025-09-16,2025-09-03 10:00:00,STOP_PRE_ADJUST,2025-09-04 09:16:00,-10845.933150185001,4
10:00:00|p25|DIAGONAL_PREMIUM|adj10:00:00|stop1.5,2025-09-03,2025-09-04,2025-09-08,2025-09-09,2025-09-16,2025-09-03 10:00:00,STOP_PRE_ADJUST,2025-09-04 09:29:00,-12519.448521995004,4
10:00:00|p25|DIAGONAL_PREMIUM|adj11:00:00|stop0.5,2025-09-03,2025-09-04,2025-09-08,2025-09-09,2025-09-16,2025-09-03 10:00:00,STOP_PRE_ADJUST,2025-09-04 09:16:00,-10845.933150185001,4
10:00:00|p25|DIAGONAL_PREMIUM|adj11:00:00|stop1,2025-09-03,2025-09-04,2025-09-08,2025-09-09,2025-09-16,2025-09-03 10:00:00,STOP_PRE_ADJUST,2025-09-04 09:16:00,-10845.933150185001,4
10:00:00|p25|DIAGONAL_PREMIUM|adj11:00:00|stop1.5,2025-09-03,2025-09-04,2025-09-08,2025-09-09,2025-09-16,2025-09-03 10:00:00,STOP_PRE_ADJUST,2025-09-04 09:29:00,-12519.448521995004,4
10:00:00|p30|DIAGONAL_PREMIUM|adj09:30:00|stop0.5,2025-09-03,2025-09-04,2025-09-08,2025-09-09,2025-09-16,2025-09-03 10:00:00,STOP_PRE_ADJUST,2025-09-04 09:16:00,-15441.659492765,4
10:00:00|p30|DIAGONAL_PREMIUM|adj09:30:00|stop1,2025-09-03,2025-09-04,2025-09-08,2025-09-09,2025-09-16,2025-09-03 10:00:00,STOP_PRE_ADJUST,2025-09-04 09:16:00,-15441.659492765,4
10:00:00|p30|DIAGONAL_PREMIUM|adj09:30:00|stop1.5,2025-09-03,2025-09-04,2025-09-08,2025-09-09,2025-09-16,2025-09-03 10:00:00,STOP_PRE_ADJUST,2025-09-04 09:16:00,-15441.659492765,4
10:00:00|p30|DIAGONAL_PREMIUM|adj10:00:00|stop0.5,2025-09-03,2025-09-04,2025-09-08,2025-09-09,2025-09-16,2025-09-03 10:00:00,STOP_PRE_ADJUST,2025-09-04 09:16:00,-15441.659492765,4
10:00:00|p30|DIAGONAL_PREMIUM|adj10:00:00|stop1,2025-09-03,2025-09-04,2025-09-08,2025-09-09,2025-09-16,2025-09-03 10:00:00,STOP_PRE_ADJUST,2025-09-04 09:16:00,-15441.659492765,4
10:00:00|p30|DIAGONAL_PREMIUM|adj10:00:00|stop1.5,2025-09-03,2025-09-04,2025-09-08,2025-09-09,2025-09-16,2025-09-03 10:00:00,STOP_PRE_ADJUST,2025-09-04 09:16:00,-15441.659492765,4
10:00:00|p30|DIAGONAL_PREMIUM|adj11:00:00|stop0.5,2025-09-03,2025-09-04,2025-09-08,2025-09-09,2025-09-16,2025-09-03 10:00:00,STOP_PRE_ADJUST,2025-09-04 09:16:00,-15441.659492765,4
10:00:00|p30|DIAGONAL_PREMIUM|adj11:00:00|stop1,2025-09-03,2025-09-04,2025-09-08,2025-09-09,2025-09-16,2025-09-03 10:00:00,STOP_PRE_ADJUST,2025-09-04 09:16:00,-15441.659492765,4
10:00:00|p30|DIAGONAL_PREMIUM|adj11:00:00|stop1.5,2025-09-03,2025-09-04,2025-09-08,2025-09-09,2025-09-16,2025-09-03 10:00:00,STOP_PRE_ADJUST,2025-09-04 09:16:00,-15441.659492765,4
11:00:00|p20|DIAGONAL_PREMIUM|adj09:30:00|stop0.5,2025-09-03,2025-09-04,2025-09-08,2025-09-09,2025-09-16,2025-09-03 11:00:00,STOP_PRE_ADJUST,2025-09-03 15:11:00,-4279.356641037499,4
11:00:00|p20|DIAGONAL_PREMIUM|adj09:30:00|stop1,2025-09-03,2025-09-04,2025-09-08,2025-09-09,2025-09-16,2025-09-03 11:00:00,STOP_PRE_ADJUST,2025-09-04 09:16:00,-13282.266900320003,4
11:00:00|p20|DIAGONAL_PREMIUM|adj09:30:00|stop1.5,2025-09-03,2025-09-04,2025-09-08,2025-09-09,2025-09-16,2025-09-03 11:00:00,STOP_PRE_ADJUST,2025-09-04 09:16:00,-13282.266900320003,4
11:00:00|p20|DIAGONAL_PREMIUM|adj10:00:00|stop0.5,2025-09-03,2025-09-04,2025-09-08,2025-09-09,2025-09-16,2025-09-03 11:00:00,STOP_PRE_ADJUST,2025-09-03 15:11:00,-4279.356641037499,4
11:00:00|p20|DIAGONAL_PREMIUM|adj10:00:00|stop1,2025-09-03,2025-09-04,2025-09-08,2025-09-09,2025-09-16,2025-09-03 11:00:00,STOP_PRE_ADJUST,2025-09-04 09:16:00,-13282.266900320003,4
11:00:00|p20|DIAGONAL_PREMIUM|adj10:00:00|stop1.5,2025-09-03,2025-09-04,2025-09-08,2025-09-09,2025-09-16,2025-09-03 11:00:00,STOP_PRE_ADJUST,2025-09-04 09:16:00,-13282.266900320003,4
11:00:00|p20|DIAGONAL_PREMIUM|adj11:00:00|stop0.5,2025-09-03,2025-09-04,2025-09-08,2025-09-09,2025-09-16,2025-09-03 11:00:00,STOP_PRE_ADJUST,2025-09-03 15:11:00,-4279.356641037499,4
11:00:00|p20|DIAGONAL_PREMIUM|adj11:00:00|stop1,2025-09-03,2025-09-04,2025-09-08,2025-09-09,2025-09-16,2025-09-03 11:00:00,STOP_PRE_ADJUST,2025-09-04 09:16:00,-13282.266900320003,4
11:00:00|p20|DIAGONAL_PREMIUM|adj11:00:00|stop1.5,2025-09-03,2025-09-04,2025-09-08,2025-09-09,2025-09-16,2025-09-03 11:00:00,STOP_PRE_ADJUST,2025-09-04 09:16:00,-13282.266900320003,4
11:00:00|p25|DIAGONAL_PREMIUM|adj09:30:00|stop0.5,2025-09-03,2025-09-04,2025-09-08,2025-09-09,2025-09-16,2025-09-03 11:00:00,STOP_PRE_ADJUST,2025-09-03 15:10:00,-4290.141559272498,4
11:00:00|p25|DIAGONAL_PREMIUM|adj09:30:00|stop1,2025-09-03,2025-09-04,2025-09-08,2025-09-09,2025-09-16,2025-09-03 11:00:00,STOP_PRE_ADJUST,2025-09-04 09:16:00,-17160.719726105,4
11:00:00|p25|DIAGONAL_PREMIUM|adj09:30:00|stop1.5,2025-09-03,2025-09-04,2025-09-08,2025-09-09,2025-09-16,2025-09-03 11:00:00,STOP_PRE_ADJUST,2025-09-04 09:16:00,-17160.719726105,4
11:00:00|p25|DIAGONAL_PREMIUM|adj10:00:00|stop0.5,2025-09-03,2025-09-04,2025-09-08,2025-09-09,2025-09-16,2025-09-03 11:00:00,STOP_PRE_ADJUST,2025-09-03 15:10:00,-4290.141559272498,4
11:00:00|p25|DIAGONAL_PREMIUM|adj10:00:00|stop1,2025-09-03,2025-09-04,2025-09-08,2025-09-09,2025-09-16,2025-09-03 11:00:00,STOP_PRE_ADJUST,2025-09-04 09:16:00,-17160.719726105,4
11:00:00|p25|DIAGONAL_PREMIUM|adj10:00:00|stop1.5,2025-09-03,2025-09-04,2025-09-08,2025-09-09,2025-09-16,2025-09-03 11:00:00,STOP_PRE_ADJUST,2025-09-04 09:16:00,-17160.719726105,4
11:00:00|p25|DIAGONAL_PREMIUM|adj11:00:00|stop0.5,2025-09-03,2025-09-04,2025-09-08,2025-09-09,2025-09-16,2025-09-03 11:00:00,STOP_PRE_ADJUST,2025-09-03 15:10:00,-4290.141559272498,4
11:00:00|p25|DIAGONAL_PREMIUM|adj11:00:00|stop1,2025-09-03,2025-09-04,2025-09-08,2025-09-09,2025-09-16,2025-09-03 11:00:00,STOP_PRE_ADJUST,2025-09-04 09:16:00,-17160.719726105,4
11:00:00|p25|DIAGONAL_PREMIUM|adj11:00:00|stop1.5,2025-09-03,2025-09-04,2025-09-08,2025-09-09,2025-09-16,2025-09-03 11:00:00,STOP_PRE_ADJUST,2025-09-04 09:16:00,-17160.719726105,4
11:00:00|p30|DIAGONAL_PREMIUM|adj09:30:00|stop0.5,2025-09-03,2025-09-04,2025-09-08,2025-09-09,2025-09-16,2025-09-03 11:00:00,STOP_PRE_ADJUST,2025-09-03 15:11:00,-7372.410374119998,4
11:00:00|p30|DIAGONAL_PREMIUM|adj09:30:00|stop1,2025-09-03,2025-09-04,2025-09-08,2025-09-09,2025-09-16,2025-09-03 11:00:00,STOP_PRE_ADJUST,2025-09-04 09:16:00,-20944.675757510005,4
11:00:00|p30|DIAGONAL_PREMIUM|adj09:30:00|stop1.5,2025-09-03,2025-09-04,2025-09-08,2025-09-09,2025-09-16,2025-09-03 11:00:00,STOP_PRE_ADJUST,2025-09-04 09:16:00,-20944.675757510005,4
11:00:00|p30|DIAGONAL_PREMIUM|adj10:00:00|stop0.5,2025-09-03,2025-09-04,2025-09-08,2025-09-09,2025-09-16,2025-09-03 11:00:00,STOP_PRE_ADJUST,2025-09-03 15:11:00,-7372.410374119998,4
11:00:00|p30|DIAGONAL_PREMIUM|adj10:00:00|stop1,2025-09-03,2025-09-04,2025-09-08,2025-09-09,2025-09-16,2025-09-03 11:00:00,STOP_PRE_ADJUST,2025-09-04 09:16:00,-20944.675757510005,4
11:00:00|p30|DIAGONAL_PREMIUM|adj10:00:00|stop1.5,2025-09-03,2025-09-04,2025-09-08,2025-09-09,2025-09-16,2025-09-03 11:00:00,STOP_PRE_ADJUST,2025-09-04 09:16:00,-20944.675757510005,4
11:00:00|p30|DIAGONAL_PREMIUM|adj11:00:00|stop0.5,2025-09-03,2025-09-04,2025-09-08,2025-09-09,2025-09-16,2025-09-03 11:00:00,STOP_PRE_ADJUST,2025-09-03 15:11:00,-7372.410374119998,4
11:00:00|p30|DIAGONAL_PREMIUM|adj11:00:00|stop1,2025-09-03,2025-09-04,2025-09-08,2025-09-09,2025-09-16,2025-09-03 11:00:00,STOP_PRE_ADJUST,2025-09-04 09:16:00,-20944.675757510005,4
11:00:00|p30|DIAGONAL_PREMIUM|adj11:00:00|stop1.5,2025-09-03,2025-09-04,2025-09-08,2025-09-09,2025-09-16,2025-09-03 11:00:00,STOP_PRE_ADJUST,2025-09-04 09:16:00,-20944.675757510005,4
13:00:00|p20|DIAGONAL_PREMIUM|adj09:30:00|stop0.5,2025-09-03,2025-09-04,2025-09-08,2025-09-09,2025-09-16,2025-09-03 13:00:00,STOP_PRE_ADJUST,2025-09-03 15:11:00,-4927.593309395,4
13:00:00|p20|DIAGONAL_PREMIUM|adj09:30:00|stop1,2025-09-03,2025-09-04,2025-09-08,2025-09-09,2025-09-16,2025-09-03 13:00:00,STOP_PRE_ADJUST,2025-09-04 09:16:00,-14674.93110713,4
13:00:00|p20|DIAGONAL_PREMIUM|adj09:30:00|stop1.5,2025-09-03,2025-09-04,2025-09-08,2025-09-09,2025-09-16,2025-09-03 13:00:00,STOP_PRE_ADJUST,2025-09-04 09:16:00,-14674.93110713,4
13:00:00|p20|DIAGONAL_PREMIUM|adj10:00:00|stop0.5,2025-09-03,2025-09-04,2025-09-08,2025-09-09,2025-09-16,2025-09-03 13:00:00,STOP_PRE_ADJUST,2025-09-03 15:11:00,-4927.593309395,4
13:00:00|p20|DIAGONAL_PREMIUM|adj10:00:00|stop1,2025-09-03,2025-09-04,2025-09-08,2025-09-09,2025-09-16,2025-09-03 13:00:00,STOP_PRE_ADJUST,2025-09-04 09:16:00,-14674.93110713,4
13:00:00|p20|DIAGONAL_PREMIUM|adj10:00:00|stop1.5,2025-09-03,2025-09-04,2025-09-08,2025-09-09,2025-09-16,2025-09-03 13:00:00,STOP_PRE_ADJUST,2025-09-04 09:16:00,-14674.93110713,4
13:00:00|p20|DIAGONAL_PREMIUM|adj11:00:00|stop0.5,2025-09-03,2025-09-04,2025-09-08,2025-09-09,2025-09-16,2025-09-03 13:00:00,STOP_PRE_ADJUST,2025-09-03 15:11:00,-4927.593309395,4
13:00:00|p20|DIAGONAL_PREMIUM|adj11:00:00|stop1,2025-09-03,2025-09-04,2025-09-08,2025-09-09,2025-09-16,2025-09-03 13:00:00,STOP_PRE_ADJUST,2025-09-04 09:16:00,-14674.93110713,4
13:00:00|p20|DIAGONAL_PREMIUM|adj11:00:00|stop1.5,2025-09-03,2025-09-04,2025-09-08,2025-09-09,2025-09-16,2025-09-03 13:00:00,STOP_PRE_ADJUST,2025-09-04 09:16:00,-14674.93110713,4
13:00:00|p25|DIAGONAL_PREMIUM|adj09:30:00|stop0.5,2025-09-03,2025-09-04,2025-09-08,2025-09-09,2025-09-16,2025-09-03 13:00:00,STOP_PRE_ADJUST,2025-09-03 15:11:00,-5949.019752837498,4
13:00:00|p25|DIAGONAL_PREMIUM|adj09:30:00|stop1,2025-09-03,2025-09-04,2025-09-08,2025-09-09,2025-09-16,2025-09-03 13:00:00,STOP_PRE_ADJUST,2025-09-04 09:16:00,-18065.08161617,4
13:00:00|p25|DIAGONAL_PREMIUM|adj09:30:00|stop1.5,2025-09-03,2025-09-04,2025-09-08,2025-09-09,2025-09-16,2025-09-03 13:00:00,STOP_PRE_ADJUST,2025-09-04 09:16:00,-18065.08161617,4
13:00:00|p25|DIAGONAL_PREMIUM|adj10:00:00|stop0.5,2025-09-03,2025-09-04,2025-09-08,2025-09-09,2025-09-16,2025-09-03 13:00:00,STOP_PRE_ADJUST,2025-09-03 15:11:00,-5949.019752837498,4
13:00:00|p25|DIAGONAL_PREMIUM|adj10:00:00|stop1,2025-09-03,2025-09-04,2025-09-08,2025-09-09,2025-09-16,2025-09-03 13:00:00,STOP_PRE_ADJUST,2025-09-04 09:16:00,-18065.08161617,4
13:00:00|p25|DIAGONAL_PREMIUM|adj10:00:00|stop1.5,2025-09-03,2025-09-04,2025-09-08,2025-09-09,2025-09-16,2025-09-03 13:00:00,STOP_PRE_ADJUST,2025-09-04 09:16:00,-18065.08161617,4
13:00:00|p25|DIAGONAL_PREMIUM|adj11:00:00|stop0.5,2025-09-03,2025-09-04,2025-09-08,2025-09-09,2025-09-16,2025-09-03 13:00:00,STOP_PRE_ADJUST,2025-09-03 15:11:00,-5949.019752837498,4
13:00:00|p25|DIAGONAL_PREMIUM|adj11:00:00|stop1,2025-09-03,2025-09-04,2025-09-08,2025-09-09,2025-09-16,2025-09-03 13:00:00,STOP_PRE_ADJUST,2025-09-04 09:16:00,-18065.08161617,4
13:00:00|p25|DIAGONAL_PREMIUM|adj11:00:00|stop1.5,2025-09-03,2025-09-04,2025-09-08,2025-09-09,2025-09-16,2025-09-03 13:00:00,STOP_PRE_ADJUST,2025-09-04 09:16:00,-18065.08161617,4
13:00:00|p30|DIAGONAL_PREMIUM|adj09:30:00|stop0.5,2025-09-03,2025-09-04,2025-09-08,2025-09-09,2025-09-16,2025-09-03 13:00:00,STOP_PRE_ADJUST,2025-09-04 09:16:00,-15334.1648211275,4
13:00:00|p30|DIAGONAL_PREMIUM|adj09:30:00|stop1,2025-09-03,2025-09-04,2025-09-08,2025-09-09,2025-09-16,2025-09-03 13:00:00,STOP_PRE_ADJUST,2025-09-04 09:16:00,-15334.1648211275,4
13:00:00|p30|DIAGONAL_PREMIUM|adj09:30:00|stop1.5,2025-09-03,2025-09-04,2025-09-08,2025-09-09,2025-09-16,2025-09-03 13:00:00,STOP_PRE_ADJUST,2025-09-04 09:16:00,-15334.1648211275,4
13:00:00|p30|DIAGONAL_PREMIUM|adj10:00:00|stop0.5,2025-09-03,2025-09-04,2025-09-08,2025-09-09,2025-09-16,2025-09-03 13:00:00,STOP_PRE_ADJUST,2025-09-04 09:16:00,-15334.1648211275,4
13:00:00|p30|DIAGONAL_PREMIUM|adj10:00:00|stop1,2025-09-03,2025-09-04,2025-09-08,2025-09-09,2025-09-16,2025-09-03 13:00:00,STOP_PRE_ADJUST,2025-09-04 09:16:00,-15334.1648211275,4
13:00:00|p30|DIAGONAL_PREMIUM|adj10:00:00|stop1.5,2025-09-03,2025-09-04,2025-09-08,2025-09-09,2025-09-16,2025-09-03 13:00:00,STOP_PRE_ADJUST,2025-09-04 09:16:00,-15334.1648211275,4
13:00:00|p30|DIAGONAL_PREMIUM|adj11:00:00|stop0.5,2025-09-03,2025-09-04,2025-09-08,2025-09-09,2025-09-16,2025-09-03 13:00:00,STOP_PRE_ADJUST,2025-09-04 09:16:00,-15334.1648211275,4
13:00:00|p30|DIAGONAL_PREMIUM|adj11:00:00|stop1,2025-09-03,2025-09-04,2025-09-08,2025-09-09,2025-09-16,2025-09-03 13:00:00,STOP_PRE_ADJUST,2025-09-04 09:16:00,-15334.1648211275,4
13:00:00|p30|DIAGONAL_PREMIUM|adj11:00:00|stop1.5,2025-09-03,2025-09-04,2025-09-08,2025-09-09,2025-09-16,2025-09-03 13:00:00,STOP_PRE_ADJUST,2025-09-04 09:16:00,-15334.1648211275,4
14:00:00|p20|DIAGONAL_PREMIUM|adj09:30:00|stop0.5,2025-09-03,2025-09-04,2025-09-08,2025-09-09,2025-09-16,2025-09-03 14:00:00,STOP_PRE_ADJUST,2025-09-04 09:16:00,-8522.448197209998,4
14:00:00|p20|DIAGONAL_PREMIUM|adj09:30:00|stop1,2025-09-03,2025-09-04,2025-09-08,2025-09-09,2025-09-16,2025-09-03 14:00:00,STOP_PRE_ADJUST,2025-09-04 09:16:00,-8522.448197209998,4
14:00:00|p20|DIAGONAL_PREMIUM|adj09:30:00|stop1.5,2025-09-03,2025-09-04,2025-09-08,2025-09-09,2025-09-16,2025-09-03 14:00:00,STOP_PRE_ADJUST,2025-09-04 09:17:00,-8953.367039622504,4
14:00:00|p20|DIAGONAL_PREMIUM|adj10:00:00|stop0.5,2025-09-03,2025-09-04,2025-09-08,2025-09-09,2025-09-16,2025-09-03 14:00:00,STOP_PRE_ADJUST,2025-09-04 09:16:00,-8522.448197209998,4
