variant_id,trades,total_net,mean_trade,win_rate,mean_active_day_net,median_active_day_net,profit_factor,max_drawdown,active_days,mean_weekly_net,median_weekly_net,positive_week_rate,completed_weeks,execution_coverage,target_qualified
14:00:00|p30|DIAGONAL_PREMIUM|adj09:30:00|stop1,32,-36281.97742447826,-1133.8117945149456,0.3125,-1133.8117945149456,-1908.3782325189995,0.5689616624300465,-34588.7007589315,32,-1133.8117945149456,-1908.3782325189995,0.3125,32,1.0,False
10:00:00|p25|DIAGONAL_PREMIUM|adj11:00:00|stop1,31,-36151.62922675812,-1166.1815879599394,0.45161290322580644,-1166.1815879599394,-444.13621332750154,0.5036653528217675,-35254.51260933053,31,-1166.1815879599394,-444.13621332750154,0.45161290322580644,31,0.96875,False
11:00:00|p30|DIAGONAL_PREMIUM|adj09:30:00|stop1,31,-36161.88699415095,-1166.5124836822886,0.3548387096774194,-1166.5124836822886,-1278.3256336105223,0.5898139663868186,-27600.21567321124,31,-1166.5124836822886,-1278.3256336105223,0.3548387096774194,31,0.96875,False
13:00:00|p25|DIAGONAL_PREMIUM|adj11:00:00|stop1,31,-36747.86453075823,-1185.4149848631687,0.41935483870967744,-1185.4149848631687,-659.3674751860001,0.5489728864840117,-28402.84986158601,31,-1185.4149848631687,-659.3674751860001,0.41935483870967744,31,0.96875,False
14:00:00|p20|DIAGONAL_PREMIUM|adj09:30:00|stop1,32,-38405.64154036781,-1200.176298136494,0.25,-1200.176298136494,-1655.8220660182496,0.49422749843033636,-38669.34234562621,32,-1200.176298136494,-1655.8220660182496,0.25,32,1.0,False
13:00:00|p20|DIAGONAL_PREMIUM|adj10:00:00|stop1.5,31,-37678.12858345805,-1215.4235026921951,0.41935483870967744,-1215.4235026921951,-1564.9674003525001,0.4821658672551966,-33698.9756168202,31,-1215.4235026921951,-1564.9674003525001,0.41935483870967744,31,0.96875,False
11:00:00|p30|DIAGONAL_PREMIUM|adj09:30:00|stop1.5,31,-37825.59297839813,-1220.180418658004,0.3548387096774194,-1220.180418658004,-1278.3256336105223,0.5788894554943474,-29263.921657458413,31,-1220.180418658004,-1278.3256336105223,0.3548387096774194,31,0.96875,False
11:00:00|p25|DIAGONAL_PREMIUM|adj10:00:00|stop1.5,31,-37944.69813124439,-1224.0225203627222,0.41935483870967744,-1224.0225203627222,-922.2621177149988,0.5126294789850231,-30940.58537841401,31,-1224.0225203627222,-922.2621177149988,0.41935483870967744,31,0.96875,False
11:00:00|p20|DIAGONAL_PREMIUM|adj11:00:00|stop1,31,-38074.842784444045,-1228.220734982066,0.45161290322580644,-1228.220734982066,-231.98677677899923,0.37054520900648563,-26378.073288896456,31,-1228.220734982066,-231.98677677899923,0.45161290322580644,31,0.96875,False
13:00:00|p20|DIAGONAL_PREMIUM|adj09:30:00|stop1.5,31,-38162.65268089945,-1231.053312287079,0.2903225806451613,-1231.053312287079,-1358.625715215,0.4766081226098407,-29257.6836651332,31,-1231.053312287079,-1358.625715215,0.2903225806451613,31,0.96875,False
13:00:00|p20|DIAGONAL_PREMIUM|adj09:30:00|stop1,31,-38303.655744123214,-1235.601798197523,0.2903225806451613,-1235.601798197523,-1358.625715215,0.47568822524948245,-29257.6836651332,31,-1235.601798197523,-1358.625715215,0.2903225806451613,31,0.96875,False
10:00:00|p20|DIAGONAL_PREMIUM|adj11:00:00|stop0.5,31,-38430.05204460608,-1239.6790982130992,0.41935483870967744,-1239.6790982130992,-613.0485519247404,0.4073081794487926,-34661.112561379894,31,-1239.6790982130992,-613.0485519247404,0.41935483870967744,31,0.96875,False
10:00:00|p30|DIAGONAL_PREMIUM|adj11:00:00|stop1,31,-38746.70463609663,-1249.8936979386008,0.45161290322580644,-1249.8936979386008,-863.7681794624996,0.5228568348016048,-40475.39193283365,31,-1249.8936979386008,-863.7681794624996,0.45161290322580644,31,0.96875,False
09:30:00|p20|DIAGONAL_PREMIUM|adj11:00:00|stop1.5,31,-39658.253499231316,-1279.2984999752036,0.4838709677419355,-1279.2984999752036,-196.76521695750148,0.3909719414910243,-33962.33509840212,31,-1279.2984999752036,-196.76521695750148,0.4838709677419355,31,0.96875,False
14:00:00|p25|DIAGONAL_PREMIUM|adj10:00:00|stop1,32,-41356.18721077656,-1292.3808503367675,0.375,-1292.3808503367675,-1521.6205526812507,0.4851592879503678,-39725.9566769995,32,-1292.3808503367675,-1521.6205526812507,0.375,32,1.0,False
11:00:00|p30|DIAGONAL_PREMIUM|adj11:00:00|stop0.5,31,-40165.597151950125,-1295.6644242564557,0.3870967741935484,-1295.6644242564557,-1383.409415490001,0.43174157682962694,-37030.074560311965,31,-1295.6644242564557,-1383.409415490001,0.3870967741935484,31,0.96875,False
09:30:00|p30|DIAGONAL_PREMIUM|adj09:30:00|stop1.5,31,-40751.42366490495,-1314.5620537066113,0.41935483870967744,-1314.5620537066113,-800.7706489799987,0.5799948348014795,-32527.774192544013,31,-1314.5620537066113,-800.7706489799987,0.41935483870967744,31,0.96875,False
11:00:00|p25|DIAGONAL_PREMIUM|adj09:30:00|stop1.5,31,-41253.69574635951,-1330.7643789148228,0.2903225806451613,-1330.7643789148228,-1491.6872630310017,0.4762768336711565,-27489.20871693301,31,-1330.7643789148228,-1491.6872630310017,0.2903225806451613,31,0.96875,False
13:00:00|p25|DIAGONAL_PREMIUM|adj09:30:00|stop1,31,-41506.022050389154,-1338.9039371093274,0.3225806451612903,-1338.9039371093274,-1391.7951483749987,0.488084350324518,-27053.434025439004,31,-1338.9039371093274,-1391.7951483749987,0.3225806451612903,31,0.96875,False
13:00:00|p25|DIAGONAL_PREMIUM|adj09:30:00|stop1.5,31,-42235.20140164021,-1362.4258516658133,0.3225806451612903,-1362.4258516658133,-1391.7951483749987,0.48373395990879137,-27053.434025439004,31,-1362.4258516658133,-1391.7951483749987,0.3225806451612903,31,0.96875,False
13:00:00|p25|DIAGONAL_PREMIUM|adj10:00:00|stop1.5,31,-42257.68839825722,-1363.1512386534587,0.3870967741935484,-1363.1512386534587,-1654.4118385499996,0.4791414444099838,-32910.602820656495,31,-1363.1512386534587,-1654.4118385499996,0.3870967741935484,31,0.96875,False
13:00:00|p20|DIAGONAL_PREMIUM|adj10:00:00|stop1,31,-42326.57185319087,-1365.3732855868022,0.3870967741935484,-1365.3732855868022,-1627.1094667529994,0.44139176561781873,-30481.973453305196,31,-1365.3732855868022,-1627.1094667529994,0.3870967741935484,31,0.96875,False
13:00:00|p30|DIAGONAL_PREMIUM|adj10:00:00|stop1,31,-42706.58793845815,-1377.631868982521,0.3870967741935484,-1377.631868982521,-1674.70788423,0.520762056810697,-29106.818889605085,31,-1377.631868982521,-1674.70788423,0.3870967741935484,31,0.96875,False
10:00:00|p25|DIAGONAL_PREMIUM|adj11:00:00|stop0.5,31,-43100.58934460483,-1390.3415917614461,0.3870967741935484,-1390.3415917614461,-1178.0855700825023,0.363130058799621,-35927.988143116294,31,-1390.3415917614461,-1178.0855700825023,0.3870967741935484,31,0.96875,False
10:00:00|p20|DIAGONAL_PREMIUM|adj11:00:00|stop1,31,-43200.40540922981,-1393.5614648138649,0.41935483870967744,-1393.5614648138649,-613.0485519247404,0.3793955503403631,-42126.32007353121,31,-1393.5614648138649,-613.0485519247404,0.41935483870967744,31,0.96875,False
