entry_day,entry_time,expiry_choice,strike_method,trigger,action,risk,trades,weeks_completed,eligible_weeks,mean_weekly_net,median_weekly_net,profitable_week_rate,profit_factor,max_drawdown,weekly_q05,weekly_es05,execution_coverage,avg_capital_proxy,peak_capital_proxy,gross_pnl,costs,net_pnl,cost_share,gate,regime,fold,stage
WED,10:00,nearest_weekly,delta020,touch,add_short,no_stop,20,20,20,6476.979874053151,7153.69766236725,0.7,2.168434971567021,-62277.8301305855,-23923.779501188423,-39155.732358742,1.0,17433.6175,38467.000000000015,132320.5,2780.902518936997,129539.59748106304,0.0210164148332042,True,base,3,train
WED,10:00,nearest_weekly,delta020,ninety_pct,add_short,no_stop,20,20,20,6461.369674015001,7393.54862056875,0.7,2.130153724181912,-64393.8327330395,-25495.852600312224,-39642.542773417,1.0,17562.415,38467.000000000015,132028.0,2800.606519699997,129227.39348030002,0.0212122164972581,True,base,3,train
WED,10:00,nearest_weekly,sigma1,touch,add_short,no_stop,20,20,20,6300.802051867441,5472.85525250775,0.8,3.4958284029537032,-31752.15751146199,-12498.286824840803,-26890.016442574,1.0,15982.460000000005,28856.74999999999,128567.4,2551.358962651199,126016.0410373488,0.0198445248379542,True,base,3,train
WED,09:20,nearest_weekly,delta020,touch,add_short,no_stop,20,20,20,6025.430301891549,6985.869925034251,0.7,1.9514657098920296,-68553.5555134865,-32088.048930934077,-36708.698674309,1.0,17900.975625,39384.31250000002,123363.5,2854.8939621689988,120508.60603783098,0.0231421284429267,True,base,3,train
WED,09:20,nearest_weekly,sigma1,touch,add_short,no_stop,20,20,20,5992.64025730773,5497.55578425575,0.7,4.197075613747974,-18533.59545795349,-9716.145777502172,-10515.095807535,1.0,15728.764999999994,28159.625000000025,122430.1,2577.2948538453984,119852.8051461546,0.0210511537101202,True,base,3,train
TUE,10:00,nearest_weekly,sigma1,touch,add_short,no_stop,17,17,17,9408.103107289073,8060.332040792999,0.8235294117647058,14.206733621526226,-11901.396519355803,-4625.644332229742,-8159.1214720915,1.0,18202.41838235293,32958.899999999994,162225.7,2287.947176085801,159937.7528239142,0.0141034816067109,False,base,3,train
TUE,10:00,nearest_weekly,sigma1,ninety_pct,add_short,no_stop,17,17,17,8842.983988333312,8060.332040792999,0.8235294117647058,12.87194605584367,-12453.7640698737,-4995.100982940422,-8279.8504549309,1.0,18202.41838235293,32958.899999999994,152605.05,2274.322198333697,150330.7278016663,0.0149033219957904,False,base,3,train
FRI,10:00,nearest_weekly,delta020,touch,add_short,no_stop,18,18,18,8174.939962274783,6681.6787094755,0.7222222222222222,3.4158412304004924,-26747.2434744635,-24901.894255937343,-26747.2434744635,1.0,15209.07013888889,43215.25000000002,149596.85,2447.930679053904,147148.91932094612,0.0163635175410037,False,base,3,train
FRI,09:20,nearest_weekly,delta020,ninety_pct,add_short,no_stop,18,18,18,8174.420351166472,6540.388596969749,0.8333333333333334,2.997000684351769,-26513.543660746,-25365.898092397147,-26513.543660746,1.0,15349.316666666664,40955.68749999998,149594.25,2454.6836790035,147139.5663209965,0.0164089440536885,False,base,3,train
FRI,10:00,nearest_weekly,delta020,ninety_pct,add_short,no_stop,18,18,18,7953.939858218956,6329.55250952725,0.7222222222222222,3.339289047297193,-27134.0954839919,-24959.92205736661,-27134.0954839919,1.0,15209.07013888889,43215.25000000002,145611.7,2440.7825520588,143170.9174479412,0.0167622694608935,False,base,3,train
TUE,09:20,nearest_weekly,sigma1,touch,add_short,no_stop,17,17,17,7828.049875611678,8079.796753562,0.8235294117647058,6.990785757653819,-17831.760690871997,-6791.854785499194,-16431.963843943995,1.0,18249.304411764708,29374.312500000025,135404.75,2327.902114601501,133076.8478853985,0.0171921746807368,False,base,3,train
FRI,09:20,nearest_weekly,delta020,touch,add_short,no_stop,18,18,18,7772.389552310193,6892.514796918,0.8333333333333334,2.9386633613697053,-26000.770023955,-25288.982046878496,-26000.770023955,1.0,15127.603472222218,40955.68749999998,142333.75,2430.7380584165,139903.01194158348,0.0170777349603765,False,base,3,train
TUE,11:00,nearest_weekly,delta020,touch,add_short,no_stop,17,17,17,7475.338133909441,8995.000333151,0.7058823529411765,2.7576650285722817,-30742.48903181749,-19787.864678028494,-22596.3425239945,1.0,19482.373529411765,36208.9,129619.75,2539.0017235395044,127080.74827646048,0.0195880776157916,False,base,3,train
TUE,11:00,nearest_weekly,sigma1,touch,add_short,no_stop,17,17,17,7355.324433008434,6765.945030124503,0.8235294117647058,10.872088906762452,-12486.351020880702,-3635.46573444578,-10589.358470431302,1.0,17261.858823529405,27857.374999999996,127338.9,2298.3846388566,125040.51536114342,0.0180493520743197,False,base,3,train
TUE,10:00,nearest_weekly,delta020,touch,add_short,no_stop,17,17,17,7328.35158476377,9160.5158741405,0.7058823529411765,2.6719079684257494,-44322.917107103,-22073.83267891,-22307.501677954,1.0,19553.491176470587,35765.60000000001,126996.35,2414.373059015898,124581.97694098408,0.0190113578777334,False,base,3,train
TUE,10:00,nearest_weekly,delta020,ninety_pct,add_short,no_stop,17,17,17,7297.271316081677,8232.3306834935,0.7058823529411765,2.579199767898434,-47519.638830135504,-23690.6923361839,-23875.0312132075,1.0,19877.716911764703,35765.60000000001,126499.75,2446.137626611497,124053.6123733885,0.0193370945524516,False,base,3,train
FRI,11:00,nearest_weekly,delta020,touch,add_short,no_stop,18,18,18,7155.928224954583,5810.368364417749,0.7222222222222222,2.7060810283983594,-33023.0997592525,-26077.63425674707,-33023.0997592525,1.0,14911.108333333335,42474.24999999999,131264.25,2457.541950817498,128806.70804918252,0.0187220964643267,False,base,3,train
FRI,10:00,nearest_weekly,sigma1,touch,add_short,no_stop,18,18,18,6919.4939528175855,4618.0689622245,0.8333333333333334,3.9907465187569553,-20188.3550476925,-19075.40115627432,-20188.3550476925,1.0,13702.577777777778,31750.54999999998,126792.25,2241.358849283498,124550.8911507165,0.0176774120601495,False,base,3,train
TUE,09:20,nearest_weekly,sigma1,ninety_pct,add_short,no_stop,17,17,17,6866.647899398618,6934.1695776935,0.7647058823529411,5.494916314170209,-17331.968665138997,-6620.497519533595,-15575.177514115996,1.0,18249.304411764708,29374.312500000025,119037.75,2304.7357102235023,116733.01428977652,0.0193613850246959,False,base,3,train
WED,10:00,nearest_weekly,sigma1,ninety_pct,add_short,no_stop,20,20,20,6673.59636922096,4857.56800366525,0.8,3.559781205466112,-33381.34969924099,-12600.711736088426,-28519.208630353,1.0,16341.755625000003,35929.56249999999,136065.8,2593.872615580798,133471.92738441922,0.0190633694549313,False,base,3,train
FRI,10:00,nearest_weekly,sigma1,ninety_pct,add_short,no_stop,18,18,18,6655.3543386068895,4590.48303872625,0.8333333333333334,3.86274826526298,-20188.3550476925,-19246.433881963472,-20188.3550476925,1.0,13702.577777777778,31750.54999999998,122031.0,2234.6219050759964,119796.37809492402,0.0183119199635829,False,base,3,train
TUE,11:00,nearest_weekly,delta020,ninety_pct,add_short,no_stop,17,17,17,6601.291598641271,8066.815142504,0.7058823529411765,2.4999581083484705,-33404.36837926039,-21188.580511186698,-24225.5347117735,1.0,19482.373529411765,36208.9,114740.6,2518.6428230984,112221.9571769016,0.0219507552086916,False,base,3,train
TUE,11:00,nearest_weekly,sigma1,ninety_pct,add_short,no_stop,17,17,17,6449.32288121643,6392.187316022,0.7647058823529411,6.848776057918562,-13235.389978927302,-6460.633022016979,-10981.4031243829,1.0,17261.858823529405,27857.374999999996,111915.05,2276.561019320705,109638.4889806793,0.0203418666150862,False,base,3,train
FRI,09:20,nearest_weekly,sigma1,ninety_pct,add_short,no_stop,18,18,18,6439.778695184139,5670.079158949749,0.8333333333333334,3.5295571129669305,-20554.899768306,-18418.671173786846,-20554.899768306,1.0,13570.555555555558,29638.70000000002,118147.25,2231.233486685499,115916.01651331452,0.0188851918828876,False,base,3,train
