entry_day,entry_time,expiry_choice,strike_method,trigger,action,risk,week,net_pnl,gross_pnl,cost,capital_proxy,regime,fold,stage
MON,09:20,nearest_weekly,delta020,touch,protective_next_strike,no_stop,2026-W10,-8077.924623116496,-7881.249999999996,196.6746231164998,26164.124999999975,base,1,oos
MON,09:20,nearest_weekly,delta020,touch,protective_next_strike,no_stop,2026-W11,2979.9773560075078,3181.7500000000077,201.7726439925,27679.437499999975,base,1,oos
MON,09:20,nearest_weekly,delta020,touch,protective_next_strike,no_stop,2026-W12,-2649.597356013499,-2479.749999999999,169.84735601349985,16230.49999999999,base,1,oos
MON,09:20,nearest_weekly,delta020,touch,protective_next_strike,no_stop,2026-W13,10667.7664680105,10832.25,164.48353198949917,22702.06249999999,base,1,oos
MON,09:20,nearest_weekly,delta020,touch,protective_next_strike,no_stop,2026-W14,23619.551004945504,23747.750000000004,128.1989950544994,34102.899999999994,base,1,oos
MON,09:20,nearest_weekly,delta020,touch,protective_next_strike,no_stop,2026-W15,6231.336252299499,6412.249999999999,180.9137477004997,21475.18749999999,base,1,oos
MON,09:20,nearest_weekly,delta020,touch,protective_next_strike,stop_2x_credit,2026-W06,3969.7470356465,4215.25,245.50296435349992,18989.749999999975,base,1,oos
MON,09:20,nearest_weekly,delta020,touch,protective_next_strike,stop_2x_credit,2026-W07,2545.4493460395,2694.25,148.80065396049986,8318.375000000024,base,1,oos
MON,09:20,nearest_weekly,delta020,touch,protective_next_strike,stop_2x_credit,2026-W08,-3807.4982005880006,-3653.000000000001,154.49820058800017,8485.750000000011,base,1,oos
MON,09:20,nearest_weekly,delta020,touch,protective_next_strike,stop_2x_credit,2026-W09,-1451.6430543069937,-1247.9999999999936,203.64305430700009,17036.500000000022,base,1,oos
MON,09:20,nearest_weekly,delta020,touch,protective_next_strike,stop_2x_credit,2026-W10,-8077.924623116496,-7881.249999999996,196.6746231164998,26164.124999999975,base,1,oos
MON,09:20,nearest_weekly,delta020,touch,protective_next_strike,stop_2x_credit,2026-W11,2979.9773560075078,3181.7500000000077,201.7726439925,27679.437499999975,base,1,oos
MON,09:20,nearest_weekly,delta020,touch,protective_next_strike,stop_2x_credit,2026-W12,-2649.597356013499,-2479.749999999999,169.84735601349985,16230.49999999999,base,1,oos
MON,09:20,nearest_weekly,delta020,touch,protective_next_strike,stop_2x_credit,2026-W13,10667.7664680105,10832.25,164.48353198949917,22702.06249999999,base,1,oos
MON,09:20,nearest_weekly,delta020,touch,protective_next_strike,stop_2x_credit,2026-W14,23619.551004945504,23747.750000000004,128.1989950544994,34102.899999999994,base,1,oos
MON,09:20,nearest_weekly,delta020,touch,protective_next_strike,stop_2x_credit,2026-W15,6231.336252299499,6412.249999999999,180.9137477004997,21475.18749999999,base,1,oos
MON,09:20,nearest_weekly,delta020,ninety_pct,add_short,no_stop,2026-W06,-75830.7700848805,-75643.75,187.0200848804961,18989.749999999975,base,1,oos
MON,09:20,nearest_weekly,delta020,ninety_pct,add_short,no_stop,2026-W07,6976.359813632,7104.5,128.1401863680003,8318.375000000024,base,1,oos
MON,09:20,nearest_weekly,delta020,ninety_pct,add_short,no_stop,2026-W08,-480.4165367030014,-344.50000000000136,135.91653670300002,8485.750000000011,base,1,oos
MON,09:20,nearest_weekly,delta020,ninety_pct,add_short,no_stop,2026-W09,-38123.08952870499,-37953.49999999999,169.5895287050007,17036.500000000022,base,1,oos
MON,09:20,nearest_weekly,delta020,ninety_pct,add_short,no_stop,2026-W10,5724.180147544005,5908.5000000000055,184.31985245600023,26164.124999999975,base,1,oos
MON,09:20,nearest_weekly,delta020,ninety_pct,add_short,no_stop,2026-W11,-567.855527699491,-386.7499999999909,181.10552769950004,27679.437499999975,base,1,oos
MON,09:20,nearest_weekly,delta020,ninety_pct,add_short,no_stop,2026-W12,1294.2557711145018,1446.2500000000018,151.99422888549998,16230.49999999999,base,1,oos
MON,09:20,nearest_weekly,delta020,ninety_pct,add_short,no_stop,2026-W13,19594.356557166,19740.5,146.14344283399987,22702.06249999999,base,1,oos
MON,09:20,nearest_weekly,delta020,ninety_pct,add_short,no_stop,2026-W14,23619.551004945504,23747.750000000004,128.1989950544994,34102.899999999994,base,1,oos
MON,09:20,nearest_weekly,delta020,ninety_pct,add_short,no_stop,2026-W15,8092.9370924945,8264.75,171.81290750550033,21475.18749999999,base,1,oos
MON,09:20,nearest_weekly,delta020,ninety_pct,add_short,stop_2x_credit,2026-W06,-73951.4350277615,-73765.25,186.1850277615013,18989.749999999975,base,1,oos
MON,09:20,nearest_weekly,delta020,ninety_pct,add_short,stop_2x_credit,2026-W07,6976.359813632,7104.5,128.1401863680003,8318.375000000024,base,1,oos
MON,09:20,nearest_weekly,delta020,ninety_pct,add_short,stop_2x_credit,2026-W08,-480.4165367030014,-344.50000000000136,135.91653670300002,8485.750000000011,base,1,oos
MON,09:20,nearest_weekly,delta020,ninety_pct,add_short,stop_2x_credit,2026-W09,-39641.5231749085,-39471.25,170.27317490849964,17036.500000000022,base,1,oos
MON,09:20,nearest_weekly,delta020,ninety_pct,add_short,stop_2x_credit,2026-W10,-45661.955493998015,-45454.500000000015,207.45549399800075,26164.124999999975,base,1,oos
MON,09:20,nearest_weekly,delta020,ninety_pct,add_short,stop_2x_credit,2026-W11,-567.855527699491,-386.7499999999909,181.10552769950004,27679.437499999975,base,1,oos
MON,09:20,nearest_weekly,delta020,ninety_pct,add_short,stop_2x_credit,2026-W12,1294.2557711145018,1446.2500000000018,151.99422888549998,16230.49999999999,base,1,oos
MON,09:20,nearest_weekly,delta020,ninety_pct,add_short,stop_2x_credit,2026-W13,19594.356557166,19740.5,146.14344283399987,22702.06249999999,base,1,oos
MON,09:20,nearest_weekly,delta020,ninety_pct,add_short,stop_2x_credit,2026-W14,23619.551004945504,23747.750000000004,128.1989950544994,34102.899999999994,base,1,oos
MON,09:20,nearest_weekly,delta020,ninety_pct,add_short,stop_2x_credit,2026-W15,8092.9370924945,8264.75,171.81290750550033,21475.18749999999,base,1,oos
MON,09:20,nearest_weekly,delta020,ninety_pct,protective_next_strike,no_stop,2026-W06,4662.304764308,4907.5,245.1952356920001,18989.749999999975,base,1,oos
MON,09:20,nearest_weekly,delta020,ninety_pct,protective_next_strike,no_stop,2026-W07,2847.833706441,2996.5,148.66629355900022,8318.375000000024,base,1,oos
MON,09:20,nearest_weekly,delta020,ninety_pct,protective_next_strike,no_stop,2026-W08,-2754.0301062860003,-2600.0000000000005,154.03010628599986,8485.750000000011,base,1,oos
MON,09:20,nearest_weekly,delta020,ninety_pct,protective_next_strike,no_stop,2026-W09,-4729.0993476909925,-4523.999999999993,205.09934769099985,17036.500000000022,base,1,oos
MON,09:20,nearest_weekly,delta020,ninety_pct,protective_next_strike,no_stop,2026-W10,-8077.924623116496,-7881.249999999996,196.6746231164998,26164.124999999975,base,1,oos
MON,09:20,nearest_weekly,delta020,ninety_pct,protective_next_strike,no_stop,2026-W11,2979.9773560075078,3181.7500000000077,201.7726439925,27679.437499999975,base,1,oos
MON,09:20,nearest_weekly,delta020,ninety_pct,protective_next_strike,no_stop,2026-W12,-1921.2694400615017,-1751.7500000000018,169.51944006150006,16230.49999999999,base,1,oos
MON,09:20,nearest_weekly,delta020,ninety_pct,protective_next_strike,no_stop,2026-W13,11025.4274981655,11189.75,164.32250183450014,22702.06249999999,base,1,oos
MON,09:20,nearest_weekly,delta020,ninety_pct,protective_next_strike,no_stop,2026-W14,23619.551004945504,23747.750000000004,128.1989950544994,34102.899999999994,base,1,oos
MON,09:20,nearest_weekly,delta020,ninety_pct,protective_next_strike,no_stop,2026-W15,-56.99495060749908,126.75000000000092,183.7449506075,21475.18749999999,base,1,oos
MON,09:20,nearest_weekly,delta020,ninety_pct,protective_next_strike,stop_2x_credit,2026-W06,4662.304764308,4907.5,245.1952356920001,18989.749999999975,base,1,oos
MON,09:20,nearest_weekly,delta020,ninety_pct,protective_next_strike,stop_2x_credit,2026-W07,2847.833706441,2996.5,148.66629355900022,8318.375000000024,base,1,oos
MON,09:20,nearest_weekly,delta020,ninety_pct,protective_next_strike,stop_2x_credit,2026-W08,-2754.0301062860003,-2600.0000000000005,154.03010628599986,8485.750000000011,base,1,oos
MON,09:20,nearest_weekly,delta020,ninety_pct,protective_next_strike,stop_2x_credit,2026-W09,-4729.0993476909925,-4523.999999999993,205.09934769099985,17036.500000000022,base,1,oos
MON,09:20,nearest_weekly,delta020,ninety_pct,protective_next_strike,stop_2x_credit,2026-W10,-8077.924623116496,-7881.249999999996,196.6746231164998,26164.124999999975,base,1,oos
