week,net_pnl,gross_pnl,transaction_costs,slippage_cost,total_friction,trading_days,positive
2023-09-04/2023-09-10,-3419.079193594999,-2692.4999999999995,726.579193595,964.9999999999998,1691.5791935949997,5,False
2023-09-11/2023-09-17,-4173.491253729999,-3434.999999999999,738.49125373,934.9999999999991,1673.491253729999,5,False
2023-09-18/2023-09-24,-3518.570522919999,-2929.999999999999,588.57052292,734.9999999999989,1323.570522919999,4,False
2023-09-25/2023-10-01,-3016.364410594999,-2277.4999999999986,738.864410595,974.9999999999991,1713.864410594999,5,False
2023-10-02/2023-10-08,-4208.63690229,-3624.9999999999995,583.6369022900001,734.9999999999995,1318.6369022899994,4,False
2023-10-09/2023-10-15,-2710.6472040999984,-1969.9999999999986,740.6472041,934.9999999999986,1675.6472040999986,5,False
2023-10-16/2023-10-22,-1854.5985279249994,-1117.4999999999993,737.098527925,929.9999999999991,1667.098527924999,5,False
2023-10-23/2023-10-29,7558.860888044999,8177.499999999999,618.639111955,750.0000000000016,1368.6391119550017,4,True
2023-10-30/2023-11-05,-2345.720650609999,-1599.999999999999,745.72065061,929.9999999999991,1675.720650609999,5,False
2023-11-06/2023-11-12,-3006.497407185,-2277.5000000000005,728.997407185,934.9999999999998,1663.9974071849997,5,False
2023-11-13/2023-11-19,-2758.1596441099996,-2174.9999999999995,583.15964411,759.9999999999998,1343.1596441099996,4,False
2023-11-20/2023-11-26,-4324.030008,-3594.9999999999995,729.030008,934.9999999999994,1664.0300079999993,5,False
2023-11-27/2023-12-03,-622.4721568349994,-27.499999999999375,594.9721568350001,744.9999999999995,1339.9721568349996,4,False
2023-12-04/2023-12-10,-1575.2541956349999,-817.5,757.754195635,929.9999999999989,1687.754195634999,5,False
2023-12-11/2023-12-17,2680.9965829499997,3439.9999999999995,759.0034170499999,929.999999999999,1689.003417049999,5,True
2023-12-18/2023-12-24,10262.618639660002,11055.0,792.38136034,969.9999999999998,1762.38136034,5,True
2023-12-25/2023-12-31,-5256.03154021,-4640.0,616.03154021,760.0000000000003,1376.0315402100002,4,False
2024-01-01/2024-01-07,-4375.4199665199985,-3614.9999999999986,760.41996652,929.9999999999992,1690.4199665199992,5,False
2024-01-08/2024-01-14,3575.644177839998,4344.999999999998,769.35582216,940.0000000000009,1709.3558221600008,5,True
2024-01-15/2024-01-21,-6619.359059520004,-5670.000000000004,949.3590595200001,1134.9999999999998,2084.35905952,6,False
2024-01-22/2024-01-28,15430.250051120001,15930.000000000004,499.74994888000003,554.9999999999934,1054.7499488799936,3,True
2024-01-29/2024-02-04,-10600.948304750005,-9740.000000000004,860.94830475,945.0000000000045,1805.9483047500046,5,False
2024-02-05/2024-02-11,-3988.880391960004,-3170.0000000000045,818.88039196,970.0000000000048,1788.8803919600048,5,False
2024-02-12/2024-02-18,6299.047694799994,7119.9999999999945,820.9523052,935.0000000000045,1755.9523052000045,5,True
2024-02-19/2024-02-25,-8001.757176830002,-7205.000000000002,796.7571768299999,975.0000000000011,1771.757176830001,5,False
2024-02-26/2024-03-03,4467.326572179996,5284.999999999996,817.6734278199999,970.0000000000033,1787.6734278200033,5,True
2024-03-04/2024-03-10,-7074.773043814998,-6462.499999999998,612.2730438149999,729.9999999999984,1342.2730438149983,4,False
2024-03-11/2024-03-17,2206.280754729995,3009.999999999996,803.71924527,955.0000000000025,1758.7192452700026,5,True
2024-03-18/2024-03-24,-4618.461981040002,-3830.000000000002,788.46198104,940.0,1728.46198104,5,False
2024-03-25/2024-03-31,-6820.923150574999,-6377.499999999999,443.423150575,599.9999999999993,1043.4231505749995,3,False
2024-04-01/2024-04-07,-11043.364859824998,-10282.499999999998,760.864859825,949.9999999999981,1710.8648598249981,5,False
2024-04-08/2024-04-14,-4328.823692594999,-3722.499999999999,606.323692595,749.9999999999995,1356.3236925949996,4,False
2024-04-15/2024-04-21,7079.920986214998,7732.5,652.579013785,770.0000000000007,1422.5790137850006,4,True
2024-04-22/2024-04-28,-2660.730537605001,-1897.5000000000005,763.230537605,879.9999999999991,1643.2305376049992,5,False
2024-04-29/2024-05-05,1465.7204389075005,2066.25,600.5295610925,367.4999999999995,968.0295610924994,4,True
2024-05-06/2024-05-12,-1032.7175334200015,-275.00000000000136,757.71753342,485.00000000000136,1242.7175334200015,5,False
2024-05-13/2024-05-19,-4753.2331888525005,-4006.2500000000005,746.9831888525,487.500000000001,1234.4831888525011,5,False
2024-05-20/2024-05-26,3266.4973649850003,3875.0,608.502635015,390.0000000000015,998.5026350150015,4,True
