week,net_pnl,gross_pnl,transaction_costs,slippage_cost,total_friction,trading_days,positive
2025-12-22/2025-12-28,-7619.7152141475,-7023.75,595.9652141475,1109.999999999999,1705.9652141474992,4,False
2025-12-29/2026-01-04,2345.894273089499,3103.75,757.8557269104999,1289.9999999999995,2047.8557269104995,5,True
2026-01-05/2026-01-11,-6.77805974999842,760.5000000000018,767.27805975,1215.4999999999984,1982.7780597499982,5,False
2026-01-12/2026-01-18,-2.780542274000709,636.9999999999991,639.780542274,961.9999999999995,1601.7805422739998,4,False
2026-01-19/2026-01-25,818.0065510949962,1650.9999999999964,832.993448905,1274.0,2106.993448905,5,True
2026-01-26/2026-02-01,-5635.268763150507,-4631.250000000007,1004.0187631505,1274.0000000000114,2278.0187631505114,5,False
2026-02-02/2026-02-08,-27810.374816445506,-26952.250000000007,858.1248164455001,1274.0000000000073,2132.1248164455073,5,False
2026-02-09/2026-02-15,-2853.470998521497,-2057.2499999999973,796.2209985215,1228.499999999998,2024.720998521498,5,False
2026-02-16/2026-02-22,22605.868685769994,23464.999999999993,859.13131423,1241.5000000000086,2100.6313142300087,5,True
2026-02-23/2026-03-01,-7811.3743924064975,-6990.749999999997,820.6243924065,1241.4999999999998,2062.1243924064997,5,False
2026-03-02/2026-03-08,1990.3132479526182,2872.9999999999886,882.6867520473701,981.5000000000064,1864.1867520473766,4,True
2026-03-09/2026-03-15,2651.059171315845,3766.7500000000095,1115.6908286841651,1228.5000000000002,2344.1908286841654,5,True
2026-03-16/2026-03-22,4300.003995562225,5342.9999999999945,1042.9960044377701,1267.5000000000102,2310.4960044377804,5,True
2026-03-23/2026-03-29,-21223.848711726005,-20374.250000000007,849.5987117259949,988.0000000000101,1837.5987117260051,4,False
2026-03-30/2026-04-05,17507.84362618982,18300.749999999993,792.9063738101751,741.0000000000019,1533.906373810177,3,True
2026-04-06/2026-04-12,-126.06169126432383,942.4999999999957,1068.56169126432,1267.5000000000068,2336.061691264327,5,False
2026-04-13/2026-04-19,-1752.97495901517,-929.50000000001,823.47495901516,1001.0000000000093,1824.4749590151694,4,False
2026-04-20/2026-04-26,-11748.84691101646,-10747.750000000005,1001.0969110164551,1235.0000000000105,2236.0969110164656,5,False
2026-04-27/2026-05-03,434.98713853678055,1179.7499999999955,744.762861463215,975.000000000005,1719.76286146322,4,True
2026-05-04/2026-05-10,-4856.973247603346,-3913.0000000000055,943.97324760334,1222.000000000005,2165.973247603345,5,False
2026-05-11/2026-05-17,-2027.732477789185,-1033.500000000005,994.23247778918,1274.000000000008,2268.232477789188,5,False
2026-05-18/2026-05-24,-1361.0657273113452,-386.75000000001,974.315727311335,1235.000000000009,2209.3157273113443,5,False
2026-05-25/2026-05-31,-2963.6577753095034,-2769.0000000000036,194.6577753095,260.0000000000026,454.65777530950265,1,False
2026-06-15/2026-06-21,-541.1051607613318,-279.5000000000018,261.60516076133,260.0000000000043,521.6051607613343,1,False
2026-06-22/2026-06-28,2316.9231453513694,3032.2499999999845,715.3268546486149,780.0000000000125,1495.3268546486274,3,True
2026-06-29/2026-07-05,-10043.126859002983,-9259.25000000001,783.8768590029749,1040.0000000000082,1823.876859002983,4,False
